Utility Characteristics,,,,,,Demand,,Energy Sources (Megawatthours),,,,,,,,,,Disposition,,,,,,Electric Revenues,,,,,,,
,,,,,,(Megawatts),,,,Power Exchanged,,,Wheeled Power,,,,,(Megawatthours),,,,,,(Thousands Dollars),,,,,,,
Data Year,Utility Number,Utility Name,State,Ownership Type,NERC Region,Summer Peak Demand,Winter Peak Demand,Net Generation,Wholesale Power Purchases,Exchange Energy Received,Exchange Energy Delivered,Net Power Exchanged,Wheeled Power Received,Wheeled Power Delivered,Net Wheeled Power,Transmission by Other Losses,Total Sources,Retail Sales,Sales for Resale,Furnished without Charge,Consumed by Respondent without Charge,Total Energy Losses,Total Disposition,From Retail Sales,From Delivery Customers,From Sales for Resale,From Credits or Adjustments,From Transmission,From Other,Total,"Data Type
O = Observed
I = Imputed"
2017,14289,Ozarks Electric Coop Corp - (AR),AR,Cooperative,SPP,334,279,.,"1,434,128",.,.,0,.,.,0,.,"1,434,128","1,348,817",.,.,"3,273","82,038","1,434,128","134,473.00",.,.,.,.,"2,511.00","136,984.00",O
2017,14323,Pacific Northwest Generating Coop,OR,Cooperative,WECC,901,"1,119.00","46,008","5,846,611",.,.,0,.,.,0,.,"5,892,619",.,"5,892,619",.,.,.,"5,892,619",.,.,"192,998.90",.,"26,684.40",.,"219,683.30",O
2017,14324,PUD No 2 of Pacific County,WA,Political Subdivision,WECC,29.7,83.2,.,"325,526",.,.,0,.,.,0,.,"325,526","314,671",.,.,607,"10,248","325,526","25,276.30",.,.,.,.,"1,069.20","26,345.50",O
2017,14328,Pacific Gas & Electric Co.,CA,Investor Owned,WECC,"19,293.00","12,247.00","34,514,058","34,369,444",0,.,0,"597,814","586,191","11,623",.,"68,895,125","61,827,985","5,661,727",.,.,"1,405,413","68,895,125","12,401,905.00","2,075,847.00","112,555.00",.,"2,831.00","-1,309,509.00","13,283,629.00",O
2017,14349,Avangrid Renewables,OR,Retail Power Marketer,WECC,.,.,0,"19,058,096","11,159","11,159",0,1,1,0,0,"19,058,096","358,643","18,699,453",0,0,0,"19,058,096","13,720.00",0,"512,950.00",0,0,0,"526,670.00",O
2017,14354,PacifiCorp,OR,Investor Owned,WECC,"10,334.00","9,216.00","52,431,037","14,002,749","7,097,699","6,880,415","217,284","15,299,651","15,189,461","110,190","-287,697","66,473,563","55,249,822","7,218,497","125,390",.,"3,879,854","66,473,563","4,823,990.40","12,863.90","217,427.50","14,223.10","115,041.60","59,419.10","5,242,965.60",O
2017,14371,City of Paducah - (KY),KY,Municipal,SERC,138.2,89.7,"36,337","545,225",.,.,0,.,.,0,.,"581,562","558,406",.,.,"2,580","20,576","581,562","74,980.20",.,.,.,.,.,"74,980.20",O
2017,14373,Page Utility Enterprises,AZ,Municipal,WECC,24.9,23.8,120,"114,847",.,.,0,.,.,0,"-3,095","111,872","109,641",.,212,.,"2,019","111,872","8,431.40",.,.,.,.,290.9,"8,722.30",O
2017,14381,City of Painesville,OH,Municipal,RFC,49,38.4,784,"231,374","7,550","7,550",0,.,.,0,.,"232,158","220,087",.,"2,000",.,"10,071","232,158","26,525.30",0,0,0,0,0,"26,525.30",O
2017,14398,Palmetto Electric Coop Inc,SC,Cooperative,SERC,354.3,356.9,.,"1,508,294",.,.,0,.,.,0,.,"1,508,294","1,451,039",.,.,"2,464","54,791","1,508,294","167,577.00",.,.,.,.,"1,939.00","169,516.00",O
2017,14401,City of Palo Alto - (CA),CA,Municipal,WECC,182,138,13,"957,877",.,.,0,.,.,0,.,"957,890","912,623",.,"4,015",.,"41,252","957,890","121,317.00",.,.,.,.,"34,983.00","156,300.00",O
2017,14424,"Panola-Harrison Elec Coop, Inc",TX,Cooperative,SPP,82,105,.,"342,417",.,.,0,.,.,0,.,"342,417","318,983",.,.,.,"23,434","342,417","32,132.40",.,.,.,.,581.1,"32,713.50",O
2017,14426,Panhandle Rural El Member Assn,NE,Cooperative,WECC,39.5,10.8,.,"94,557",.,.,0,.,.,0,.,"94,557","86,435",.,.,.,"8,122","94,557","13,133.40",.,.,.,.,.,"13,133.40",O
2017,14446,Paragould Light & Water Comm,AR,Municipal,SPP,110,118,399,"605,263",.,.,0,.,.,0,"-20,180","585,482","569,444",.,"2,118",.,"13,920","585,482","39,979.00",.,.,.,.,.,"39,979.00",O
2017,14455,City of Paris - (TN),TN,Municipal,SERC,107.3,104.3,0,"471,355",0,.,0,0,0,0,0,"471,355","446,190",0,0,117,"25,047","471,355","44,385.00",.,0,0,0,"1,076.50","45,461.50",O
2017,14468,People's Cooperative Services,MN,Cooperative,MRO,74.7,66.3,.,"364,233",.,.,0,.,.,0,.,"364,233","345,269",.,.,612,"18,352","364,233","45,140.10",.,.,.,.,"1,011.90","46,152.00",O
2017,14471,Parke County Rural E M C,IN,Cooperative,RFC,35.1,42.4,.,"189,244",.,.,0,.,.,0,.,"189,244","176,919",.,.,2,"12,323","189,244","23,397.20",.,.,.,.,197.6,"23,594.80",O
2017,14500,Park Electric Coop Inc,MT,Cooperative,,24.7,31.1,.,"178,289",.,.,0,.,.,0,"-8,326","169,963","169,963",.,.,.,.,"169,963","14,633.50",.,.,.,.,61,"14,694.50",O
2017,14505,Parkland Light & Water Company,WA,Cooperative,WECC,14.6,28.4,.,"121,085",.,.,0,.,.,0,.,"121,085","118,429",.,"1,877",.,779,"121,085","8,473.00",.,.,.,.,143,"8,616.00",O
2017,14534,City of Pasadena - (CA),CA,Municipal,WECC,315,176,"76,375","1,330,151",.,.,0,.,.,0,.,"1,406,526","1,060,523","296,021",.,.,"49,982","1,406,526","175,202.30",.,"8,760.20",.,"15,093.80","1,419.70","200,476.00",O
2017,14537,Pascoag Utility District,RI,Municipal,NPCC,11.9,10.1,.,"59,938",.,.,0,.,.,0,"-6,050","53,888","53,888",.,.,.,.,"53,888","8,230.60",.,.,.,.,.,"8,230.60",O
2017,14557,"Pee Dee Electric Coop, Inc",SC,Cooperative,SERC,136,177,.,"678,652",.,.,0,.,.,0,.,"678,652","646,197",.,.,"1,306","31,149","678,652","78,101.00",.,.,.,.,719,"78,820.00",O
2017,14563,Pearl River Valley El Pwr Assn,MS,Cooperative,SERC,236.7,304.6,.,"1,053,243",.,.,0,.,.,0,.,"1,053,243","992,822",.,.,.,"60,421","1,053,243","118,463.90",.,.,.,.,830.9,"119,294.80",O
2017,14582,City of Pawhuska - (OK),OK,Municipal,SPP,11.8,6.7,36,"41,201",.,.,0,.,.,0,.,"41,237","35,291",.,.,.,"5,946","41,237","3,091.00",.,.,.,77.1,.,"3,168.10",O
2017,14599,"Paulding-Putman Elec Coop, Inc",OH,Cooperative,RFC,64.2,64.7,0,"367,583",0,0,0,0,0,0,0,"367,583","349,523",0,0,0,"18,060","367,583","37,870.40",.,.,.,.,308.3,"38,178.70",O
2017,14600,Payson City Corporation,UT,Municipal,WECC,29.8,19.5,"2,640","123,581",.,.,0,.,.,0,.,"126,221","117,727",.,"4,484",921,"3,089","126,221","12,267.00",.,.,.,.,.,"12,267.00",O
2017,14602,Pea River Electric Coop,AL,Cooperative,SERC,70.4,86.4,.,"310,253",.,.,0,.,.,0,.,"310,253","296,549",.,.,270,"13,434","310,253","36,457.90",.,.,.,.,"1,168.00","37,625.90",O
2017,14605,City of Peabody - (MA),MA,Municipal,NPCC,117.4,91.8,"14,405","482,805",.,.,0,.,.,0,.,"497,210","482,073",.,32,"1,719","13,386","497,210","58,486.90",.,.,.,.,.,"58,486.90",O
2017,14606,"Peace River Electric Coop, Inc",FL,Cooperative,FRCC,164.5,122,.,"770,111",.,.,0,.,.,0,.,"770,111","736,663",.,.,.,"33,448","770,111","90,437.40",.,.,-746.1,.,"1,646.60","91,337.90",O
2017,14610,Orlando Utilities Comm,FL,Municipal,FRCC,"1,175.00",885,"6,882,424","1,342,819",.,.,0,.,.,0,.,"8,225,243","6,568,222","1,327,711",.,.,"329,310","8,225,243","643,520.80",.,"70,063.10",.,"13,892.50","25,162.10","752,638.50",O
2017,14624,PUD No 2 of Grant County,WA,Political Subdivision,WECC,779,793,"9,750,914","645,470","871,545","1,063,208","-191,663","213,637","213,637",0,.,"10,204,721","4,685,406","4,233,329","546,366","17,621","721,999","10,204,721","188,473.00",.,"96,543.00",.,187,"2,034.00","287,237.00",O
2017,14626,"Pedernales Electric Coop, Inc",TX,Cooperative,TRE,"1,517.90","1,529.50",.,"6,087,737",.,.,0,.,.,0,.,"6,087,737","5,686,980",.,.,"5,194","395,563","6,087,737","563,408.30",.,.,.,"13,603.50","13,759.00","590,770.80",O
2017,14645,City of Pella - (IA),IA,Municipal,MRO,42.9,30.9,"1,976","205,306",.,.,0,.,.,0,.,"207,282","186,501","8,407",.,.,"12,374","207,282","17,015.10",.,233.3,.,.,"3,677.10","20,925.50",O
2017,14649,Planters Electric Member Corp,GA,Cooperative,SERC,74.4,76.4,.,"280,288",.,.,0,.,.,0,.,"280,288","262,543",.,.,.,"17,745","280,288","33,670.00",.,.,.,.,"1,428.00","35,098.00",O
2017,14653,PUD No 1 of Pend Oreille County,WA,Political Subdivision,WECC,137.5,165.8,"362,194","718,379","100,632","106,537","-5,905",0,0,0,0,"1,074,668","1,003,761","54,200",0,979,"15,728","1,074,668","48,688.00",0,"1,437.00",0,0,"-1,296.00","48,829.00",O
2017,14668,Peninsula Light Company,WA,Cooperative,WECC,83.5,153.6,.,"630,252",.,.,0,.,.,0,.,"630,252","606,390",.,.,.,"23,862","630,252","57,071.20",.,.,.,.,"2,742.60","59,813.80",O
2017,14711,Pennsylvania Electric Co,OH,Investor Owned,RFC,"2,882.30","2,889.90",0,"4,923,072",0,0,0,0,0,0,0,"4,923,072","3,873,855","852,317",0,"3,791","193,109","4,923,072","552,027.00","288,694.60","28,920.20",0,"3,884.30","20,319.30","893,845.40",O
2017,14712,Pemiscot-Dunklin Elec Coop Inc,MO,Cooperative,SERC,51.2,36.8,.,"161,307",.,.,0,.,.,0,.,"161,307","146,718",.,.,.,"14,589","161,307","18,137.00",.,.,.,.,487,"18,624.00",O
2017,14715,PPL Electric Utilities Corp,PA,Investor Owned,RFC,"7,217.00","7,216.00",.,"9,572,194","2,873,675",.,"2,873,675","757,564","757,564",0,.,"12,445,869","8,990,953","952,026",.,"89,811","2,413,079","12,445,869","1,166,096.90","612,758.30","1,373.20",.,"479,951.20","52,628.00","2,312,807.60",O
2017,14716,Pennsylvania Power Co,OH,Investor Owned,RFC,925.8,895.5,0,"1,570,304",0,0,0,0,0,0,0,"1,570,304","1,496,958",0,0,"1,937","71,409","1,570,304","184,300.40","54,749.70",75.6,0,0,"4,678.60","243,804.30",O
2017,14717,Pee Dee Electric Member Corp,NC,Cooperative,SERC,90.3,97.7,.,"401,932",.,.,0,.,.,0,.,"401,932","372,922",.,.,358,"28,652","401,932","43,042.90",.,.,.,.,936.2,"43,979.10",O
2017,14724,Pennyrile Rural Electric Coop,KY,Cooperative,SERC,241.3,260.7,0,"1,220,450",0,.,0,0,0,0,0,"1,220,450","1,157,660",0,0,302,"62,488","1,220,450","117,529.00",.,0,0,0,"2,314.90","119,843.90",O
2017,14775,People's Electric Cooperative,OK,Cooperative,SPP,123.6,120.3,"16,235","700,986",0,0,0,"33,654","33,654",0,0,"717,221","669,416","29,640",0,"1,235","16,930","717,221","61,760.00",0,"1,698.70","-2,850.00",737.2,686.3,"62,032.20",O
2017,14839,City of Peru - (IN),IN,Municipal,RFC,50,38.9,18,"239,237",.,.,0,.,.,0,.,"239,255","229,194",.,.,.,"10,061","239,255","23,539.40",.,.,.,.,141.8,"23,681.20",O
2017,14840,City of Peru - (IL),IL,Municipal,RFC,52.4,40.3,"50,546","205,837",.,.,0,.,.,0,.,"256,383","251,001",.,.,.,"5,382","256,383","25,263.00",.,.,.,.,"128,052.00","153,315.00",O
2017,14856,Petersburg Borough - (AK),AK,Municipal,AK,8.6,11.5,"12,768","45,491",.,.,0,.,.,0,.,"58,259","52,407",.,.,"1,021","4,831","58,259","5,644.80",.,.,.,.,.,"5,644.80",O
2017,14857,Pitt & Greene Elec Member Corp,NC,Cooperative,SERC,45.2,47.1,.,"204,121",.,.,0,.,.,0,.,"204,121","188,936","3,542",.,.,"11,643","204,121","22,028.90",.,282.3,.,.,153.1,"22,464.30",O
2017,14864,Petit Jean Electric Coop Corp,AR,Cooperative,SERC,67.1,85,.,"302,551",.,.,0,.,.,0,.,"302,551","275,975",.,.,549,"26,027","302,551","29,356.00",.,.,.,.,678,"30,034.00",O
2017,14867,City of Petoskey - (MI),MI,Municipal,RFC,20.5,16.8,.,"105,538",.,.,0,.,.,0,.,"105,538","99,081",.,.,.,"6,457","105,538","10,167.00",.,.,.,.,815,"10,982.00",O
2017,14940,PECO Energy Co,PA,Investor Owned,RFC,"8,141.00","6,502.00",.,"11,727,171",.,.,0,.,.,0,.,"11,727,171","10,827,883","4,967",.,"36,088","858,233","11,727,171","1,409,796.70","727,004.20",135,.,"95,420.00","214,125.00","2,446,480.90",O
2017,14947,City of Philadelphia - (MS),MS,Municipal,SERC,26.4,21.6,0,"124,872",0,.,0,0,0,0,0,"124,872","118,893",0,0,148,"5,831","124,872","11,802.00",.,0,0,0,194.9,"11,996.90",O
2017,14999,Pilot Power Group Inc,CA,Retail Power Marketer,,.,.,0,"1,597,832",0,0,0,0,0,0,0,"1,597,832","1,543,799",0,0,0,"54,033","1,597,832","70,711.00",0,0,0,0,0,"70,711.00",O
2017,15016,Pickwick Electric Coop,TN,Cooperative,SERC,85.4,105.5,0,"372,301",0,.,0,0,0,0,0,"372,301","350,016",0,0,"1,275","21,009","372,301","41,791.00",.,0,0,0,936.1,"42,727.10",O
2017,15023,Piedmont Electric Member Corp,NC,Cooperative,SERC,120.6,155.4,.,"492,542",.,.,0,.,.,0,.,"492,542","466,504",.,.,"1,373","24,665","492,542","60,607.00",.,.,.,.,567,"61,174.00",O
2017,15028,Piedmont Municipal Power Agny,SC,Political Subdivision,SERC,517.2,398.6,"2,465,478","229,130","1,137,063","1,232,739","-95,676",.,.,0,.,"2,598,932",.,"2,529,055",.,.,"69,877","2,598,932",.,.,"254,408.00",.,.,"1,683.00","256,091.00",O
2017,15034,Pierce-Pepin Coop Services,WI,Cooperative,MRO,23.7,27.2,.,"123,233",.,.,0,.,.,0,.,"123,233","115,182",.,.,282,"7,769","123,233","16,717.90",.,.,.,.,123.1,"16,841.00",O
2017,15039,City of Pierce - (NE),NE,Municipal,MRO,5,4,.,"20,644",.,.,0,.,.,0,.,"20,644","20,145",.,.,.,499,"20,644","1,856.00",.,.,.,.,.,"1,856.00",O
2017,15040,City of Pierre - (SD),SD,Municipal,MRO,39.9,35.3,.,"177,012",.,.,0,.,.,0,.,"177,012","173,852",.,.,.,"3,160","177,012","15,335.70",.,.,.,.,370.5,"15,706.20",O
2017,15045,Pike County Light & Power Co,NY,Investor Owned,NPCC,16,15,.,"77,573",.,.,0,.,.,0,.,"77,573","69,016",.,60,"8,497",.,"77,573","9,836.70","5,180.30",.,.,.,.,"15,017.00",O
2017,15048,Electrical Dist No2 Pinal County,AZ,Political Subdivision,WECC,68.4,41.2,"3,424","290,540",.,.,0,.,.,0,.,"293,964","253,030","32,835",376,.,"7,723","293,964","22,224.00",.,"1,419.00",.,.,"1,249.00","24,892.00",O
2017,15049,Electrical Dist No4 Pinal County,AZ,Political Subdivision,WECC,48,36,.,"204,479",.,.,0,.,.,0,.,"204,479","189,164",.,"2,208",.,"13,107","204,479","12,118.00",.,.,.,.,.,"12,118.00",O
2017,15054,"Pioneer Rural Elec Coop, Inc - (OH)",OH,Cooperative,RFC,119.6,108.6,.,"667,209",.,.,0,.,.,0,.,"667,209","649,677",.,.,693,"16,839","667,209","67,319.80",.,.,.,.,"1,358.60","68,678.40",O
2017,15062,Town of Pineville - (NC),NC,Municipal,SERC,26,18,.,"112,471",.,.,0,.,.,0,.,"112,471","103,581",.,.,.,"8,890","112,471","11,436.00",.,.,.,.,.,"11,436.00",O
2017,15073,"Pioneer Electric Coop, Inc - (KS)",KS,Cooperative,SPP,160.7,112.9,0,"893,825",0,0,0,0,0,0,0,"893,825","812,625","57,526",0,"1,498","22,176","893,825","73,067.00",0,"4,205.00",0,0,179,"77,451.00",O
2017,15086,Pioneer Power and Light Co,WI,Investor Owned,RFC,7,5,.,"33,117",.,.,0,.,.,0,.,"33,117","16,014","12,178",.,25,"4,900","33,117","2,626.00",.,"1,217.00",.,.,.,"3,843.00",O
2017,15095,City of Piqua - (OH),OH,Municipal,RFC,60,52,"-1,243","311,319",.,.,0,.,.,0,.,"310,076","297,777",.,.,.,"12,299","310,076","28,557.00",.,.,.,.,179.9,"28,736.90",O
2017,15127,Placer County Water Agency,CA,Political Subdivision,WECC,236,228,"1,427,751",.,.,.,0,.,.,0,.,"1,427,751",.,"1,420,569",.,.,"7,182","1,427,751",.,.,"27,342.00",.,.,.,"27,342.00",O
2017,15138,"Platte-Clay Electric Coop, Inc",MO,Cooperative,SERC,139,123,.,"607,110",.,.,0,.,.,0,.,"607,110","502,783","80,580",.,"1,884","21,863","607,110","55,307.00",.,"5,595.00",.,.,"1,035.00","61,937.00",O
2017,15141,Plateau Electric Cooperative,TN,Cooperative,SERC,68,59.5,0,"311,525",0,.,0,0,0,0,0,"311,525","291,927",0,0,545,"19,053","311,525","34,689.00",.,0,0,0,"1,484.70","36,173.70",O
2017,15143,Platte River Power Authority,CO,Political Subdivision,WECC,661.4,583.8,"3,086,289","1,089,031","17,798","47,100","-29,302",.,.,0,.,"4,146,018",.,"4,063,024",.,.,"82,994","4,146,018",.,.,"208,552.00",.,"4,745.00",.,"213,297.00",O
2017,15145,City of Plattsburgh - (NY),NY,Municipal,NPCC,51,116.9,.,"499,950",.,.,0,.,.,0,.,"499,950","470,264",.,"2,550","1,408","25,728","499,950","17,848.00",.,.,.,.,194,"18,042.00",O
2017,15159,City of Plymouth - (WI),WI,Municipal,MISO,47.3,38.1,0,"257,834",0,0,.,0,0,.,0,"257,834","249,587",0,0,269,"7,978","257,834","24,409.10",.,.,.,.,76.7,"24,485.80",O
2017,15175,Pointe Coupee Elec Member Corp,LA,Cooperative,SERC,50.4,40.8,.,"227,765",.,.,0,.,.,0,.,"227,765","214,214",0,.,379,"13,172","227,765","21,576.00",.,.,.,.,670,"22,246.00",O
2017,15188,Polk County Rural Pub Pwr Dist,NE,Political Subdivision,MRO,42.1,21.1,.,"112,314",.,.,0,.,.,0,.,"112,314","88,829","14,449",.,4,"9,032","112,314","12,107.80",.,"1,020.60",.,.,.,"13,128.40",O
2017,15202,City of Ponca City - (OK),OK,Municipal,SPP,92.6,52.7,.,"354,132",.,.,0,.,.,0,.,"354,132","347,249",.,.,.,"6,883","354,132","37,308.00",.,.,.,.,"1,042.00","38,350.00",O
2017,15211,Pontotoc Electric Power Assn,MS,Cooperative,SERC,101.1,88.8,0,"437,544",0,.,0,0,0,0,0,"437,544","407,120",0,0,414,"30,011","437,544","45,651.00",.,0,0,0,"1,358.60","47,009.60",O
2017,15229,City of Poplar Bluff - (MO),MO,Municipal,SPP,77,72,540,"454,187",.,.,0,.,.,0,.,"454,727","353,242",.,"6,773",455,"94,257","454,727","32,101.70",.,.,.,.,682.5,"32,784.20",O
2017,15231,City of Port Angeles - (WA),WA,Municipal,WECC,34.9,106.8,.,"306,308",.,.,0,.,.,0,.,"306,308","298,598",.,.,.,"7,710","306,308","25,080.00",.,.,.,.,.,"25,080.00",O
2017,15248,Portland General Electric Co,OR,Investor Owned,WECC,"3,976.00","3,727.00","12,987,082","9,487,631",0,"1,350","-1,350","6,384,452","6,313,307","71,145",.,"22,544,508","17,754,280","3,574,665",.,"26,450","1,189,113","22,544,508","1,737,739.80","36,588.70","122,591.30","-10,337.50","8,511.40","115,569.40","2,010,663.10",O
2017,15257,"Poudre Valley REA, Inc",CO,Cooperative,WECC,230.9,183.5,.,"1,285,489",.,.,0,.,.,0,.,"1,285,489","1,255,936",.,.,.,"29,553","1,285,489","123,837.50",.,.,.,.,"-1,202.80","122,634.70",O
2017,15263,The Potomac Edison Co,PA,Investor Owned,RFC,"2,687.00","3,049.00","3,613,698","4,583,636",.,.,0,.,.,0,.,"8,197,334","6,789,438","1,149,652",.,"5,023","253,221","8,197,334","703,044.60","85,228.40","43,156.10",0,"20,946.60","12,015.50","864,391.20",O
2017,15270,Potomac Electric Power Co,DC,Investor Owned,RFC,"5,333.00","4,507.00",.,"8,315,633",.,.,0,"1,247,509",.,"1,247,509",.,"9,563,142","8,469,398",.,.,"196,396","897,348","9,563,142","1,130,624.80","754,744.40","19,423.70","98,299.70","186,429.10",.,"2,189,521.70",O
2017,15291,Prairie Energy Coop,IA,Cooperative,MRO,49.1,47.8,78,"283,149",.,.,0,.,.,0,.,"283,227","274,287","2,735",.,153,"6,052","283,227","26,266.70",.,276.4,25,.,24.7,"26,592.80",O
2017,15293,Powell Valley Electric Coop,TN,Cooperative,SERC,98.4,150.4,0,"555,189",0,.,0,0,0,0,0,"555,189","522,097",0,0,"2,604","30,488","555,189","55,721.00",.,0,0,0,"2,610.70","14,387.90",O
2017,15296,New York Power Authority,NY,State,NPCC,805,"2,288.00","29,935,699","8,624,690",0,0,0,"226,066","226,066",0,0,"38,560,389","17,752,877","20,142,420","9,754","14,744","640,594","38,560,389","980,153.00",0,"785,514.00",0,"189,115.00","618,234.00","2,573,016.00",O
2017,15308,Plumas-Sierra Rural Elec Coop,CA,Cooperative,WECC,27.6,26.4,"25,115","135,327",.,.,0,.,.,0,.,"160,442","148,309",.,.,379,"11,754","160,442","24,489.00",.,.,.,.,"1,203.00","25,692.00",O
2017,15311,Prague Public Works Authority,OK,Municipal,SPP,6.3,3.6,.,"21,881",.,.,0,.,.,0,.,"21,881","18,657",.,.,583,"2,641","21,881","2,128.60",.,.,.,.,.,"2,128.60",O
2017,15312,Village of Prairie Du Sac - (WI),WI,Municipal,MISO,10.3,9.2,0,"49,382",0,0,.,0,0,.,0,"49,382","47,512",0,0,0,"1,870","49,382","5,320.60",.,.,.,.,101.6,"5,422.20",O
2017,15321,City of Pratt- (KS),KS,Municipal,SPP,22.5,12.4,749,"83,927",.,.,0,.,.,0,"-1,708","82,968","73,382","2,250","4,961",667,"1,708","82,968","9,567.30",.,248.5,.,.,.,"9,815.80",O
2017,15334,Prentiss County Elec Pwr Assn,MS,Cooperative,SERC,80.8,64.5,0,"354,511",0,.,0,0,0,0,0,"354,511","340,510",0,0,161,"13,841","354,511","31,986.00",.,0,0,0,677.2,"32,663.20",O
2017,15340,Presque Isle Elec & Gas Coop,MI,Cooperative,RFC,43.7,41.6,.,"256,932",39,.,39,.,.,0,.,"256,971","236,536",.,.,.,"20,435","256,971","34,787.20",.,.,-258.5,.,"1,088.50","35,617.20",O
2017,15344,Polk-Burnett Electric Coop,WI,Cooperative,MRO,46,50.6,.,"239,401",.,.,0,.,.,0,.,"239,401","224,165",.,.,694,"14,542","239,401","31,447.00",.,.,.,.,427,"31,874.00",O
2017,15349,City of Preston,IA,Municipal,MISO,2,1.4,0,"7,893",0,0,.,0,0,.,0,"7,893","7,801",0,0,0,92,"7,893","1,145.30",.,.,.,.,0,"1,145.30",O
2017,15356,Price Electric Coop Inc,WI,Cooperative,MRO,12.3,16.3,.,"72,173",.,.,0,.,.,0,.,"72,173","65,660",.,.,26,"6,487","72,173","12,469.70",.,.,.,.,177.5,"12,647.20",O
2017,15386,City of Princeton - (KY),KY,Municipal,SERC,25.7,17,.,"113,853",.,.,0,.,.,0,.,"113,853","110,132",.,.,"1,797","1,924","113,853","14,527.00",.,.,.,.,.,"14,527.00",O
2017,15387,Princeton Public Utils Comm,MN,Municipal,MRO,12,8.3,223,"55,558",.,.,0,.,.,0,.,"55,781","52,237",.,451,81,"3,012","55,781","6,692.00",.,.,.,.,254,"6,946.00",O
2017,15388,City of Princeton - (IL),IL,Municipal,SERC,24.4,16.3,413,"105,534",.,.,0,.,.,0,.,"105,947","95,588",.,"7,376",.,"2,983","105,947","9,814.00",.,.,.,.,"16,217.00","26,031.00",O
2017,15410,Prince George Electric Coop,VA,Cooperative,SERC,66,88,.,"339,153",.,.,0,.,.,0,.,"339,153","326,948",.,463,.,"11,742","339,153","33,417.00",.,.,.,.,335,"33,752.00",O
2017,15419,PUD No 3 of Mason County,WA,Political Subdivision,,83.2,170.5,.,"687,313",.,.,0,.,.,0,.,"687,313","649,498",.,.,"1,478","36,337","687,313","64,715.00",.,.,.,.,"2,740.00","67,455.00",O
2017,15444,Provo City Corp,UT,Municipal,WECC,166.3,115.3,.,"797,348",.,.,0,.,.,0,.,"797,348","778,397",.,"4,865",.,"14,086","797,348","69,584.00",.,.,.,.,.,"69,584.00",O
2017,15462,City of Pryor - (OK),OK,Municipal,SPP,29,13,.,"98,485",.,.,0,.,.,0,.,"98,485","92,289",.,.,.,"6,196","98,485","7,938.00",.,.,.,.,.,"7,938.00",O
2017,15466,Public Service Co of Colorado,CO,Investor Owned,WECC,"6,608.00","5,280.00","22,420,317","15,935,964","1,310,728","1,310,728",0,"6,005,343","6,005,343",0,"654,575","39,010,856","28,628,812","7,857,584",.,"23,985","2,500,475","39,010,856","2,693,212.80",.,"293,954.10","10,248.30","61,432.40","74,899.50","3,133,747.10",O
2017,15470,"Duke Energy Indiana, LLC",IN,Investor Owned,RFC,"5,692.00","5,303.00","27,580,105","6,948,211",.,.,0,.,.,0,.,"34,528,316","27,496,412","5,649,258",.,"26,944","1,355,702","34,528,316","2,552,046.40",.,"309,000.00",-408,"115,251.00","53,631.00","3,029,520.40",O
2017,15472,Public Service Co of NH,NH,Investor Owned,NPCC,"1,530.00","1,352.00","968,784","2,840,016",.,.,0,"11,836,621","11,836,621",0,.,"3,808,800","3,238,660","358,372",.,.,"211,768","3,808,800","690,737.10","216,414.90","40,207.10","4,584.00","27,649.10","14,619.20","994,211.40",O
2017,15473,Public Service Co of NM,NM,Investor Owned,WECC,"1,919.00","1,371.00","10,247,953","2,981,339","164,824","169,706","-4,882","7,672,656","7,608,604","64,052","-44,698","13,243,764","8,734,397","3,719,746",.,"19,124","770,497","13,243,764","940,577.00",.,"106,363.00",.,"45,932.00","10,040.00","1,102,912.00",O
2017,15474,Public Service Co of Oklahoma,OK,Investor Owned,SPP,"4,011.00","2,819.00","5,214,296","14,697,541","706,177","706,177",0,"403,485","403,485",0,.,"19,911,837","18,026,293","1,026,383",0,"43,435","815,726","19,911,837","1,354,239.10",0,"30,957.70",0,"42,396.90","15,923.90","1,443,517.60",O
2017,15477,Public Service Elec & Gas Co,NJ,Investor Owned,RFC,"9,567.00","6,536.00","136,343","21,288,499",0,0,0,0,0,0,0,"21,424,842","20,198,012","145,329",0,"20,963","1,060,538","21,424,842","2,862,701.00","747,593.00","12,026.00",0,"708,988.00","32,730.00","4,364,038.00",O
2017,15500,Puget Sound Energy Inc,WA,Investor Owned,WECC,"3,386.00","4,572.00","10,825,779","17,974,635","434,065","438,511","-4,446","7,581,989","7,581,989",0,.,"28,795,968","21,316,397","5,910,970",.,"24,901","1,543,700","28,795,968","2,256,626.50","12,584.00","129,393.80",0,"18,253.60","20,754.70","2,437,612.60",O
2017,15507,City of Pulaski - (TN),TN,Municipal,SERC,90,92.4,0,"464,630",0,.,0,0,0,0,0,"464,630","440,869",0,0,"1,951","21,810","464,630","44,667.00",.,0,0,0,"1,176.50","45,843.50",O
2017,15541,Borough of Quakertown - (PA),PA,Municipal,RFC,18.5,17.6,0,"92,516",0,0,0,0,0,0,0,"92,516","86,699",.,.,.,"5,817","92,516","10,733.00",0,0,0,0,0,"10,733.00",O
2017,15566,City of Quincy - (FL),FL,Municipal,FRCC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,O
