Utility Characteristics,,,,,,Demand,,Energy Sources (Megawatthours),,,,,,,,,,Disposition,,,,,,Electric Revenues,,,,,,,
,,,,,,(Megawatts),,,,Power Exchanged,,,Wheeled Power,,,,,(Megawatthours),,,,,,(Thousands Dollars),,,,,,,
Data Year,Utility Number,Utility Name,State,Ownership Type,NERC Region,Summer Peak Demand,Winter Peak Demand,Net Generation,Wholesale Power Purchases,Exchange Energy Received,Exchange Energy Delivered,Net Power Exchanged,Wheeled Power Received,Wheeled Power Delivered,Net Wheeled Power,Transmission by Other Losses,Total Sources,Retail Sales,Sales for Resale,Furnished without Charge,Consumed by Respondent without Charge,Total Energy Losses,Total Disposition,From Retail Sales,From Delivery Customers,From Sales for Resale,From Credits or Adjustments,From Transmission,From Other,Total,"Data Type
O = Observed
I = Imputed"
2017,4237,Consolidated Electric Coop,MO,Cooperative,SERC,55.6,57.1,.,"264,640",.,.,0,.,.,0,.,"264,640","241,903","11,393",.,312,"11,032","264,640","22,743.00",.,921.6,.,.,106.5,"23,771.10",O
2017,4247,Consolidated Water Power Co,WI,Investor Owned,RFC,165,145,"201,445","887,894",0,0,0,0,0,0,0,"1,089,339","1,086,883",0,0,652,"1,804","1,089,339","54,981.30",0,0,0,0,0,"54,981.30",O
2017,4254,Consumers Energy Co,MI,Investor Owned,RFC,"7,057.00","5,458.00","15,747,196","21,926,505",.,.,0,.,.,0,.,"37,673,701","33,248,491","2,870,582",.,"26,244","1,528,384","37,673,701","4,210,442.10","35,117.00","119,022.20","-48,639.40","7,399.10","88,746.20","4,412,087.20",O
2017,4262,Cooke County Elec Coop Assn,TX,Cooperative,TRE,89,116,.,"500,003",.,.,0,.,.,0,.,"500,003","477,776",.,.,511,"21,716","500,003","39,344.00",.,.,.,.,128,"39,472.00",O
2017,4265,Continental Divide El Coop Inc,NM,Cooperative,WECC,73.9,81.9,.,"692,496",.,.,0,.,.,0,.,"692,496","673,108",.,.,320,"19,068","692,496","56,794.00",.,.,.,.,.,"56,794.00",O
2017,4280,Conway Corporation,AR,Municipal,SERC,209,145,"313,167","678,240",.,.,0,.,.,0,.,"991,407","966,189",.,.,.,"25,218","991,407","56,535.00",.,.,.,.,626.2,"57,161.20",O
2017,4294,City of Cookeville - (TN),TN,Municipal,SERC,117,93,0,"565,643",0,.,0,0,0,0,0,"565,643","545,819",0,0,507,"19,317","565,643","52,142.00",.,0,0,0,"1,033.40","53,175.40",O
2017,4295,Comanche County Elec Coop Assn,TX,Cooperative,TRE,48.6,56.8,.,"262,173",.,.,0,.,.,0,.,"262,173","242,281",0,.,.,"19,892","262,173","23,354.00",.,.,.,.,.,"23,354.00",O
2017,4296,"Cookson Hills Elec Coop, Inc",OK,Cooperative,SPP,70.1,85.6,.,"290,786",.,.,0,.,.,0,.,"290,786","270,640",.,.,292,"19,854","290,786","30,643.00",.,.,.,.,386,"31,029.00",O
2017,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,WECC,46,87.2,.,"352,570",.,.,0,.,.,0,.,"352,570","334,756",.,.,758,"17,056","352,570","34,992.30",.,.,.,.,424,"35,416.30",O
2017,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,SERC,66.1,85.9,.,"305,708",.,.,0,.,.,0,.,"305,708","289,284",.,"16,424",.,.,"305,708","37,623.00",.,.,.,.,"1,446.00","39,069.00",O
2017,4329,"Copper Valley Elec Assn, Inc",AK,Cooperative,AK,13.5,13,"89,563",.,.,.,0,.,.,0,.,"89,563","82,814",.,.,271,"6,478","89,563","19,814.00",.,.,.,.,"1,709.00","21,523.00",O
2017,4346,Cooperative L&P Assn Lake County,MN,Cooperative,MRO,12,16.3,.,"105,666",.,.,0,.,.,0,.,"105,666","99,018",.,.,779,"5,869","105,666","12,326.50",.,.,.,.,166.8,"12,493.30",O
2017,4356,Colorado River Comm of Nevada,NV,State,WECC,193.5,204,.,"1,233,358",.,.,0,.,.,0,"-5,143","1,228,215","595,663","627,409",.,.,"5,143","1,228,215","13,213.00",0,"19,932.00",.,.,.,"33,145.00",O
2017,4362,Corn Belt Energy Corporation,IL,Cooperative,RFC,143.1,112.7,.,"655,624",.,.,0,.,.,0,.,"655,624","633,819",.,.,"1,328","20,477","655,624","77,096.40",.,.,.,.,199.8,"77,296.20",O
2017,4363,Corn Belt Power Coop,IA,Cooperative,MRO,303.3,301,"1,200,773","759,571",.,.,0,.,.,0,.,"1,960,344",.,"1,946,594",.,.,"13,750","1,960,344",.,.,"143,475.40",.,"9,994.50",419.8,"153,889.70",O
2017,4373,Cornhusker Public Power Dist,NE,Political Subdivision,MRO,76,68.5,.,"420,018",.,.,0,"4,179","4,179",0,.,"420,018","392,337",.,.,371,"27,310","420,018","37,851.00",.,.,.,.,40,"37,891.00",O
2017,4390,City of Corona - (CA),CA,Municipal,WECC,28.6,29.9,.,"156,918",.,.,0,.,.,0,.,"156,918","153,433",.,.,.,"3,485","156,918","16,906.20",.,.,.,.,.,"16,906.20",O
2017,4401,"Cotton Electric Coop, Inc",OK,Cooperative,SPP,140.8,168.3,.,"741,300",.,.,0,.,.,0,.,"741,300","712,645",.,.,55,"28,600","741,300","61,229.20",.,.,.,.,428.4,"61,657.60",O
2017,4410,Coral Power LLC,TX,Retail Power Marketer,TRE,.,.,.,"257,977,115","195,596","7,375","188,221",.,.,0,.,"258,165,336","9,158,826","249,006,510",.,.,.,"258,165,336","284,125.10",.,"7,976,512.90",.,.,.,"8,260,638.00",O
2017,4430,"Covington Electric Coop, Inc",AL,Cooperative,SERC,89,107,.,"389,082",.,.,0,.,.,0,.,"389,082","366,587",.,.,.,"22,495","389,082","50,875.00",.,.,.,.,"1,399.00","52,274.00",O
2017,4432,Coweta-Fayette El Member Corp,GA,Cooperative,SERC,406.3,330.1,.,"1,577,506",.,.,0,.,.,0,.,"1,577,506","1,510,244",.,.,.,"67,262","1,577,506","158,379.90",.,.,.,.,"2,147.00","160,526.90",O
2017,4433,City of Covington - (GA),GA,Municipal,SERC,84.9,72.1,.,"422,072",.,.,0,"13,879",.,"13,879",.,"435,951","410,670",.,"4,165",.,"21,116","435,951","37,651.00",.,.,.,.,"2,529.00","40,180.00",O
2017,4437,City of Covington - (TN),TN,Municipal,SERC,48.9,34.3,0,"242,668",0,.,0,0,0,0,0,"242,668","236,480",0,0,728,"5,460","242,668","20,289.00",.,0,0,0,274.9,"20,563.90",O
2017,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,WECC,649,779,"18,159","4,871,458",.,.,0,.,.,0,.,"4,889,617","4,825,787",.,.,"3,251","60,579","4,889,617","264,978.00",.,.,.,.,.,"264,978.00",O
2017,4459,Cozad Board of Public Works,NE,Municipal,MRO,9.9,11.8,.,"51,004",.,.,0,.,.,0,.,"51,004","46,993",.,.,.,"4,011","51,004","4,637.30",.,.,.,.,65.3,"4,702.60",O
2017,4471,Craig-Botetourt Electric Coop,VA,Cooperative,RFC,19.9,24.9,.,"88,134",.,.,0,.,.,0,.,"88,134","80,389",.,.,.,"7,745","88,134","11,604.80",.,.,.,.,293.7,"11,898.50",O
2017,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,RFC,73.1,60.1,.,"404,956",.,.,0,.,.,0,.,"404,956","392,925",.,.,"1,226","10,805","404,956","35,801.00",.,.,.,.,.,"35,801.00",O
2017,4509,Craighead Electric Coop Corp,AR,Cooperative,SERC,147,133,.,"567,654",.,.,0,.,.,0,.,"567,654","531,201",.,.,339,"36,114","567,654","55,513.00",.,.,.,.,553,"56,066.00",O
2017,4524,"Crawford Electric Coop, Inc",MO,Cooperative,SERC,75.3,86.7,.,"304,456",.,.,0,.,.,0,.,"304,456","285,387",.,.,.,"19,069","304,456","29,528.90",.,.,.,.,620.1,"30,149.00",O
2017,4527,City of Crete,NE,Municipal,MRO,22.9,19.8,224,"125,389",.,.,0,.,.,0,.,"125,613","119,322",.,.,.,"6,291","125,613","10,620.00",.,.,.,.,.,"10,620.00",O
2017,4538,Crisp County Power Comm,GA,Political Subdivision,SERC,85.3,84.4,"42,689","396,598",.,.,0,.,.,0,.,"439,287","421,176",.,.,"1,624","16,487","439,287","40,630.60",.,.,.,.,.,"40,630.60",O
2017,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,MRO,108.7,94.1,.,"615,634",.,.,0,.,.,0,.,"615,634","577,894",.,.,"2,031","35,709","615,634","67,845.00",.,.,.,.,963.7,"68,808.70",O
2017,4604,City of Crystal Falls,MI,Municipal,MISO,2.6,2.4,"7,551","9,493",0,0,.,0,0,.,0,"17,044","16,017",0,0,0,"1,027","17,044","2,369.00",.,.,.,.,.,"2,369.00",O
2017,4607,City of Cuba City,WI,Municipal,MISO,4.6,3.1,0,"18,211",0,0,.,0,0,.,0,"18,211","17,331",0,0,0,880,"18,211","2,046.30",.,.,.,.,35.6,"2,081.90",O
2017,4610,City of Cuero - (TX),TX,Municipal,TRE,22.2,19.3,.,"97,751",.,.,0,.,.,0,.,"97,751","90,862",.,.,.,"6,889","97,751","8,801.30",.,.,.,.,.,"8,801.30",O
2017,4617,Cullman Power Board,AL,Municipal,SERC,61.5,52.3,0,"281,098",0,.,0,0,0,0,0,"281,098","269,068",0,0,81,"11,949","281,098","29,043.00",.,0,0,0,666.1,"29,709.10",O
2017,4618,"Cullman Electric Coop, Inc",AL,Cooperative,SERC,219.6,239.7,0,"1,061,516",0,.,0,0,0,0,0,"1,061,516","1,000,225",0,0,951,"60,340","1,061,516","105,264.00",.,0,0,0,"3,691.50","108,955.50",O
2017,4619,Town of Culpeper- (VA),VA,Municipal,SERC,26.2,16.2,29,"108,909",.,.,0,.,.,0,.,"108,938","102,138",.,.,397,"6,403","108,938","11,582.00",.,.,.,.,.,"11,582.00",O
2017,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,SERC,88,116,.,"436,068",.,.,0,.,.,0,.,"436,068","413,246",.,473,.,"22,349","436,068","40,983.00",.,.,.,.,"1,656.00","42,639.00",O
2017,4624,Cumberland Elec Member Corp,TN,Cooperative,SERC,535.6,632.2,0,"2,616,409",0,.,0,0,0,0,0,"2,616,409","2,502,168",0,0,"1,103","113,138","2,616,409","258,005.00",.,0,0,0,"7,072.90","265,077.90",O
2017,4632,Cuming County Public Pwr Dist,NE,Political Subdivision,,20.7,21.2,.,"105,877",.,.,0,.,.,0,.,"105,877","97,900",.,.,.,"7,977","105,877","9,958.80",.,.,.,.,208,"10,166.80",O
2017,4667,City of Cushing - (OK),OK,Municipal,SPP,28.1,19.4,.,"120,656",.,.,0,.,.,0,.,"120,656","110,142",.,.,"8,283","2,231","120,656","9,151.00",.,.,.,.,.,"9,151.00",O
2017,4671,Custer Public Power District,NE,Political Subdivision,MRO,120,31,.,"258,253",.,.,0,.,.,0,.,"258,253","227,878","8,853",.,614,"20,908","258,253","28,826.00",.,484,.,.,427,"29,737.00",O
2017,4675,Cuivre River Electric Coop Inc,MO,Cooperative,SERC,322,331,.,"1,306,364",.,.,0,.,.,0,.,"1,306,364","1,255,956",.,.,"1,261","49,147","1,306,364","113,018.00",.,.,.,.,718,"113,736.00",O
2017,4683,City of Cuyahoga Falls - (OH),OH,Municipal,RFC,105.2,66.6,.,"454,884",.,.,0,.,.,0,.,"454,884","416,497",.,"13,536",124,"24,727","454,884","47,735.50",.,.,.,.,161.4,"47,896.90",O
2017,4704,"DS&O Electric Cooperative, Inc.",KS,Cooperative,SPP,31,25.3,2,"130,770",.,.,0,.,.,0,.,"130,772","121,867",.,.,.,"8,905","130,772","19,403.00",.,.,.,.,236,"19,639.00",O
2017,4715,Dahlberg Light & Power Co,WI,Investor Owned,MRO,20,23,.,"119,823",.,.,0,.,.,0,.,"119,823","99,373",.,.,350,"20,100","119,823","12,626.00",.,.,.,.,79,"12,705.00",O
2017,4716,Dairyland Power Coop,WI,Cooperative,MRO,"1,000.40",967.8,"4,093,331","1,899,746",.,.,0,.,.,0,.,"5,993,077",.,"5,891,455",.,"6,130","95,492","5,993,077",.,.,"414,194.00",.,"26,848.00",345,"441,387.00",O
2017,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,MRO,88.8,108.2,.,"674,379",.,.,0,.,.,0,.,"674,379","663,534",.,.,.,"10,845","674,379","54,434.60",.,.,.,.,107.9,"54,542.50",O
2017,4720,Dakota Energy Coop Inc,SD,Cooperative,MRO,46.6,48.6,.,"239,081",.,.,0,.,.,0,.,"239,081","230,750",.,338,.,"7,993","239,081","23,049.10",.,.,.,.,955.8,"24,004.90",O
2017,4743,"Consumers Power, Inc",OR,Cooperative,WECC,71.5,114.3,.,"443,773",.,.,0,.,.,0,.,"443,773","412,824",.,"1,181",.,"29,768","443,773","37,905.50",.,.,.,.,219.2,"38,124.70",O
2017,4744,Dalton Utilities,GA,Municipal,SERC,281.4,239.7,"866,279","964,097",.,.,0,.,.,0,.,"1,830,376","1,679,375","29,939",.,470,"120,592","1,830,376","115,747.00",.,908,.,.,-513,"116,142.00",O
2017,4794,City of Danville - (VA),VA,Municipal,RFC,215.3,219,"22,771","955,201",.,.,0,.,.,0,.,"977,972","929,373",.,.,.,"48,599","977,972","99,250.00",.,.,.,.,.,"99,250.00",O
2017,4796,"Darke Rural Electric Coop, Inc",OH,Cooperative,RFC,20.1,22.3,.,"119,095",.,.,0,.,.,0,.,"119,095","112,227",.,.,.,"6,868","119,095","14,096.00",.,.,.,.,173.7,"14,269.70",O
2017,4836,City of David City,NE,Municipal,MRO,8.7,6.6,.,"42,144",.,.,0,.,.,0,.,"42,144","38,976",.,839,.,"2,329","42,144","4,260.00",.,.,.,.,344,"4,604.00",O
2017,4848,Daviess Martin County R E M C,IN,Cooperative,RFC,69,65.5,.,"410,073",.,.,0,.,.,0,.,"410,073","398,572",.,.,725,"10,776","410,073","34,313.50",.,.,.,.,258,"34,571.50",O
2017,4911,Dawson Power District,NE,Political Subdivision,MRO,144.2,95.9,562,"596,106",.,.,0,.,.,0,.,"596,668","556,935",.,.,"1,221","38,512","596,668","61,145.00",.,.,.,238.3,421.1,"61,804.40",O
2017,4920,City of Dayton - (TN),TN,Municipal,SERC,60.5,51.1,0,"286,098",0,.,0,0,0,0,0,"286,098","273,318",0,0,0,"12,780","286,098","27,266.00",.,0,0,0,484.1,"27,750.10",O
2017,4922,Dayton Power & Light Co,OH,Investor Owned,RFC,"3,213.00","2,817.00","7,610,986","4,685,218",.,.,0,.,.,0,.,"12,296,204","3,655,649","8,551,700",.,"11,121","77,734","12,296,204","385,585.00","292,599.00","359,886.00","5,908.00","48,190.00","8,308.00","1,100,476.00",O
2017,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,SPP,191.8,113.7,.,"610,538",.,.,0,.,.,0,.,"610,538","563,250",.,.,412,"46,876","610,538","48,992.90",.,.,.,.,320.6,"49,313.50",O
2017,4958,Decatur Utilities,AL,Municipal,SERC,221.9,192.1,0,"1,214,896",0,.,0,0,0,0,0,"1,214,896","1,176,787",0,0,0,"38,109","1,214,896","90,715.00",.,0,0,0,"1,046.50","91,761.50",O
2017,4960,Decatur County Rural E M C,IN,Cooperative,RFC,63,61.9,.,"370,544",.,.,0,.,.,0,.,"370,544","361,743",.,324,.,"8,477","370,544","34,071.70",.,.,.,.,279,"34,350.70",O
2017,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,TRE,186.9,211.6,.,"853,738",.,.,0,.,.,0,.,"853,738","729,651","57,911",.,403,"65,773","853,738","80,325.00",.,"4,401.00",.,"2,306.00","1,137.00","88,169.00",O
2017,5015,Delano Municipal Utilities,MN,Municipal,MRO,13.3,9.9,28,"60,445",.,.,0,.,.,0,.,"60,473","57,371",.,400,.,"2,702","60,473","5,741.30",.,.,.,.,.,"5,741.30",O
2017,5027,Delmarva Power,DE,Investor Owned,RFC,"3,754.00","3,374.00",.,"6,410,026",.,.,0,"258,783",.,"258,783",.,"6,668,809","5,668,116","346,230",.,"23,265","631,198","6,668,809","769,770.00","181,430.00","19,918.00","22,138.00","145,881.40",.,"1,139,137.40",O
2017,5056,City of Denison - (IA),IA,Municipal,MRO,30.5,26.9,.,"167,985",.,.,0,.,.,0,"-2,855","165,130","156,817",.,"2,430",512,"5,371","165,130","10,612.60",.,.,.,.,513.7,"11,126.30",O
2017,5063,City of Denton - (TX),TX,Municipal,TRE,337.4,253.8,"339,802","1,181,829",.,.,0,.,.,0,.,"1,521,631","1,446,082",.,.,.,"75,549","1,521,631","143,288.50",.,.,.,"18,932.50","3,874.20","166,095.20",O
2017,5070,Delaware Electric Cooperative,DE,Cooperative,RFC,354,342,"6,986","1,412,856",.,.,0,.,.,0,.,"1,419,842","1,340,159",.,.,"1,691","77,992","1,419,842","154,266.00",.,.,.,.,.,"154,266.00",O
2017,5078,"Denton County Elec Coop, Inc",TX,Cooperative,TRE,"1,407.50","1,209.50",.,"5,133,481",.,.,0,.,.,0,.,"5,133,481","4,978,874",.,.,.,"154,607","5,133,481","452,731.00",.,.,.,.,.,"452,731.00",O
2017,5086,Delta Montrose Electric Assn,CO,Cooperative,WECC,84.1,91.2,"30,516","532,302",.,.,0,.,.,0,.,"562,818","510,264","32,470",.,"1,599","18,485","562,818","62,181.10",0,"2,112.80",.,.,"1,133.90","65,427.80",O
2017,5109,DTE Electric Company,MI,Investor Owned,RFC,"10,554.00","7,177.00","38,728,870","8,413,142",.,.,0,.,.,0,.,"47,142,012","42,243,910","2,623,336","78,514",.,"2,196,252","47,142,012","4,777,824.80","70,117.10","54,099.20","-74,576.30",.,"167,643.20","4,995,108.00",O
2017,5111,City of Detroit Lakes - (MN),MN,Municipal,MRO,35.2,36.7,.,"194,723",.,.,0,.,.,0,"-3,878","190,845","181,586",.,.,.,"9,259","190,845","17,403.60",.,.,.,319.7,418.5,"18,141.80",O
2017,5148,City of Dickson,TN,Municipal,SERC,190,179.8,0,"878,849",0,.,0,0,0,0,0,"878,849","832,418",0,0,875,"45,556","878,849","81,625.00",.,0,0,0,"2,332.00","83,957.00",O
2017,5175,Dixie Electric Power Assn,MS,Cooperative,SERC,179.7,210.6,.,"852,324",.,.,0,.,.,0,.,"852,324","800,120",.,.,"1,059","51,145","852,324","89,072.40",.,.,.,.,"1,667.00","90,739.40",O
2017,5202,Dixie Electric Membership Corp,LA,Cooperative,SERC,507.1,535.7,.,"2,149,385",.,.,0,.,.,0,.,"2,149,385","2,030,799",.,.,.,"118,586","2,149,385","202,798.00",.,.,.,.,"5,017.00","207,815.00",O
2017,5204,Dixie Electric Coop,AL,Cooperative,SERC,119.4,108.9,.,"523,710",.,.,0,.,.,0,.,"523,710","504,597",.,.,635,"18,478","523,710","58,496.00",.,.,.,.,913,"59,409.00",O
2017,5309,City of Dothan - (AL),AL,Municipal,SERC,205,202.8,.,"1,010,320",.,.,0,.,.,0,.,"1,010,320","971,917",.,.,.,"38,403","1,010,320","93,179.00",.,.,.,.,.,"93,179.00",O
2017,5325,City of Douglas,GA,Municipal,SERC,53.5,49.7,102,"279,926",.,.,0,.,.,0,.,"280,028","274,935",.,.,.,"5,093","280,028","29,119.00",.,.,.,.,506,"29,625.00",O
2017,5326,PUD No 1 of Douglas County,WA,Political Subdivision,WECC,143,232,"4,542,200",.,.,.,0,.,.,0,.,"4,542,200","926,104","3,594,117",.,.,"21,979","4,542,200","27,344.00",.,"52,978.00",.,.,"4,086.00","84,408.00",O
2017,5327,Douglas Electric Coop - (OR),OR,Cooperative,WECC,26,40,.,"167,910",.,.,0,.,.,0,.,"167,910","156,763",.,.,121,"11,026","167,910","15,905.00",.,.,.,.,159,"16,064.00",O
2017,5328,"Douglas Electric Coop, Inc",SD,Cooperative,MRO,4.3,6.2,.,"24,453",.,.,0,.,.,0,.,"24,453","23,192",.,.,83,"1,178","24,453","2,823.00",.,.,.,.,8,"2,831.00",O
2017,5335,City of Dover - (DE),DE,Municipal,RFC,162.9,113,"30,232","732,382",.,.,0,.,.,0,.,"762,614","728,955",.,.,.,"33,659","762,614","76,979.00",.,.,.,.,.,"76,979.00",O
2017,5336,City of Dover - (OH),OH,Municipal,RFC,47.2,32.6,"51,792","176,486",.,.,0,.,.,0,.,"228,278","222,120",.,.,.,"6,158","228,278","29,209.00",.,.,.,.,.,"29,209.00",O
2017,5394,Dubois Rural Electric Coop Inc,IN,Cooperative,RFC,68,53,99,"293,494",.,.,0,.,.,0,.,"293,593","277,776",.,59,.,"15,758","293,593","30,694.00",.,.,.,.,260,"30,954.00",O
2017,5399,Duck River Elec Member Corp,TN,Cooperative,SERC,373.9,508.7,0,"1,830,363",0,.,0,0,0,0,0,"1,830,363","1,744,295",0,0,"1,436","84,632","1,830,363","178,560.00",.,0,0,0,"5,537.20","184,097.20",O
2017,5416,"Duke Energy Carolinas, LLC",NC,Investor Owned,SERC,"17,422.00","16,743.00","81,700,915","9,478,719","8,108,954","7,462,847","646,107","34,597,442","34,494,721","102,721",0,"91,928,462","77,435,296","9,871,268",.,"158,616","4,463,282","91,928,462","6,230,080.70",0,"555,060.90","-13,034.50","86,079.80","457,044.10","7,315,231.00",O
2017,5417,Dunn County Electric Coop,WI,Cooperative,MRO,42.8,38.6,.,"212,280",.,.,0,.,.,0,.,"212,280","202,053",.,.,.,"10,227","212,280","23,604.00",.,.,.,.,240,"23,844.00",O
2017,5429,City of Duncan - (OK),OK,Municipal,SPP,48.4,31.3,.,"186,233",.,.,0,.,.,0,"-5,382","180,851","175,386",.,.,.,"5,465","180,851","18,111.20",.,.,.,.,.,"18,111.20",O
2017,5470,ConocoPhillips Company,TX,Retail Power Marketer,,46.4,54.5,.,"8,580,567",.,.,0,.,.,0,.,"8,580,567","335,078","8,220,358",.,.,"25,131","8,580,567","11,807.60",.,"329,984.50",.,.,.,"341,792.10",O
2017,5480,Town of Danvers,MA,Municipal,NPCC,70,56.4,.,"303,496","312,471","303,496","8,975",.,.,0,.,"312,471","300,250",.,.,699,"11,522","312,471","41,443.80",.,.,.,.,.,"41,443.80",O
2017,5487,Duquesne Light Co,PA,Investor Owned,RFC,"2,712.00","2,027.00",.,"4,237,638",.,.,0,"107,959","107,959",0,.,"4,237,638","3,872,724","23,887",.,.,"341,027","4,237,638","570,052.70","252,505.80","1,433.00","-18,099.00","90,066.00","17,887.00","913,845.50",O
2017,5509,City of Dyersburg,TN,Municipal,SERC,88.6,68.7,0,"409,971",0,.,0,0,0,0,0,"409,971","394,673",0,0,377,"14,921","409,971","37,260.00",.,0,0,0,"1,309.70","38,569.70",O
2017,5535,Egyptian Electric Coop Assn,IL,Cooperative,RFC,79.1,90.2,.,"347,216",.,.,0,.,.,0,.,"347,216","333,771",.,.,.,"13,445","347,216","39,034.00",.,.,.,.,.,"39,034.00",O
2017,5551,City of Eagle River - (WI),WI,Municipal,MISO,6.6,5.4,0,"33,389",0,0,.,0,0,.,0,"33,389","30,999",0,0,0,"2,390","33,389","3,445.90",.,.,.,.,87.2,"3,533.10",O
2017,5552,"East River Elec Pwr Coop, Inc",SD,Cooperative,MRO,547.6,664.2,.,"4,071,680",.,.,0,"288,476","284,415","4,061",.,"4,075,741",.,"3,997,139",.,.,"78,602","4,075,741",.,.,"257,803.60","-1,262.20","17,589.50","1,944.80","276,075.70",O
2017,5574,East Central Energy,MN,Cooperative,MRO,160,146.9,.,"965,630",.,.,0,.,.,0,.,"965,630","914,089",.,.,"2,515","49,026","965,630","123,024.00",.,.,.,0,"1,018.00","124,042.00",O
2017,5575,City of East Grand Forks - (MN),MN,Municipal,MRO,25.9,36.1,.,"164,907",.,.,0,.,.,0,.,"164,907","157,583",.,.,.,"7,324","164,907","14,126.90",.,.,.,.,.,"14,126.90",O
2017,5578,East Mississippi Elec Pwr Assn,MS,Cooperative,SERC,49.7,56,0,"235,206",0,.,0,0,0,0,0,"235,206","219,214",0,0,277,"15,715","235,206","27,286.00",.,0,0,0,787.7,"28,073.70",O
2017,5580,"East Kentucky Power Coop, Inc",KY,Cooperative,SERC,"2,311.00","2,871.00","7,612,069","5,592,013",.,.,0,.,.,0,.,"13,204,082",.,"13,084,792",.,"8,374","110,916","13,204,082",.,.,"835,440.80",.,"3,984.40","22,261.20","861,686.40",O
2017,5582,City of East Point - (GA),GA,Municipal,SERC,76.9,62.2,.,"339,640",.,.,0,"44,622",.,"44,622",.,"384,262","362,110",.,.,"9,555","12,597","384,262","44,305.10",.,.,.,.,21.7,"44,326.80",O
2017,5585,Eastern Illinois Elec Coop,IL,Cooperative,RFC,46.9,51.3,.,"254,554",.,.,0,.,.,0,.,"254,554","233,910",.,.,92,"20,552","254,554","34,219.00",.,.,-24,.,43,"34,238.00",O
2017,5588,East-Central Iowa Rural Elec Coop,IA,Cooperative,RFC,40,51,.,"218,368",.,.,0,.,.,0,.,"218,368","207,928",.,441,.,"9,999","218,368","22,060.00",.,.,.,.,40,"22,100.00",O
2017,5598,East Central Oklahoma Elec Coop Inc,OK,Cooperative,SPP,131.3,142.3,.,"516,698",.,.,0,.,.,0,.,"516,698","477,424",.,.,.,"39,274","516,698","54,190.00",.,.,.,.,679,"54,869.00",O
2017,5605,Eastern Iowa Light & Power Coop,IA,Cooperative,MRO,121.4,89.9,.,"655,671",.,.,0,.,.,0,.,"655,671","602,702","25,687",.,"1,081","26,201","655,671","60,862.90",.,"1,615.40",.,.,280,"62,758.30",O
2017,5609,Eastern Maine Electric Coop,ME,Cooperative,NPCC,15.8,19.2,.,"91,487",.,.,0,.,.,0,.,"91,487","91,487",.,.,.,.,"91,487","15,011.20",.,.,.,.,735.1,"15,746.30",O
2017,5625,Easton Utilities Comm,MD,Municipal,RFC,60,56.3,"6,307","260,322",.,.,0,.,.,0,-241,"266,388","251,765",.,26,258,"14,339","266,388","24,317.60",.,.,-238.5,.,.,"24,079.10",O
2017,5632,Eau Claire Electric Coop,WI,Cooperative,MRO,40.9,39.3,.,"210,842",.,.,0,.,.,0,.,"210,842","203,158",.,332,.,"7,352","210,842","25,484.00",.,.,.,.,250,"25,734.00",O
2017,5644,"Edisto Electric Coop, Inc",SC,Cooperative,SERC,83.6,88,.,"331,842",.,.,0,.,.,0,.,"331,842","307,452",.,.,404,"23,986","331,842","44,826.50",.,.,.,.,539.7,"45,366.20",O
2017,5656,Edgecombe-Martin County E M C,NC,Cooperative,SERC,52,54,.,"235,076",.,.,0,.,.,0,.,"235,076","220,959","3,200",.,.,"10,917","235,076","26,171.00",.,280,.,.,"1,185.00","27,636.00",O
2017,5661,City of Edmond - (OK),OK,Municipal,SPP,259,129,.,"895,664",.,.,0,.,.,0,.,"895,664","882,430",.,.,.,"13,234","895,664","89,169.00",.,.,.,.,"1,202.00","90,371.00",O
2017,5701,El Paso Electric Co,TX,Investor Owned,WECC,"1,935.00","1,197.00","8,950,875","2,470,154","40,026","14,315","25,711","3,654,577","3,654,577",0,.,"11,446,740","7,820,929","3,060,795","23,030","13,281","528,705","11,446,740","829,913.00",.,"63,128.80","-7,103.20","18,113.50","12,744.70","916,796.80",O
2017,5703,Empire Natural Gas Corporation,NY,Retail Power Marketer,RFC,.,.,0,"62,321",0,"21,122","-21,122",0,0,0,0,"41,199","38,561",0,0,0,"2,638","41,199","1,684.00",0,0,0,0,0,"1,684.00",O
2017,5729,Electrical Dist No8 Maricopa,AZ,Political Subdivision,WECC,69,60,.,"366,866",.,.,0,.,.,0,.,"366,866","346,688",.,.,.,"20,178","366,866","18,959.00",.,.,.,.,.,"18,959.00",O
2017,5730,City of Elberton,GA,Municipal,SERC,31.9,27.5,.,"136,949",.,.,0,.,.,0,.,"136,949","127,040",.,.,.,"9,909","136,949","14,105.00",.,.,.,.,.,"14,105.00",O
2017,5742,Eldridge City Utilities,IA,Municipal,MRO,10.5,7.4,"38,124","42,947",.,.,0,.,.,0,.,"81,071","39,360","38,124",.,.,"3,587","81,071","2,977.00",.,"1,116.00",.,.,113,"4,206.00",O
