Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2017,13669,North Alabama Electric Coop,A,Bundled,O,AL,Cooperative,TVA,"21,056.00","183,702","13,001","11,929.00","91,641","5,192","5,057.00","85,600",3,0,0,0,"38,042.00","360,943","18,196"
2017,13675,Nishnabotna Valley R E C,A,Bundled,O,IA,Cooperative,SWPP,"8,035.80","59,189","3,506","1,758.30","16,975",189,"7,558.60","100,443",4,0,0,0,"17,352.70","176,607","3,699"
2017,13676,"North Arkansas Elec Coop, Inc",A,Bundled,O,AR,Cooperative,MISO,"44,793.20","370,592","33,910","10,496.10","100,894","2,733","7,590.40","99,921",8,.,.,.,"62,879.70","571,407","36,651"
2017,13679,Town of North Attleborough - (MA),A,Bundled,O,MA,Municipal,ISNE,"16,858.00","106,150","12,052","4,999.00","34,110","1,153","11,550.00","78,528",128,.,.,.,"33,407.00","218,788","13,333"
2017,13684,Nobles Cooperative Electric,A,Bundled,O,IA,Cooperative,MISO,16,134,10,7.3,67,2,0,0,0,0,0,0,23.3,201,12
2017,13684,Nobles Cooperative Electric,A,Bundled,O,MN,Cooperative,MISO,"10,806.60","91,678","5,853","9,515.40","103,210",894,29.8,279,1,0,0,0,"20,351.80","195,167","6,748"
2017,13690,North Central MO Elec Coop Inc,A,Bundled,O,MO,Cooperative,AECI,"6,103.00","47,612","4,397","8,544.00","113,578",395,.,.,.,.,.,.,"14,647.00","161,190","4,792"
2017,13693,"North Central Elec Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,"15,579.00","119,047","8,434","4,119.00","29,439","1,199","4,308.00","45,191",18,.,.,.,"24,006.00","193,677","9,651"
2017,13694,"North Central Elec Coop, Inc",A,Bundled,O,ND,Cooperative,MISO,"12,053.20","126,706","6,062","11,087.80","90,916","1,667",839.4,"10,106",4,0,0,0,"23,980.40","227,728","7,733"
2017,13697,North Central Power Co Inc,A,Bundled,O,WI,Investor Owned,MISO,"3,301.10","23,084","4,629",903.1,"7,191",445,306.4,"3,425",5,0,0,0,"4,510.60","33,700","5,079"
2017,13698,North Central Public Pwr Dist,A,Bundled,O,NE,Political Subdivision,SWPP,"4,806.60","41,018","3,450","3,240.40","31,372","1,139","6,684.10","48,862","1,148",.,.,.,"14,731.10","121,252","5,737"
2017,13700,North Itasca Electric Coop Inc,A,Bundled,O,MN,Cooperative,MISO,"7,057.00","38,076","5,082","1,183.00","11,781",335,0,0,0,.,.,.,"8,240.00","49,857","5,417"
2017,13704,"North Western Elec Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,"9,907.00","76,309","5,333","2,524.00","20,886",568,"1,881.00","19,789",5,.,.,.,"14,312.00","116,984","5,906"
2017,13716,North Georgia Elec Member Corp,A,Bundled,O,GA,Cooperative,TVA,"143,551.00","1,329,205","84,967","61,746.00","593,829","14,727","23,420.00","383,776",37,0,0,0,"228,717.00","2,306,810","99,732"
2017,13718,City of North Little Rock - (AR),A,Bundled,O,AR,Municipal,MISO,"39,744.00","352,121","33,476","28,509.00","272,978","4,970","21,804.00","257,180",132,38,311,1,"90,095.00","882,590","38,579"
2017,13725,City of North Platte,A,Bundled,O,NE,Municipal,SWPP,"12,045.00","117,804","11,354","13,380.00","142,948","2,072","2,079.00","37,269",4,.,.,.,"27,504.00","298,021","13,430"
2017,13726,North Shore Towers Apts Inc,A,Bundled,O,NY,Cooperative,NA,"1,899.00","6,630","1,840",111,701,20,.,.,.,.,.,.,"2,010.00","7,331","1,860"
2017,13730,City of North St Paul - (MN),A,Bundled,O,MN,Municipal,MISO,"5,689.10","38,553","5,759","3,584.00","29,685",744,.,.,.,.,.,.,"9,273.10","68,238","6,503"
2017,13731,"North Star Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"10,277.90","70,747","5,881","4,256.70","34,780",632,.,.,.,.,.,.,"14,534.60","105,527","6,513"
2017,13734,"Northeast Oklahoma Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"52,518.00","439,524","35,487","13,799.00","126,668","3,596","2,679.00","36,335",12,.,.,.,"68,996.00","602,527","39,095"
2017,13735,Northcentral Mississippi E P A,A,Bundled,O,MS,Cooperative,TVA,"43,324.00","416,746","25,458","46,042.00","432,945","5,509","9,580.00","152,398",9,0,0,0,"98,946.00","1,002,089","30,976"
2017,13739,Northeast Power,A,Bundled,O,NE,Political Subdivision,SWPP,"11,936.00","115,314","6,738","10,343.00","144,609",941,"2,955.00","21,435",683,.,.,.,"25,234.00","281,358","8,362"
2017,13750,"Northern Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,"13,209.80","134,596","5,336","4,777.80","49,398",757,"10,196.60","118,796",237,0,0,0,"28,184.20","302,790","6,330"
2017,13756,Northern Indiana Pub Serv Co,A,Bundled,O,IN,Investor Owned,MISO,"476,871.10","3,301,699","409,401","517,367.40","3,901,604","56,875","699,568.00","9,469,711","2,313","2,249.30","20,036",1,"1,696,055.80","16,693,050","468,590"
2017,13757,North Plains Electric Coop Inc,A,Bundled,O,TX,Cooperative,SWPP,"4,127.00","31,966","3,020","23,992.00","218,092","4,045","5,760.00","73,215",18,.,.,.,"33,879.00","323,273","7,083"
2017,13758,"Northern Lights, Inc",A,Bundled,O,ID,Cooperative,BPAT,"20,375.00","190,561","14,847","4,332.00","41,143",877,"1,255.00","24,166",4,0,0,0,"25,962.00","255,870","15,728"
2017,13758,"Northern Lights, Inc",A,Bundled,O,MT,Cooperative,BPAT,"6,343.00","44,717","3,992",831,"7,402",297,428,"4,371",6,0,0,0,"7,602.00","56,490","4,295"
2017,13758,"Northern Lights, Inc",A,Bundled,O,WA,Cooperative,BPAT,15,117,15,0,0,0,0,0,0,0,0,0,15,117,15
2017,13762,"Northern Neck Elec Coop, Inc",A,Bundled,O,VA,Cooperative,PJM,"28,059.00","216,959","16,545","5,042.00","39,880","2,448",.,.,.,.,.,.,"33,101.00","256,839","18,993"
2017,13780,Northern States Power Co - Wisconsin,A,Bundled,O,MI,Investor Owned,MISO,"7,013.20","55,601","7,628","6,169.60","52,865","1,328","2,127.90","28,760",2,.,.,.,"15,310.70","137,226","8,958"
2017,13780,Northern States Power Co - Wisconsin,A,Bundled,O,WI,Investor Owned,MISO,"247,130.80","1,797,370","209,168","299,658.00","2,870,115","39,395","148,908.90","1,923,029",120,.,.,.,"695,697.70","6,590,514","248,683"
2017,13781,Northern States Power Co - Minnesota,A,Bundled,O,MN,Investor Owned,MISO,"1,159,883.50","8,413,242","1,140,536","1,428,280.80","13,219,280","138,466","634,198.40","8,090,294",504,"2,291.30","23,966",1,"3,224,654.00","29,746,782","1,279,507"
2017,13781,Northern States Power Co - Minnesota,A,Bundled,O,ND,Investor Owned,MISO,"79,671.60","753,332","80,799","101,752.20","1,088,804","13,133","26,828.70","365,347",24,.,.,.,"208,252.50","2,207,483","93,956"
2017,13781,Northern States Power Co - Minnesota,A,Bundled,O,SD,Investor Owned,MISO,"89,554.50","733,403","80,991","97,906.60","1,004,569","11,917","29,135.70","373,430",23,.,.,.,"216,596.80","2,111,402","92,931"
2017,13783,Northeast Louisiana Power Coop Inc.,A,Bundled,O,LA,Cooperative,MISO,"16,650.00","182,089","11,455","5,973.00","50,662","3,111","1,067.00","6,256","2,625",.,.,.,"23,690.00","239,007","17,191"
2017,13788,Northern Wasco County PUD,A,Bundled,O,OR,Political Subdivision,BPAT,"10,305.00","153,625","9,377","1,564.00","20,820",460,"24,756.00","438,669",225,.,.,.,"36,625.00","613,114","10,062"
2017,13789,Village of Northfield - (VT),A,Bundled,O,VT,Municipal,ISNE,"1,360.60","9,863","1,604",630.4,"4,244",238,"1,722.00","13,493",13,.,.,.,"3,713.00","27,600","1,855"
2017,13799,Prairie Land Electric Coop Inc,A,Bundled,O,KS,Cooperative,SWPP,"16,088.00","129,656","13,887","23,054.00","188,830","8,555","16,078.00","160,600","2,389",.,.,.,"55,220.00","479,086","24,831"
2017,13805,Northwest Rural Pub Pwr Dist,A,Bundled,O,NE,Political Subdivision,WACM,"3,407.00","24,025","2,087",753,"4,018",652,"6,211.00","47,379",655,.,.,.,"10,371.00","75,422","3,394"
2017,13807,Northwestern Electric Coop Inc - (OK),A,Bundled,O,OK,Cooperative,SWPP,"13,530.00","95,796","9,576","12,405.00","112,476","2,255","6,671.00","114,241",9,.,.,.,"32,606.00","322,513","11,840"
2017,13809,NorthWestern Energy - (SD),A,Bundled,O,SD,Investor Owned,SWPP,"60,246.00","545,647","50,248","72,237.00","694,044","13,029","22,280.00","317,635",60,.,.,.,"154,763.00","1,557,326","63,337"
2017,13815,Northwestern Wisconsin Elec Co,A,Bundled,O,MN,Investor Owned,MISO,54,377,63,26,185,23,.,.,.,.,.,.,80,562,86
2017,13815,Northwestern Wisconsin Elec Co,A,Bundled,O,WI,Investor Owned,MISO,"10,670.00","76,684","10,152","5,630.00","48,550","1,525","3,592.00","38,362",25,.,.,.,"19,892.00","163,596","11,702"
2017,13825,Norwalk Third Taxing District,A,Bundled,O,CT,Municipal,ISNE,"4,367.00","25,824","2,968","4,665.00","26,337",838,"1,234.00","6,715",39,.,.,.,"10,266.00","58,876","3,845"
2017,13826,City of Norway,A,Bundled,O,MI,Municipal,MISO,"2,082.00","13,882","1,840","1,294.00","9,690",250,0,0,0,0,0,0,"3,376.00","23,572","2,090"
2017,13830,"Nueces Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"29,861.20","216,710","15,280","7,039.00","64,545","1,925","32,288.00","585,280",29,0,0,0,"69,189.20","866,535","17,374"
2017,13830,"Nueces Electric Coop, Inc",D,Bundled,O,TX,Cooperative,ERCO,"25,790.00","310,006","20,844","5,038.00","61,201","3,575",0,0,0,0,0,0,"29,833.00","371,208","24,496"
2017,13831,City of Norwich - (CT),A,Bundled,O,CT,Municipal,ISNE,"23,017.10","119,087","17,613","25,420.90","157,282","2,552","4,483.70","30,090",10,0,0,0,"52,921.70","306,459","20,175"
2017,13838,"Northfork Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"8,395.60","58,067","5,301","5,316.80","35,854","1,205","7,269.30","115,503",136,.,.,.,"20,981.70","209,424","6,642"
2017,13839,City of Norwood - (MA),A,Bundled,O,MA,Municipal,ISNE,"12,674.00","86,532","13,601","18,700.00","110,577","2,190","16,661.00","118,136",46,.,.,.,"48,035.00","315,245","15,837"
2017,13853,Oahe Electric Coop Inc,A,Bundled,O,SD,Cooperative,SWPP,"4,028.60","39,936","2,324","3,022.80","30,513",595,"1,756.30","17,341",213,0,0,0,"8,807.70","87,790","3,132"
2017,13933,City of Oak Ridge,A,Bundled,O,TN,Municipal,TVA,"17,021.00","151,469","13,950","35,105.00","320,443","2,279","1,561.00","20,476",3,0,0,0,"53,687.00","492,388","16,232"
2017,13934,Ocmulgee Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"15,392.00","122,811","10,893","3,709.00","33,905",697,"2,244.00","23,975",567,.,.,.,"21,345.00","180,691","12,157"
2017,13936,Oakdale Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"20,345.00","141,581","15,208","5,640.00","51,553","1,595","10,428.00","127,795",37,.,.,.,"36,413.00","320,929","16,840"
2017,13949,City of Oberlin - (OH),A,Bundled,O,OH,Municipal,PJM,"2,246.00","19,707","2,746","7,733.00","75,216",366,.,.,.,.,.,.,"9,979.00","94,923","3,112"
2017,13955,City of Ocala,A,Bundled,O,FL,Municipal,FMPP,"47,592.10","509,389","41,678","18,294.70","197,532","10,228","43,475.00","554,851","1,047",.,.,.,"109,361.80","1,261,772","52,953"
2017,13962,Oconee Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"17,659.60","140,821","10,406","4,404.00","33,319","2,192","6,164.60","87,440",10,.,.,.,"28,228.20","261,580","12,608"
2017,13963,Oconomowoc Utilities,A,Bundled,O,WI,Municipal,MISO,"8,893.70","71,388","8,435","12,128.60","115,662","1,204","2,811.30","31,535",5,0,0,0,"23,833.60","218,585","9,644"
2017,13964,Oconto Electric Cooperative,A,Bundled,O,WI,Cooperative,MISO,"13,068.40","88,561","9,340","1,488.60","11,553",465,720.6,"8,498",17,.,.,.,"15,277.60","108,612","9,822"
2017,13965,Oconto Falls Water & Light Comm,A,Bundled,O,WI,Municipal,MISO,"1,296.30","8,331","1,347","1,995.40","16,808",285,0,0,0,0,0,0,"3,291.70","25,139","1,632"
2017,13998,Ohio Edison Co,A,Bundled,O,OH,Investor Owned,PJM,"377,582.20","3,077,223","315,673","109,748.00","939,297","31,809","16,239.20","177,494",224,0,0,0,"503,569.40","4,194,014","347,706"
2017,13998,Ohio Edison Co,C,Delivery,O,OH,Investor Owned,PJM,"389,113.00","5,853,774","614,620","293,127.50","5,662,484","83,319","130,653.70","7,701,685","1,115",0,0,0,"812,894.20","19,217,943","699,054"
2017,14006,Ohio Power Co,A,Bundled,O,OH,Investor Owned,PJM,"1,149,422.00","8,979,705","860,103","242,840.00","2,105,543","84,643","40,622.00","330,667","4,080",.,.,.,"1,432,884.00","11,415,915","948,826"
2017,14006,Ohio Power Co,C,Delivery,O,OH,Investor Owned,PJM,"332,795.00","4,559,158","422,455","532,148.00","12,400,206","95,853","322,026.00","14,334,135","5,634",.,.,.,"1,186,969.00","31,293,499","523,942"
2017,14012,"Ohop Mutual Light Company, Inc",A,Bundled,O,WA,Cooperative,BPAT,"6,868.00","80,547","4,216",349,"4,428",117,6,45,12,.,.,.,"7,223.00","85,020","4,345"
2017,14015,Ohio Valley Electric Corp,A,Bundled,O,OH,Investor Owned,OVEC,0,0,0,0,0,0,"8,188.00","156,768",1,0,0,0,"8,188.00","156,768",1
2017,14055,PUD No 1 of Okanogan County,A,Bundled,O,WA,Political Subdivision,DOPD,"24,492.40","312,591","17,148","20,927.90","299,134","3,865","1,204.80","20,042",3,.,.,.,"46,625.10","631,767","21,016"
2017,14062,Oklahoma Electric Coop Inc,A,Bundled,O,OK,Cooperative,SWPP,"83,726.00","725,125","50,393","26,366.00","235,531","4,593","9,231.00","142,267",49,0,0,0,"119,323.00","1,102,923","55,035"
2017,14063,Oklahoma Gas & Electric Co,A,Bundled,O,AR,Investor Owned,SWPP,"60,104.00","678,471","55,622","67,697.10","912,161","10,824","52,878.00","957,218",379,0,0,0,"180,679.10","2,547,850","66,825"
2017,14063,Oklahoma Gas & Electric Co,A,Bundled,O,OK,Investor Owned,SWPP,"824,042.00","8,145,023","660,803","728,661.00","9,764,717","101,773","307,163.00","5,820,301","8,851",0,0,0,"1,859,866.00","23,730,041","771,427"
2017,14074,"Okanogan County Elec Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,"4,352.00","41,241","3,101","1,440.00","20,280",500,.,.,.,.,.,.,"5,792.00","61,521","3,601"
2017,14078,City of Okolona,A,Bundled,O,MS,Municipal,TVA,"6,348.00","56,758","4,170","3,839.00","31,484","1,083",0,0,0,0,0,0,"10,187.00","88,242","5,253"
2017,14107,City of Olivia - (MN),A,Bundled,O,MN,Municipal,MISO,989.4,"10,873","1,050",261.3,"2,550",145,"1,250.50","12,782",67,.,.,.,"2,501.20","26,205","1,262"
2017,14109,"Oregon Trail El Cons Coop, Inc",A,Bundled,O,OR,Cooperative,BPAT,"28,648.00","307,880","25,454","18,761.00","248,205","5,621","6,544.00","120,343",9,.,.,.,"53,953.00","676,428","31,084"
2017,14127,Omaha Public Power District,A,Bundled,O,NE,Political Subdivision,SWPP,"409,335.00","3,563,185","328,576","324,068.00","3,666,359","46,084","214,124.00","3,388,583",157,0,0,0,"947,527.00","10,618,127","374,817"
2017,14132,City of Onawa - (IA),A,Bundled,O,IA,Municipal,MISO,"1,526.10","15,048","1,574",593.3,"5,077",218,849.8,"9,481",21,0,0,0,"2,969.20","29,606","1,813"
2017,14146,City of Opelika - (AL),A,Bundled,O,AL,Municipal,SOCO,"16,626.00","129,460","10,534","21,125.00","171,064","2,056","7,584.00","88,522",13,.,.,.,"45,335.00","389,046","12,603"
2017,14154,Orange & Rockland Utils Inc,A,Bundled,O,NY,Investor Owned,NYIS,"207,444.60","932,635","132,675","76,163.20","519,926","17,103","4,045.00","56,337",50,0,0,0,"287,652.80","1,508,898","149,828"
2017,14154,Orange & Rockland Utils Inc,C,Delivery,O,NY,Investor Owned,NYIS,"71,571.80","623,557","66,670","86,505.90","1,408,303","14,860","11,790.90","331,776",55,0,0,0,"169,868.60","2,363,636","81,585"
2017,14159,City of Orange City - (IA),A,Bundled,O,IA,Municipal,MISO,"2,232.00","22,351","1,948","1,038.00","10,428",315,"4,528.00","51,591",73,.,.,.,"7,798.00","84,370","2,336"
2017,14160,Orange County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"13,007.10","93,192","7,783","1,698.50","13,724",85,0,0,0,.,.,.,"14,705.60","106,916","7,868"
2017,14164,City of Orangeburg - (SC),A,Bundled,O,SC,Municipal,SCEG,"26,436.00","266,709","20,271","8,047.00","79,452","3,473","33,043.00","466,467",421,.,.,.,"67,526.00","812,628","24,165"
2017,14170,Orcas Power & Light Coop,A,Bundled,O,WA,Cooperative,BPAT,"20,483.00","153,357","13,143","7,265.00","60,348","2,061",.,.,.,.,.,.,"27,748.00","213,705","15,204"
2017,14172,City of Ord - (NE),A,Bundled,O,NE,Municipal,SWPP,"1,436.00","15,649","1,129","1,788.00","17,771",325,.,.,.,.,.,.,"3,224.00","33,420","1,454"
2017,14175,"Tri-County Electric Coop, Inc",A,Bundled,O,SC,Cooperative,SC,"34,783.00","221,942","17,225","1,643.00","11,896",223,"6,306.00","57,602",519,.,.,.,"42,732.00","291,440","17,967"
2017,14178,"P K M Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"8,805.00","64,910","3,550","4,390.00","40,336",263,0,0,0,.,.,.,"13,195.00","105,246","3,813"
2017,14192,Osage Valley Elec Coop Assn,A,Bundled,O,MO,Cooperative,AECI,"28,012.40","219,239","14,930","3,983.10","35,580","1,039",.,.,.,.,.,.,"31,995.50","254,819","15,969"
2017,14194,City of Orrville - (OH),A,Bundled,O,OH,Municipal,PJM,"7,857.00","72,061","6,465","8,098.00","71,877",902,"14,404.00","152,994",16,.,.,.,"30,359.00","296,932","7,383"
2017,14199,City of Osage City - (KS),A,Bundled,O,KS,Municipal,SWPP,"1,577.00","11,371","1,272","1,181.00","9,479",287,740,"10,435",1,.,.,.,"3,498.00","31,285","1,560"
2017,14201,City of Osage - (IA),A,Bundled,O,IA,Municipal,MISO,"1,573.30","14,198","1,843","1,458.70","13,512",501,"1,885.80","23,913",7,0,0,0,"4,917.80","51,623","2,351"
2017,14202,"Osceola Electric Coop, Inc",A,Bundled,O,IA,Cooperative,SWPP,"3,519.30","30,934","1,064","1,276.90","11,753",118,"2,598.90","28,692",2,.,.,.,"7,395.10","71,379","1,184"
2017,14203,City of Osawatomie - (KS),A,Bundled,O,KS,Municipal,SWPP,"2,102.00","16,374","1,836","1,309.00","10,900",244,16,115,2,.,.,.,"3,427.00","27,389","2,082"
2017,14216,City of Osceola - (AR),A,Bundled,O,AR,Municipal,MISO,"3,794.00","37,020","2,822","2,116.00","15,959",476,"9,390.00","96,371",47,.,.,.,"15,300.00","149,350","3,345"
2017,14224,Otero County Electric Coop Inc,A,Bundled,O,NM,Cooperative,PNM,"17,400.00","93,728","15,740","13,046.00","84,846","3,568",.,.,.,.,.,.,"30,446.00","178,574","19,308"
2017,14229,City of Ottawa - (KS),A,Bundled,O,KS,Municipal,SWPP,"5,039.90","50,586","5,235","6,647.10","81,487",856,714.7,"8,735",34,.,.,.,"12,401.70","140,808","6,125"
2017,14232,Otter Tail Power Co,A,Bundled,O,MN,Investor Owned,MISO,"53,973.50","531,766","48,477","91,317.90","1,079,017","12,370","53,729.90","987,733",11,0,0,0,"199,021.30","2,598,516","60,858"
2017,14232,Otter Tail Power Co,A,Bundled,O,ND,Investor Owned,MISO,"52,797.40","597,302","45,688","88,938.40","1,139,747","13,020","3,472.20","50,813",2,0,0,0,"145,208.00","1,787,862","58,710"
2017,14232,Otter Tail Power Co,A,Bundled,O,SD,Investor Owned,MISO,"10,667.10","114,126","8,736","22,262.80","314,480","2,743",0,0,0,0,0,0,"32,929.90","428,606","11,479"
2017,14238,Ouachita Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,"11,913.00","93,275","8,551","3,880.00","34,720",820,"6,994.00","79,845",17,0,0,0,"22,787.00","207,840","9,388"
2017,14245,Overton Power District No 5,A,Bundled,O,NV,Political Subdivision,NEVP,"18,794.00","174,038","12,752","11,048.00","112,913","2,526","6,993.00","82,441",66,.,.,.,"36,835.00","369,392","15,344"
2017,14246,City of Owatonna - (MN),A,Bundled,O,MN,Municipal,MISO,"10,249.00","81,508","10,685","9,667.00","95,842","1,149","16,030.00","185,079",94,.,.,.,"35,946.00","362,429","11,928"
2017,14251,Owen Electric Coop Inc,A,Bundled,O,KY,Cooperative,PJM,"83,303.00","749,733","58,403","20,967.00","238,286","2,462","59,547.00","1,252,562",21,.,.,.,"163,817.00","2,240,581","60,886"
2017,14268,City of Owensboro - (KY),A,Bundled,O,KY,Municipal,LGEE,"31,007.30","208,717","22,938","10,300.80","92,599","2,691","54,839.00","475,596",587,.,.,.,"96,147.10","776,912","26,216"
2017,14275,City of Oxford - (MS),A,Bundled,O,MS,Municipal,TVA,"8,737.00","81,624","7,439","14,496.00","139,501","2,033",0,0,0,0,0,0,"23,233.00","221,125","9,472"
2017,14285,Ozark Border Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"50,839.00","484,003","32,550","15,153.00","143,754","6,971","2,004.00","25,599",13,0,0,0,"67,996.00","653,356","39,534"
2017,14288,Ozark Electric Coop Inc - (MO),A,Bundled,O,MO,Cooperative,AECI,"44,009.10","375,669","30,188","9,038.80","85,201","2,801",821,"10,620",1,.,.,.,"53,868.90","471,490","32,990"
2017,14289,Ozarks Electric Coop Corp - (AR),A,Bundled,O,AR,Cooperative,SWPP,"75,797.00","725,297","58,301","29,067.00","308,722","4,076","8,941.00","120,056",28,.,.,.,"113,805.00","1,154,075","62,405"
2017,14289,Ozarks Electric Coop Corp - (AR),A,Bundled,O,OK,Cooperative,SWPP,"14,485.00","129,127","11,203","4,040.00","39,399",808,"2,143.00","26,216",4,.,.,.,"20,668.00","194,742","12,015"
2017,14324,PUD No 2 of Pacific County,A,Bundled,O,WA,Political Subdivision,BPAT,"15,694.60","191,870","15,320","8,294.20","97,895","2,039","1,287.50","24,906",1,.,.,.,"25,276.30","314,671","17,360"
2017,14328,Pacific Gas & Electric Co.,A,Bundled,O,CA,Investor Owned,CISO,"5,292,108.00","24,984,921","3,998,187","4,709,015.00","22,974,574","457,098","2,400,782.00","13,868,490","90,987",.,.,.,"12,401,905.00","61,827,985","4,546,272"
2017,14328,Pacific Gas & Electric Co.,C,Delivery,O,CA,Investor Owned,CISO,"655,159.00","4,423,928","810,567","1,025,931.00","9,416,186","122,626","387,691.00","6,556,217",428,"7,066.00","409,117",1,"2,075,847.00","20,805,448","933,622"
2017,14349,Avangrid Renewables,B,Energy,O,OR,Retail Power Marketer,PACW,0,0,0,"12,765.00","325,770",2,0,0,0,0,0,0,"12,765.00","325,770",2
2017,14349,Avangrid Renewables,B,Energy,O,WA,Retail Power Marketer,PSEI,0,0,0,955,"32,873",1,0,0,0,0,0,0,955,"32,873",1
2017,14354,PacifiCorp,A,Bundled,O,CA,Investor Owned,PACW,"52,760.40","380,130","35,704","35,860.60","239,603","7,427","19,238.40","142,619","1,947",0,0,0,"107,859.40","762,352","45,078"
2017,14354,PacifiCorp,A,Bundled,O,ID,Investor Owned,PACE,"75,878.00","712,438","63,139","45,891.90","505,055","8,876","171,511.50","2,385,173","5,608",0,0,0,"293,281.40","3,602,666","77,623"
2017,14354,PacifiCorp,A,Bundled,O,OR,Investor Owned,PACW,"647,503.30","5,804,346","503,632","485,968.70","5,250,270","67,591","167,615.90","2,130,644","9,268","1,487.60","15,022",1,"1,302,575.50","13,200,282","580,492"
2017,14354,PacifiCorp,A,Bundled,O,UT,Investor Owned,PACE,"799,021.30","6,971,470","796,194","762,100.40","8,830,950","88,605","503,397.60","8,274,345","8,049","5,751.70","56,081",1,"2,070,271.00","24,132,846","892,849"
2017,14354,PacifiCorp,A,Bundled,O,WA,Investor Owned,PACW,"155,659.60","1,715,722","108,880","132,704.40","1,556,097","16,148","68,164.90","949,479","5,542",0,0,0,"356,528.90","4,221,298","130,570"
2017,14354,PacifiCorp,A,Bundled,O,WY,Investor Owned,PACE,"118,130.20","1,041,319","114,727","129,289.30","1,414,469","23,199","446,054.70","6,874,590","2,786",0,0,0,"693,474.20","9,330,378","140,712"
2017,14354,PacifiCorp,C,Delivery,O,OR,Investor Owned,PACW,0,0,0,"10,186.60","286,711",24,"2,677.30","72,088",4,0,0,0,"12,863.90","358,799",28
2017,14371,City of Paducah - (KY),A,Bundled,O,KY,Municipal,TVA,"29,750.70","212,727","18,808","43,193.50","322,001","3,711","2,036.00","23,678",3,0,0,0,"74,980.20","558,406","22,522"
2017,14373,Page Utility Enterprises,A,Bundled,O,AZ,Municipal,WALC,"2,906.60","37,009","3,190","5,524.80","72,632","1,152",.,.,.,.,.,.,"8,431.40","109,641","4,342"
2017,14381,City of Painesville,A,Bundled,O,OH,Municipal,PJM,"10,471.70","81,008","10,483","11,195.40","90,364","1,873","4,858.20","48,715",5,0,0,0,"26,525.30","220,087","12,361"
2017,14398,Palmetto Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,"105,999.00","879,918","60,760","52,495.00","461,466","10,756","9,083.00","109,655",29,.,.,.,"167,577.00","1,451,039","71,545"
2017,14401,City of Palo Alto - (CA),A,Bundled,O,CA,Municipal,CISO,"21,530.00","150,781","25,579","81,664.00","611,148","3,929","18,123.00","150,694",82,.,.,.,"121,317.00","912,623","29,590"
2017,14424,"Panola-Harrison Elec Coop, Inc",A,Bundled,O,LA,Cooperative,SWPP,"12,029.10","120,860","8,385","2,286.70","21,508",878,837.1,"9,687",4,.,.,.,"15,152.90","152,055","9,267"
2017,14424,"Panola-Harrison Elec Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,"11,642.00","115,248","8,914","4,172.60","38,131","1,701","1,164.90","13,549",6,.,.,.,"16,979.50","166,928","10,621"
2017,14426,Panhandle Rural El Member Assn,A,Bundled,O,NE,Cooperative,WACM,"4,224.80","29,752","1,688","2,119.00","12,091","1,240","6,789.60","44,592",849,0,0,0,"13,133.40","86,435","3,777"
2017,14446,Paragould Light & Water Comm,A,Bundled,O,AR,Municipal,SPA,"14,617.00","185,073","11,692","7,068.00","87,634","1,828","18,294.00","296,737",37,.,.,.,"39,979.00","569,444","13,557"
2017,14455,City of Paris - (TN),A,Bundled,O,TN,Municipal,TVA,"21,440.00","210,981","15,453","19,634.00","183,620","5,831","3,311.00","51,589",5,0,0,0,"44,385.00","446,190","21,289"
2017,14468,People's Cooperative Services,A,Bundled,O,MN,Cooperative,MISO,"34,556.40","241,129","21,138","5,799.00","54,815","1,201","4,784.70","49,325",48,.,.,.,"45,140.10","345,269","22,387"
2017,14471,Parke County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"19,433.70","139,527","12,208","1,751.10","17,137",56,"2,212.40","20,255",62,.,.,.,"23,397.20","176,919","12,326"
