Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2017,8846,City of Hopkinsville,A,Bundled,O,KY,Municipal,TVA,"12,670.00","117,117","10,072","14,978.00","136,025","2,906","5,069.00","89,729",2,0,0,0,"32,717.00","342,871","12,980"
2017,8883,Houlton Water Company,A,Bundled,O,ME,Municipal,NBSO,"3,144.40","29,875","3,919","2,365.80","22,679","1,413","2,013.10","21,029",79,0,0,0,"7,523.30","73,583","5,411"
2017,8883,Houlton Water Company,C,Delivery,O,ME,Municipal,NBSO,0,0,0,1.3,33,2,662.1,"40,360",1,0,0,0,663.4,"40,393",3
2017,8884,Terrebonne Parish Consol Gov't,A,Bundled,O,LA,Municipal,MISO,"16,476.00","176,186","11,227","15,774.00","172,905","2,633",.,.,.,.,.,.,"32,250.00","349,091","13,860"
2017,8898,Houston County Elec Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,"25,309.20","192,384","19,943","7,242.20","69,782","1,462","8,802.00","128,625",11,.,.,.,"41,353.40","390,791","21,416"
2017,8911,Howard Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"5,561.00","40,465","3,387",783.7,"7,760",135,.,.,.,.,.,.,"6,344.70","48,225","3,522"
2017,8924,Howard Greeley Rural P P D,A,Bundled,O,NE,Political Subdivision,SWPP,"5,660.00","52,345","3,250","1,414.00","13,662",595,"4,076.00","39,218","1,460",.,.,.,"11,150.00","105,225","5,305"
2017,8934,"Howell-Oregon Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,"28,552.60","278,372","21,827","5,024.80","55,639","2,273","3,919.90","49,685",111,.,.,.,"37,497.30","383,696","24,211"
2017,8972,City of Hudson - (OH),A,Bundled,O,OH,Municipal,PJM,"9,585.30","71,295","5,864","11,196.60","95,567",848,.,.,.,.,.,.,"20,781.90","166,862","6,712"
2017,8973,Town of Hudson - (MA),A,Bundled,O,MA,Municipal,ISNE,"10,248.50","99,871","11,242","3,140.80","41,576","1,690","7,791.80","81,385",161,.,.,.,"21,181.10","222,832","13,093"
2017,9011,City of Hugoton - (KS),A,Bundled,O,KS,Municipal,SWPP,"1,842.00","14,008","1,599","2,093.00","16,119",412,507,"6,043",2,0,0,0,"4,442.00","36,170","2,013"
2017,9023,City of Humboldt,A,Bundled,O,TN,Municipal,TVA,"4,364.00","42,355","3,484","5,188.00","50,194",935,"4,081.00","51,030",6,0,0,0,"13,633.00","143,579","4,425"
2017,9087,Town of Huntersville - (NC),A,Bundled,O,NC,Municipal,DUK,"6,668.00","58,521","5,132","5,046.30","52,006",540,"6,127.20","119,459",2,.,.,.,"17,841.50","229,986","5,674"
2017,9094,City of Huntsville - (AL),A,Bundled,O,AL,Municipal,TVA,"233,342.00","2,316,742","160,610","205,508.00","2,096,280","21,803","35,042.00","541,905",30,0,0,0,"473,892.00","4,954,927","182,444"
2017,9096,City of Lafayette - (LA),A,Bundled,O,LA,Municipal,MISO,"71,596.00","790,227","55,227","99,786.00","1,190,426","11,634",.,.,.,.,.,.,"171,382.00","1,980,653","66,861"
2017,9124,Hustisford Utilities,A,Bundled,O,WI,Municipal,MISO,"1,517.20","11,288","1,343",792.9,"6,261",223,0,0,0,0,0,0,"2,310.10","17,549","1,566"
2017,9128,Hurricane City Power,A,Bundled,O,UT,Municipal,PACE,"5,538.00","59,336","5,783","2,315.00","24,780",764,"2,734.00","32,881",39,.,.,.,"10,587.00","116,997","6,586"
2017,9130,Hutchinson Utilities Comm,A,Bundled,O,MN,Municipal,MISO,"5,341.90","51,830","6,240","9,050.00","93,291",959,"10,778.60","133,386",3,.,.,.,"25,170.50","278,507","7,202"
2017,9163,Hyrum City Corporation,A,Bundled,O,UT,Municipal,PACE,"2,039.00","19,810","2,645","1,894.00","25,274",172,"2,508.00","45,258",1,.,.,.,"6,441.00","90,342","2,818"
2017,9187,City of Idaho Falls - (ID),A,Bundled,O,ID,Municipal,PACE,"21,590.90","290,498","23,830","19,051.30","308,180","4,137","4,449.00","91,888",7,0,0,0,"45,091.20","690,566","27,974"
2017,9191,Idaho Power Co,A,Bundled,O,ID,Investor Owned,IPCO,"533,040.70","5,161,441","435,376","306,563.80","3,942,234","66,391","323,243.60","4,785,113","18,885",0,0,0,"1,162,848.10","13,888,788","520,652"
2017,9191,Idaho Power Co,A,Bundled,O,OR,Investor Owned,IPCO,"19,292.60","193,127","13,423","12,631.00","156,837","3,459","21,910.40","332,202","2,055",0,0,0,"53,834.00","682,166","18,937"
2017,9209,Illinois Rural Electric Coop,A,Bundled,O,IL,Cooperative,MISO,"21,451.00","119,519","10,059","7,928.00","54,479",280,.,.,.,.,.,.,"29,379.00","173,998","10,339"
2017,9216,Imperial Irrigation District,A,Bundled,O,CA,Political Subdivision,IID,"230,978.00","1,786,016","132,632","193,620.00","1,573,229","20,999","12,204.00","82,386",834,.,.,.,"436,802.00","3,441,631","154,465"
2017,9217,City of Imperial,A,Bundled,O,NE,Municipal,SWPP,"1,244.00","10,807","1,036","1,350.00","14,989",171,416,"3,436",35,.,.,.,"3,010.00","29,232","1,242"
2017,9230,City of Independence - (IA),A,Bundled,O,IA,Municipal,MISO,"2,928.40","19,761","2,714","2,986.70","27,621",448,"2,441.70","28,549",3,0,0,0,"8,356.80","75,931","3,165"
2017,9231,City of Independence - (MO),A,Bundled,O,MO,Municipal,SWPP,"70,707.50","495,156","52,099","54,881.40","435,579","5,065","4,820.10","61,784",12,0,0,0,"130,409.00","992,519","57,176"
2017,9246,"Indian Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"22,231.90","208,293","14,082","16,054.70","162,480","5,403","7,692.60","123,734",10,.,.,.,"45,979.20","494,507","19,495"
2017,9273,Indianapolis Power & Light Co,A,Bundled,O,IN,Investor Owned,MISO,"538,434.00","4,915,435","437,120","213,316.00","1,848,907","49,386","566,728.00","6,452,049","4,841",.,.,.,"1,318,478.00","13,216,391","491,347"
2017,9275,Indianola Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,"6,265.00","51,943","7,291","4,860.00","43,612",711,"2,386.00","28,853",12,.,.,.,"13,511.00","124,408","8,014"
2017,9292,Inter County Energy Coop Corp,A,Bundled,O,KY,Cooperative,PJM,"36,670.00","325,776","24,669","4,528.00","52,843","1,568","4,076.00","61,850",8,.,.,.,"45,274.00","440,469","26,245"
2017,9324,Indiana Michigan Power Co,A,Bundled,O,IN,Investor Owned,PJM,"485,084.70","4,165,181","404,798","363,255.40","4,074,299","54,565","443,209.80","6,926,594","3,989",.,.,.,"1,291,549.90","15,166,074","463,352"
2017,9324,Indiana Michigan Power Co,A,Bundled,O,MI,Investor Owned,PJM,"129,581.70","1,145,585","109,725","84,014.10","821,391","17,973","69,812.70","813,521",934,.,.,.,"283,408.50","2,780,497","128,632"
2017,9331,Intercounty Electric Coop Assn,A,Bundled,O,MO,Cooperative,AECI,"43,554.40","389,646","28,539","7,673.30","83,484","1,833","2,330.90","35,605",7,.,.,.,"53,558.60","508,735","30,379"
2017,9336,Intermountain Rural Elec Assn,A,Bundled,O,CO,Cooperative,PSCO,"193,627.00","1,478,664","141,774","82,234.00","717,702","12,708","10,073.00","115,829",60,0,0,0,"285,934.00","2,312,195","154,542"
2017,9417,Interstate Power and Light Co,A,Bundled,O,IA,Investor Owned,MISO,"535,620.00","3,507,789","403,160","464,370.00","4,152,765","84,944","459,634.00","6,733,293","1,501",.,.,.,"1,459,624.00","14,393,847","489,605"
2017,9418,City of Iola - (KS),A,Bundled,O,KS,Municipal,SWPP,"3,267.00","31,430","3,081","2,975.00","29,124",576,"2,744.00","37,635",2,.,.,.,"8,986.00","98,189","3,659"
2017,9425,Iowa Lakes Electric Coop,A,Bundled,O,IA,Cooperative,SWPP,"22,847.80","168,622","9,247","15,758.60","133,562","3,343","22,391.70","288,253",70,.,.,.,"60,998.10","590,437","12,660"
2017,9431,Irwin Electric Membership Corp,A,Bundled,O,GA,Cooperative,SOCO,"18,694.50","129,568","10,619","2,916.20","21,940",393,"5,176.70","36,673","1,401",.,.,.,"26,787.40","188,181","12,413"
2017,9442,Town of Ipswich - (MA),A,Bundled,O,MA,Municipal,ISNE,"6,704.00","47,922","6,068","1,431.00","11,030",841,"7,129.00","52,567",214,0,0,0,"15,264.00","111,519","7,123"
2017,9475,Itasca-Mantrap Co-op Electrical Assn,A,Bundled,O,MN,Cooperative,MISO,"15,251.30","118,457","10,543","2,183.90","17,563",903,"6,762.20","74,988",372,.,.,.,"24,197.40","211,008","11,818"
2017,9575,Jackson Energy Coop Corp - (KY),A,Bundled,O,KY,Cooperative,PJM,"75,834.00","638,874","47,728","13,557.00","128,923","3,656","4,903.00","70,386",7,.,.,.,"94,294.00","838,183","51,391"
2017,9576,Jackson County Rural E M C - (IN),A,Bundled,O,IN,Cooperative,MISO,"42,931.00","350,734","23,331","5,565.00","50,096","1,143","4,014.00","42,445",22,0,0,0,"52,510.00","443,275","24,496"
2017,9590,"Jackson Electric Coop, Inc - (TX)",A,Bundled,O,TX,Cooperative,ERCO,"16,432.00","147,912","14,149","5,218.00","50,561","1,612","29,988.00","532,571",32,.,.,.,"51,638.00","731,044","15,793"
2017,9598,City of Jackson - (OH),A,Bundled,O,OH,Municipal,PJM,"4,813.00","32,568","3,365","6,841.00","52,198",790,"10,721.00","98,171",11,.,.,.,"22,375.00","182,937","4,166"
2017,9599,City of Jackson - (MN),A,Bundled,O,MN,Municipal,MISO,"1,745.60","12,941","1,651",786.9,"5,482",273,"3,263.00","26,157",49,.,.,.,"5,795.50","44,580","1,973"
2017,9601,Jackson Electric Member Corp - (GA),A,Bundled,O,GA,Cooperative,SOCO,"300,601.00","2,883,533","202,989","160,412.00","1,533,619","21,899","51,563.00","775,164",199,.,.,.,"512,576.00","5,192,316","225,087"
2017,9603,City of Jackson - (MO),A,Bundled,O,MO,Municipal,MISO,"8,564.10","71,506","6,165","5,243.90","45,718",863,"2,338.30","22,801",7,0,0,0,"16,146.30","140,025","7,035"
2017,9605,Jackson Purchase Energy Corporation,A,Bundled,O,KY,Cooperative,MISO,"43,054.00","355,608","25,632","21,952.00","209,491","4,364","4,588.00","40,095",6,.,.,.,"69,594.00","605,194","30,002"
2017,9612,City of Jackson - (TN),A,Bundled,O,TN,Municipal,TVA,"41,973.00","382,170","29,640","60,874.00","592,603","6,361","38,600.00","706,466",30,0,0,0,"141,447.00","1,681,239","36,031"
2017,9613,City of Lebanon - (IN),A,Bundled,O,IN,Municipal,MISO,"8,239.60","71,726","7,721","4,322.20","35,163","1,323","9,811.90","109,542",120,.,.,.,"22,373.70","216,431","9,164"
2017,9616,Beaches Energy Services,A,Bundled,O,FL,Municipal,FPL,"49,981.30","428,613","29,972","32,956.70","275,333","4,823",.,.,.,.,.,.,"82,938.00","703,946","34,795"
2017,9617,JEA,A,Bundled,O,FL,Municipal,JEA,"593,620.90","5,195,715","407,957","402,426.10","4,073,635","55,959","189,588.00","2,552,295",199,309,"3,547",1,"1,185,944.00","11,825,192","464,116"
2017,9645,Jamestown Board of Public Util,A,Bundled,O,NY,Municipal,NYIS,"12,034.00","154,704","16,271","13,446.00","168,874","2,625","6,870.00","107,066",120,0,0,0,"32,350.00","430,644","19,016"
2017,9645,Jamestown Board of Public Util,C,Delivery,O,NY,Municipal,NYIS,.,.,.,.,.,.,41.2,"7,139",1,.,.,.,41.2,"7,139",1
2017,9664,City of Jasper - (TX),A,Bundled,O,TX,Municipal,MISO,"5,754.00","42,575","3,438","5,482.00","42,075",980,656,"5,570",5,.,.,.,"11,892.00","90,220","4,423"
2017,9665,Jasper County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"12,184.90","97,360","7,646","8,383.40","78,777","1,378","3,290.30","46,272",2,.,.,.,"23,858.60","222,409","9,026"
2017,9666,Jay County Rural E M C,A,Bundled,O,IN,Cooperative,PJM,"12,510.00","89,334","5,280","1,310.00","13,253",53,"5,510.00","77,566",93,.,.,.,"19,330.00","180,153","5,426"
2017,9667,City of Jasper - (IN),A,Bundled,O,IN,Municipal,MISO,"7,170.00","68,494","6,004","11,053.30","114,914","1,213","11,203.80","112,851",87,.,.,.,"29,427.10","296,259","7,304"
2017,9668,"Jasper-Newton Elec Coop, Inc",A,Bundled,O,TX,Cooperative,MISO,"31,339.00","243,826","20,242","5,337.00","38,688","2,274","10,601.00","117,502",171,.,.,.,"47,277.00","400,016","22,687"
2017,9682,"Jefferson Davis Elec Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"12,911.00","122,752","8,637","3,684.00","30,649","1,379","7,051.00","84,795",203,.,.,.,"23,646.00","238,196","10,219"
2017,9689,Jefferson Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"52,796.00","412,559","31,918","7,832.00","64,657","1,814","6,389.00","66,003",382,.,.,.,"67,017.00","543,219","34,114"
2017,9690,Jefferson Utilities,A,Bundled,O,WI,Municipal,MISO,"3,395.80","28,812","3,536","5,305.20","50,578",605,"1,257.60","15,465",1,0,0,0,"9,958.60","94,855","4,142"
2017,9697,City of Jellico,A,Bundled,O,KY,Municipal,TVA,"2,411.00","22,789","1,852",612,"4,976",309,0,0,0,0,0,0,"3,023.00","27,765","2,161"
2017,9697,City of Jellico,A,Bundled,O,TN,Municipal,TVA,"2,348.00","22,252","1,829","2,067.00","18,715",499,0,0,0,0,0,0,"4,415.00","40,967","2,328"
2017,9699,"Jemez Mountains Elec Coop, Inc",A,Bundled,O,NM,Cooperative,WALC,"23,706.00","168,713","27,278","19,302.00","144,808","3,746","7,691.00","77,750",6,0,0,0,"50,699.00","391,271","31,030"
2017,9726,Jersey Central Power & Lt Co,A,Bundled,O,NJ,Investor Owned,PJM,"966,176.80","7,175,787","791,309","303,892.50","2,314,039","78,907","27,465.40","271,260","1,028",0,0,0,"1,297,534.70","9,761,086","871,244"
2017,9726,Jersey Central Power & Lt Co,C,Delivery,O,NJ,Investor Owned,PJM,"92,426.40","2,011,986","200,210","241,857.70","6,608,063","49,331","47,858.10","1,845,307","1,301","1,942.10","93,402",1,"384,084.30","10,558,758","250,843"
2017,9734,City of Jewett City - (CT),A,Bundled,O,CT,Municipal,ISNE,"2,344.90","13,095","1,877","1,274.00","8,633",297,30,217,1,.,.,.,"3,648.90","21,945","2,175"
2017,9739,Joe Wheeler Elec Member Corp,A,Bundled,O,AL,Cooperative,TVA,"64,084.00","546,289","34,892","34,222.00","279,185","8,314","43,571.00","801,726",21,0,0,0,"141,877.00","1,627,200","43,226"
2017,9750,"Jo-Carroll Energy, Inc",A,Bundled,O,IL,Cooperative,MISO,"23,730.30","145,011","18,005","7,156.10","72,006","2,581","26,715.10","311,596",382,.,.,.,"57,601.50","528,613","20,968"
2017,9777,Johnson City - (TN),A,Bundled,O,TN,Municipal,TVA,"104,420.00","928,806","67,069","77,054.00","740,620","11,015","10,380.00","145,722",18,0,0,0,"191,854.00","1,815,148","78,102"
2017,9778,Johnson County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"40,545.80","315,789","24,046","9,113.20","91,274","2,557","5,399.50","67,485",18,.,.,.,"55,058.50","474,548","26,621"
2017,9837,Jones-Onslow Elec Member Corp,A,Bundled,O,NC,Cooperative,CPLE,"104,875.30","890,950","70,421","23,420.70","235,624","4,214","2,973.10","34,812",4,.,.,.,"131,269.10","1,161,386","74,639"
2017,9879,City Water and Light Plant,A,Bundled,O,AR,Municipal,MISO,"31,768.00","444,419","31,285","23,898.00","336,335","5,338","28,437.00","512,698",35,.,.,.,"84,103.00","1,293,452","36,658"
2017,9922,Jump River Electric Coop Inc,A,Bundled,O,WI,Cooperative,MISO,"11,636.00","76,431","8,822","1,982.00","15,761",613,.,.,.,.,.,.,"13,618.00","92,192","9,435"
2017,9936,Juneau Utility Comm,A,Bundled,O,WI,Municipal,MISO,820.5,"7,297",942,"2,196.00","22,244",192,"1,373.70","15,578",2,0,0,0,"4,390.20","45,119","1,136"
2017,9949,Just Energy,B,Energy,O,MA,Retail Power Marketer,ISNE,"18,953.80","148,709","21,410","3,111.30","26,344",990,0,0,0,0,0,0,"22,065.10","175,053","22,400"
2017,9949,Just Energy,B,Energy,O,PA,Retail Power Marketer,PJM,"5,550.30","70,989","5,950",3.7,36,3,0,0,0,0,0,0,"5,554.00","71,025","5,953"
2017,9949,Just Energy,D,Bundled,O,TX,Retail Power Marketer,ERCO,"359,039.10","3,029,607","220,576","91,171.10","733,417","30,269",0,0,0,0,0,0,"450,210.20","3,763,024","250,845"
2017,9964,Kenergy Corp,A,Bundled,O,KY,Cooperative,MISO,"83,764.00","664,218","46,348","37,227.00","314,814","10,937","239,940.00","6,129,866",34,0,0,0,"360,931.00","7,108,898","57,319"
2017,9991,Kandiyohi Power Coop,A,Bundled,O,MN,Cooperative,MISO,"13,510.00","100,327","7,310","5,624.00","47,681",982,864,"9,530",4,.,.,.,"19,998.00","157,538","8,296"
2017,9996,City of Kansas City - (KS),A,Bundled,O,KS,Municipal,SWPP,"70,807.00","546,327","58,432","109,034.00","1,030,932","6,986","47,807.00","559,227",83,0,0,0,"227,648.00","2,136,486","65,501"
2017,9999,Kankakee Valley Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"26,868.90","208,047","18,492","6,244.50","51,023","2,354","1,934.60","20,880",11,.,.,.,"35,048.00","279,950","20,857"
2017,10000,Kansas City Power & Light Co,A,Bundled,O,KS,Investor Owned,SWPP,"361,796.80","2,701,813","224,985","348,438.70","3,246,928","29,000","29,317.80","296,313",928,0,0,0,"739,553.30","6,245,054","254,913"
2017,10000,Kansas City Power & Light Co,A,Bundled,O,MO,Investor Owned,SWPP,"363,094.30","2,480,163","251,503","506,592.90","4,289,600","32,031","131,636.20","1,518,466",960,162.1,"1,199",1,"1,001,485.50","8,289,428","284,495"
2017,10005,Kansas Gas & Electric Co,A,Bundled,O,KS,Investor Owned,SWPP,"390,709.70","2,941,096","287,662","312,414.90","3,110,209","37,030","257,462.20","3,632,519","3,392",.,.,.,"960,586.80","9,683,824","328,084"
2017,10009,Karnes Electric Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,"21,293.00","220,797","15,880","45,453.00","477,134","4,002","19,376.00","341,839",23,0,0,0,"86,122.00","1,039,770","19,905"
2017,10012,Kay Electric Coop,A,Bundled,O,OK,Cooperative,SWPP,"6,153.00","48,319","4,278","10,562.00","94,549","1,508","9,744.00","174,379",32,.,.,.,"26,459.00","317,247","5,818"
2017,10019,FreeState Electric Coop,A,Bundled,O,KS,Cooperative,SWPP,"30,888.00","203,236","16,556","5,229.00","35,370","1,356","1,685.00","20,463",6,.,.,.,"37,802.00","259,069","17,918"
2017,10056,City of Kaukauna,A,Bundled,O,WI,Municipal,MISO,"13,560.80","115,709","13,353","13,756.80","150,034","1,811","26,335.90","372,510",12,0,0,0,"53,653.50","638,253","15,176"
2017,10057,City of Lamar - (MO),A,Bundled,O,MO,Municipal,AECI,"2,153.00","20,285","1,991","3,974.00","38,049",461,.,.,.,.,.,.,"6,127.00","58,334","2,452"
2017,10063,Kaysville City Corporation,A,Bundled,O,UT,Municipal,PACE,"9,002.00","95,621","8,768","4,216.00","51,092",759,132,"1,872",1,.,.,.,"13,350.00","148,585","9,528"
2017,10065,KBR Rural Public Power District,A,Bundled,O,NE,Political Subdivision,SWPP,"4,799.00","36,131","3,339","2,674.00","22,280",700,"5,776.00","35,845",787,.,.,.,"13,249.00","94,256","4,826"
2017,10066,K C Electric Association,A,Bundled,O,CO,Cooperative,WACM,"4,928.70","37,004","3,280","9,893.30","85,537","2,466","6,651.10","56,482",718,.,.,.,"21,473.10","179,023","6,464"
2017,10071,Kauai Island Utility Cooperative,A,Bundled,O,HI,Cooperative,NA,"58,459.40","169,346","28,766","39,383.50","113,986","4,695","49,532.90","161,766",125,0,0,0,"147,375.80","445,098","33,586"
2017,10144,Kennebunk Light & Power Dist,A,Bundled,O,ME,Municipal,ISNE,"6,298.00","47,957","5,977","4,393.00","35,217",973,"1,465.00","8,288",6,.,.,.,"12,156.00","91,462","6,956"
2017,10152,City of Kennett - (MO),A,Bundled,O,MO,Municipal,SWPP,"5,382.20","66,589","4,726","4,774.40","56,712",597,576.9,"8,083",315,.,.,.,"10,733.50","131,384","5,638"
2017,10153,KEM Electric Coop Inc,A,Bundled,O,ND,Cooperative,SWPP,"4,960.80","38,919","2,963","3,375.00","28,507",744,"2,129.70","15,478",477,.,.,.,"10,465.50","82,904","4,184"
2017,10170,"Kiamichi Electric Coop, Inc",A,Bundled,O,OK,Cooperative,AECI,"26,296.00","224,185","18,829","8,227.40","70,600","2,970","1,794.90","29,450",4,.,.,.,"36,318.30","324,235","21,803"
2017,10171,Kentucky Utilities Co,A,Bundled,O,KY,Investor Owned,LGEE,"586,583.10","5,698,116","429,407","519,935.10","5,329,279","90,442","407,252.80","6,499,019","2,662",0,0,0,"1,513,771.00","17,526,414","522,511"
2017,10171,Kentucky Utilities Co,A,Bundled,O,TN,Investor Owned,LGEE,5.7,78,4,0,0,0,0,0,0,0,0,0,5.7,78,4
2017,10171,Kentucky Utilities Co,A,Bundled,O,VA,Investor Owned,LGEE,"35,605.70","341,284","23,509","25,128.30","258,285","4,538","9,190.70","102,677",74,0,0,0,"69,924.70","702,246","28,121"
2017,10179,Kenyon Municipal Utilities,A,Bundled,O,MN,Municipal,MISO,871,"6,555",834,627,"5,254",132,401,"3,654",2,.,.,.,"1,899.00","15,463",968
2017,10210,Ketchikan Public Utilities,A,Bundled,O,AK,Municipal,NA,"7,969.40","75,066","6,477","7,719.90","76,316","1,305","2,157.00","24,066",17,0,0,0,"17,846.30","175,448","7,799"
2017,10226,City of Key West - (FL),A,Bundled,O,FL,Municipal,FMPP,"44,496.00","353,756","25,342","43,905.00","360,875","4,517",.,.,.,.,.,.,"88,401.00","714,631","29,859"
2017,10260,City of Kimball - (NE),A,Bundled,O,NE,Municipal,WACM,"1,018.90","9,350","1,462","1,038.70","11,133",428,0,0,0,.,.,.,"2,057.60","20,483","1,890"
2017,10321,City of Kingman - (KS),A,Bundled,O,KS,Municipal,SWPP,"1,821.00","12,836","1,585","1,128.00","8,068",371,"1,897.00","17,921",19,.,.,.,"4,846.00","38,825","1,975"
2017,10324,City of Kings Mountain - (NC),A,Bundled,O,NC,Municipal,DUK,"5,042.00","46,281","4,136","4,208.00","43,360",726,"4,400.00","52,515",24,.,.,.,"13,650.00","142,156","4,886"
2017,10325,Kings River Conservation Dist,A,Bundled,O,CA,Political Subdivision,CISO,.,.,.,"6,870.00","899,458",1,.,.,.,.,.,.,"6,870.00","899,458",1
2017,10331,Kingsport Power Co,A,Bundled,O,TN,Investor Owned,PJM,"58,503.60","637,449","41,710","41,243.80","420,021","5,967","56,358.00","913,610",163,0,0,0,"156,105.40","1,971,080","47,840"
2017,10345,City of Kinston - (NC),A,Bundled,O,NC,Municipal,CPLE,"16,282.00","124,500","9,694","15,645.00","134,892","1,898","14,377.00","185,816",12,.,.,.,"46,304.00","445,208","11,604"
2017,10370,City of Kirkwood - (MO),A,Bundled,O,MO,Municipal,MISO,"10,290.10","95,713","8,776","10,385.00","99,046","1,248","1,033.70","7,552",1,.,.,.,"21,708.80","202,311","10,025"
2017,10376,Kissimmee Utility Authority,A,Bundled,O,FL,Municipal,FMPP,"97,126.00","827,838","61,988","56,954.00","509,779","9,723","15,748.00","168,650",59,.,.,.,"169,828.00","1,506,267","71,770"
2017,10378,"Kit Carson Electric Coop, Inc",A,Bundled,O,NM,Cooperative,PNM,"23,483.00","133,104","24,776","16,250.00","107,362","4,006","2,709.00","20,764",10,.,.,.,"42,442.00","261,230","28,792"
2017,10393,PUD No 1 of Klickitat County,A,Bundled,O,WA,Political Subdivision,BPAT,"17,249.00","155,807","10,567","10,127.00","109,500","1,949","5,841.00","89,474",252,.,.,.,"33,217.00","354,781","12,768"
2017,10421,Knoxville Utilities Board,A,Bundled,O,TN,Municipal,TVA,"243,329.00","2,294,968","178,043","238,735.00","2,278,404","23,784","40,260.00","647,403",30,0,0,0,"522,324.00","5,220,775","201,857"
2017,10433,Kodiak Electric Assn Inc,A,Bundled,O,AK,Cooperative,NA,"6,241.00","36,274","4,756","3,624.00","21,604","1,033","14,524.00","92,951",106,.,.,.,"24,389.00","150,829","5,895"
2017,10448,Kosciusko County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"21,519.10","180,825","16,866",.,.,.,"26,366.20","286,573","1,368",.,.,.,"47,885.30","467,398","18,234"
2017,10451,Kotzebue Electric Assn Inc,A,Bundled,O,AK,Cooperative,NA,"2,708.60","7,151","1,135","4,317.70","12,257",114,.,.,.,.,.,.,"7,026.30","19,408","1,249"
2017,10454,Kootenai Electric Coop Inc,A,Bundled,O,ID,Cooperative,AVA,"31,702.10","325,993","22,796","9,989.40","111,233","1,738","1,746.90","29,970",44,0,0,0,"43,438.40","467,196","24,578"
2017,10454,Kootenai Electric Coop Inc,A,Bundled,O,WA,Cooperative,AVA,209.8,"2,410",74,31.7,424,3,0.2,0,1,0,0,0,241.7,"2,834",78
2017,10508,Village of L'Anse - (MI),A,Bundled,O,MI,Municipal,MISO,697.5,"4,797",989,886.9,"6,835",195,0,0,0,0,0,0,"1,584.40","11,632","1,184"
2017,10539,"La Plata Electric Assn, Inc",A,Bundled,O,CO,Cooperative,WACM,"43,219.90","280,953","36,015","32,065.90","265,984","6,441","29,435.70","384,050",197,.,.,.,"104,721.50","930,987","42,653"
2017,10550,McCook Public Power District,A,Bundled,O,NE,Political Subdivision,SWPP,"5,374.70","38,644","3,751","2,450.40","22,168",339,"9,267.40","115,056",933,.,.,.,"17,092.50","175,868","5,023"
2017,10558,"LaCreek Electric Assn, Inc",A,Bundled,O,NE,Cooperative,WACM,269.3,"2,261",172,103.4,"1,118",22,308.2,"2,941",57,.,.,.,680.9,"6,320",251
2017,10558,"LaCreek Electric Assn, Inc",A,Bundled,O,SD,Cooperative,WACM,"7,932.20","69,395","5,674","3,943.20","40,180",730,547.3,"5,400",65,.,.,.,"12,422.70","114,975","6,469"
2017,10562,Lagrange County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"8,630.00","59,721","6,751","2,188.00","22,080",196,"1,254.00","12,058",246,.,.,.,"12,072.00","93,859","7,193"
2017,10579,City of LaFollette,A,Bundled,O,TN,Municipal,TVA,"28,168.00","235,666","19,092","15,808.00","123,215","3,006","1,827.00","22,724",3,0,0,0,"45,803.00","381,605","22,101"
2017,10585,City of La Grange - (GA),A,Bundled,O,GA,Municipal,SOCO,"13,561.00","125,850","11,276","15,477.00","156,694","1,812","14,898.00","216,958",57,.,.,.,"43,936.00","499,502","13,145"
2017,10595,City of Lake City - (MN),A,Bundled,O,MN,Municipal,MISO,"2,489.00","22,331","2,879","1,941.00","17,263",355,"9,117.00","105,420",7,.,.,.,"13,547.00","145,014","3,241"
2017,10596,City of Lake Crystal - (MN),A,Bundled,O,MN,Municipal,MISO,"1,414.00","7,666","1,031","1,294.00","8,154",176,0,0,0,0,0,0,"2,708.00","15,820","1,207"
2017,10599,"Lake Region Electric Coop, Inc - (OK)",A,Bundled,O,OK,Cooperative,AECI,"31,655.00","295,186","22,902","3,724.30","36,878","1,620","3,396.30","37,379",127,0,0,0,"38,775.60","369,443","24,649"
