Utility Characteristics,,,,,,Demand,,Energy Sources (Megawatthours),,,,,,,,,,Disposition,,,,,,Electric Revenues,,,,,,,
,,,,,,(Megawatts),,,,Power Exchanged,,,Wheeled Power,,,,,(Megawatthours),,,,,,(Thousands Dollars),,,,,,,
Data Year,Utility Number,Utility Name,State,Ownership Type,NERC Region,Summer Peak Demand,Winter Peak Demand,Net Generation,Wholesale Power Purchases,Exchange Energy Received,Exchange Energy Delivered,Net Power Exchanged,Wheeled Power Received,Wheeled Power Delivered,Net Wheeled Power,Transmission by Other Losses,Total Sources,Retail Sales,Sales for Resale,Furnished without Charge,Consumed by Respondent without Charge,Total Energy Losses,Total Disposition,From Retail Sales,From Delivery Customers,From Sales for Resale,From Credits or Adjustments,From Transmission,From Other,Total,"Data Type
O = Observed
I = Imputed"
2019,3170,Borough of Catawissa,PA,Municipal,RFC,1.6,2.3,0,"10,467",0,0,0,0,0,0,0,"10,467","9,279",0,"1,188",0,0,"10,467","1,545.00",0,0,0,0,0,"1,545.00",O
2019,3186,City of Cavalier - (ND),ND,Municipal,MRO,4,4,0,"18,548",0,0,0,0,0,0,0,"18,548","16,326",0,198,710,"1,314","18,548","1,362.00",0,0,0,0,0,"1,362.00",O
2019,3191,City of Cawker City - (KS),KS,Municipal,SPP,1.4,0.8,0,"4,786",0,0,0,0,0,0,0,"4,786","4,062",0,0,680,44,"4,786",480,0,0,0,0,0,480,O
2019,3203,Cedar Falls Utilities,IA,Municipal,MRO,105.3,94.8,"270,161","546,194",0,0,0,0,0,0,0,"816,355","485,361","318,313",0,0,"12,681","816,355","38,106.80",0,"7,804.70",0,"4,053.90","2,996.30","52,961.70",O
2019,3205,Cedar-Knox Public Power Dist,NE,Political Subdivision,MRO,61.6,47.5,0,"277,550",0,0,0,0,0,0,0,"277,550","253,522","10,171",301,0,"13,556","277,550","22,374.00",0,660,0,0,0,"23,034.00",O
2019,3208,Cedarburg Light & Water Comm,WI,Municipal,MISO,25.2,17.5,0,"106,957",0,0,0,0,0,0,0,"106,957","105,714",0,0,100,"1,143","106,957","11,184.70",0,0,0,0,132.3,"11,317.00",O
2019,3216,City of Celina - (OH),OH,Municipal,RFC,46,43,0,"227,624",0,0,0,0,0,0,0,"227,624","226,914",0,0,710,0,"227,624","21,620.00",0,0,0,0,0,"21,620.00",O
2019,3222,Central Alabama Electric Coop,AL,Cooperative,SERC,164,195,0,"740,911",0,0,0,0,0,0,0,"740,911","701,306",0,0,"1,374","38,231","740,911","91,493.00",0,0,0,0,"2,291.00","93,784.00",O
2019,3226,"Central Rural Electric Cooperative, Inc",OK,Cooperative,,115.7,130.9,0,"601,467",0,0,0,0,0,0,0,"601,467","582,968",0,0,"1,215","17,284","601,467","56,083.00",0,0,0,0,"2,188.00","58,271.00",O
2019,3227,City of Center - (CO),CO,Municipal,WECC,2.1,2.5,0,"16,640",0,0,0,0,0,0,0,"16,640","16,640",0,0,0,0,"16,640","2,483.10",0,0,0,0,0,"2,483.10",O
2019,3230,Town of Centerville - (IN),IN,Municipal,RFC,5.6,5.8,0,"25,451",0,0,0,0,0,0,0,"25,451","24,259",0,0,0,"1,192","25,451","2,617.00",0,0,0,0,0,"2,617.00",O
2019,3235,City of Central City,NE,Municipal,MRO,8,7.8,"1,064","35,344",0,0,0,0,0,0,0,"36,408","33,200",0,0,295,"2,913","36,408","3,551.00",0,0,0,0,0,"3,551.00",O
2019,3236,"Central Electric Coop, Inc - (SD)",SD,Cooperative,MRO,62.6,76.8,0,"360,270",0,0,0,0,0,0,0,"360,270","335,910",0,0,946,"23,414","360,270","34,109.30",0,0,0,0,75,"34,184.30",O
2019,3240,Central Electric Coop Inc - (OR),OR,Cooperative,,118,210,0,"795,140",0,0,0,0,0,0,0,"795,140","747,529",0,0,791,"46,820","795,140","61,208.00",0,0,0,0,478,"61,686.00",O
2019,3242,Central Electric Power Coop - (MO),MO,Cooperative,SERC,789.1,944.8,0,"3,835,797",0,0,0,0,0,0,0,"3,835,797",0,"3,835,797",0,0,0,"3,835,797",0,0,"213,306.10",0,0,"1,433.40","214,739.50",O
2019,3245,"Central Florida Elec Coop, Inc",FL,Cooperative,FRCC,131,121.8,0,"525,018",0,0,0,0,0,0,0,"525,018","502,468",0,0,"1,059","21,491","525,018","62,491.80",0,0,0,0,"2,305.40","64,797.20",O
2019,3248,Central Georgia El Member Corp,GA,Cooperative,SERC,299,287,0,"1,342,854",0,0,0,0,0,0,0,"1,342,854","1,298,781",0,"1,204",0,"42,869","1,342,854","120,297.00",0,0,0,0,"-1,741.00","118,556.00",O
2019,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,NPCC,"1,109.00",900,"78,630","2,653,509",0,0,0,"603,041","603,041",0,0,"2,732,139","2,595,474","54,235",0,"9,644","72,786","2,732,139","408,450.00","97,844.00","1,620.40",0,"6,540.10","14,785.80","529,240.30",O
2019,3250,Central Electric Membership Corp. - (NC),NC,Cooperative,SERC,95.3,123.6,0,"447,357",0,0,0,0,0,0,0,"447,357","428,558",0,0,0,"18,799","447,357","53,462.00",0,0,0,0,0,"53,462.00",O
2019,3255,California Dept. of Water Resources,CA,State,WECC,"1,522.90","1,302.20","4,856,868","9,712,470","334,735","121,503","213,232",0,0,0,0,"14,782,570",0,"6,837,208",0,"38,966","7,906,396","14,782,570",0,0,"232,333.70",0,0,0,"232,333.70",O
2019,3258,Central Iowa Power Cooperative,IA,Cooperative,MRO,636,584,"2,061,699","1,091,153","3,125,733","3,152,852","-27,119",0,0,0,0,"3,125,733",0,"3,038,339",0,"2,491","84,903","3,125,733",0,0,"134,392.00",0,"49,973.30","2,589.00","186,954.30",O
2019,3264,Central Lincoln People's Ut Dt,OR,Political Subdivision,WECC,162,240,0,"1,295,763",0,0,0,0,0,0,0,"1,295,763","1,267,467",0,0,"3,268","25,028","1,295,763","90,634.00",0,0,0,0,0,"90,634.00",O
2019,3265,Cleco Power LLC,LA,Investor Owned,SPP,"2,492.00","2,326.00","12,010,587","110,506","3,729","3,744",-15,"4,306,274","4,306,274",0,0,"12,121,078","8,279,117","3,056,469",0,"21,720","763,772","12,121,078","891,404.00",0,"239,365.00","-38,516.00","33,135.00","43,013.00","1,168,401.00",O
2019,3266,Central Maine Power Co,ME,Investor Owned,NPCC,"1,514.60","1,615.70",0,"4,894,567","10,322,206","10,322,206",0,0,0,0,0,"4,894,567","4,662,655","230,104",0,0,"1,808","4,894,567","776,470.30","187,308.60","4,848.30",0,"202,929.30","47,630.80","1,219,187.30",O
2019,3268,Central Missouri Elec Coop Inc,MO,Cooperative,SERC,64,73,0,"347,176",0,0,0,0,0,0,0,"347,176","336,626",0,0,194,"10,356","347,176","30,473.00",0,0,0,0,188,"30,661.00",O
2019,3271,Central Nebraska Pub P&I Dist,NE,Political Subdivision,MRO,99,88,"490,768",192,0,0,0,0,0,0,0,"490,960",0,"490,768",0,192,0,"490,960",0,0,"18,519.30",0,440.2,"6,478.70","25,438.20",O
2019,3273,"Central New Mexico El Coop, Inc",NM,Cooperative,WECC,43.8,37.4,0,"247,903",0,0,0,0,0,0,0,"247,903","220,799",0,0,0,"27,104","247,903","34,968.00",0,0,0,0,264.5,"35,232.50",O
2019,3278,AEP Texas Central Company,OK,Investor Owned,TRE,0,0,0,0,0,0,0,"1,404,302","1,404,302",0,0,0,0,0,0,0,0,0,0,"993,376.30",0,"-24,911.60","252,347.40","-258,969.50","961,842.60",O
2019,3279,"Central Power Elec Coop, Inc",ND,Cooperative,MRO,335,483.3,0,"2,613,779",0,0,0,0,0,0,0,"2,613,779",0,"2,571,188",0,0,"42,591","2,613,779",0,0,"160,536.30",0,"10,185.50","2,431.90","173,153.70",O
2019,3282,"Central Texas Elec Coop, Inc",TX,Cooperative,,150.3,177.4,0,"719,228",0,0,0,0,0,0,0,"719,228","665,644",0,0,"1,493","52,091","719,228","70,354.00",0,0,"-1,785.00",0,"1,083.00","69,652.00",O
2019,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,SPP,122.3,121.3,0,"889,883",0,0,0,0,0,0,"-27,805","862,078","821,352",0,0,799,"39,927","862,078","58,387.90",0,0,0,0,441.2,"58,829.10",O
2019,3291,Central Virginia Electric Coop,VA,Cooperative,SERC,149.9,229.6,0,"796,626",0,0,0,0,0,0,0,"796,626","748,861",0,0,"1,570","46,195","796,626","95,856.00",0,0,0,0,"1,475.00","97,331.00",O
2019,3293,Central Wisconsin Elec Coop,WI,Cooperative,MRO,21.1,21.1,0,"110,139",0,0,0,0,0,0,0,"110,139","101,362",0,0,477,"8,300","110,139","16,550.10",0,0,0,0,92.9,"16,643.00",O
2019,3294,City of Centralia - (KS),KS,Municipal,SPP,1.1,0.7,0,"3,756",0,0,0,0,0,0,0,"3,756","3,212",0,120,360,64,"3,756",410.3,0,0,42.8,0,0,453.1,O
2019,3295,City of Centralia - (WA),WA,Municipal,WECC,40.2,63.1,"64,114","205,175",0,0,0,0,0,0,0,"269,289","258,189",0,0,690,"10,410","269,289","25,922.00",0,0,0,0,0,"25,922.00",O
2019,3296,City of Centralia - (MO),MO,Municipal,SERC,11.4,6.9,0,"40,567",0,0,0,0,0,0,0,"40,567","32,283",0,0,"1,116","7,168","40,567","3,619.70",0,0,0,0,352.1,"3,971.80",O
2019,3314,"Chariton Valley Elec Coop, Inc",IA,Cooperative,SERC,22.4,21.2,0,"101,738",0,0,0,0,0,0,0,"101,738","97,234",0,1,230,"4,273","101,738","11,788.00",0,0,0,0,94.9,"11,882.90",O
2019,3315,"Charles Mix Electric Assn, Inc",SD,Cooperative,MRO,14.1,14.2,0,"69,506",0,0,0,0,0,0,0,"69,506","65,653",0,0,2,"3,851","69,506","8,008.00",0,0,0,0,2,"8,010.00",O
2019,3323,Town of Chalmers - (IN),IN,Municipal,RFC,1,1,0,"4,907",0,0,0,0,0,0,0,"4,907","4,405",0,261,0,241,"4,907",561,0,0,0,0,0,561,O
2019,3329,Borough of Chambersburg,PA,Municipal,RFC,53.2,54.5,"4,464","324,024",0,"4,464","-4,464",0,0,0,"-9,575","314,449","310,104",0,0,0,"4,345","314,449","28,393.00",0,0,0,0,0,"28,393.00",O
2019,3355,City of Chanute,KS,Municipal,SPP,61,40,"174,781","292,776",0,0,0,0,0,0,0,"467,557","273,865",0,0,0,"193,692","467,557","19,952.90",0,0,0,0,0,"19,952.90",O
2019,3356,City of Ceylon - (MN),MN,Municipal,MRO,1,1,0,"2,557",0,0,0,0,0,0,0,"2,557","2,557",0,0,0,0,"2,557",206,0,0,0,0,0,206,O
2019,3366,City of Chapman - (KS),KS,Municipal,SPP,4,2,8,"20,616",0,0,0,0,0,0,0,"20,624","11,293",0,"8,919",0,412,"20,624","1,193.00",0,0,0,0,36.4,"1,229.40",O
2019,3373,City of Chappell - (NE),NE,Municipal,MRO,2.3,1.8,7,"9,586",0,0,0,0,0,0,0,"9,593","8,955",0,0,0,638,"9,593",916,0,0,0,0,0,916,O
2019,3384,City of Charlevoix - (MI),MI,Municipal,,13,9.8,0,"59,595",0,0,0,0,0,0,0,"59,595","56,658",0,0,0,"2,937","59,595","5,884.90",0,0,0,0,0,"5,884.90",O
2019,3400,City of Chaska - (MN),MN,Municipal,MRO,77.4,54,0,"388,005",0,0,0,0,0,0,0,"388,005","374,350",0,0,0,"13,655","388,005","42,141.20",0,0,0,0,169.7,"42,310.90",O
2019,3405,Village of Chatham - (IL),IL,Municipal,MRO,24,12.5,0,"83,101",0,0,0,0,0,0,0,"83,101","77,725",0,"5,376",0,0,"83,101","8,655.00",0,0,0,0,0,"8,655.00",O
2019,3406,City of Chattahoochee - (FL),FL,Municipal,FRCC,8,7,0,"38,739",0,0,0,0,0,0,0,"38,739","36,290",0,0,0,"2,449","38,739","3,894.00",0,0,0,0,0,"3,894.00",O
2019,3408,City of Chattanooga - (TN),TN,Municipal,SERC,"1,209.20","1,101.50",0,"5,923,799",0,0,0,0,0,0,0,"5,923,799","5,754,629",0,0,"19,145","150,025","5,923,799","571,242.00",0,0,0,0,"30,951.20","602,193.20",O
2019,3413,PUD No 1 of Chelan County,WA,Political Subdivision,WECC,252,463,"7,602,399","4,340,854","1,105,866","513,312","592,554","114,630","114,630",0,0,"12,535,807","1,958,624","10,500,959",0,"20,483","55,741","12,535,807","65,757.50",0,"263,384.10",0,"10,875.50","31,178.10","371,195.20",O
2019,3415,Village of Chelsea - (MI),MI,Municipal,RFC,21,17,0,"105,357",0,0,0,0,0,0,0,"105,357","105,122",0,0,0,235,"105,357","9,326.00",0,0,0,0,0,"9,326.00",O
2019,3420,City of Cheney - (WA),WA,Municipal,WECC,22.6,30.2,0,"168,745",0,0,0,0,0,0,0,"168,745","148,540",0,0,0,"20,205","168,745","9,715.40",0,0,0,0,181.1,"9,896.50",O
2019,3421,City of Chignik - (AK),AK,Municipal,AK,0.5,0.7,636,0,0,0,0,0,0,0,0,636,636,0,0,0,0,636,308,0,0,0,0,0,308,O
2019,3422,City of Chefornak,AK,Municipal,AK,0.4,0.4,"1,373",0,0,0,0,0,0,0,0,"1,373","1,300",0,73,0,0,"1,373",731,0,0,0,0,0,731,O
2019,3426,Cherokee Electric Coop,AL,Cooperative,SERC,111,106.9,0,"530,802",0,0,0,0,0,0,0,"530,802","502,622",0,0,580,"27,600","530,802","58,670.00",0,0,0,0,"1,187.50","59,857.50",O
2019,3435,"Cherry-Todd Electric Coop, Inc",SD,Cooperative,MRO,32.9,28.5,0,"137,843",0,0,0,0,0,0,0,"137,843","132,887",0,0,357,"4,599","137,843","13,319.80",0,0,0,0,426.4,"13,746.20",O
2019,3436,Cherryland Electric Coop Inc,MI,Cooperative,RFC,88.9,73.4,0,"414,337",0,0,0,0,0,0,0,"414,337","397,436",0,0,422,"16,479","414,337","52,725.10",0,0,0,0,332.1,"53,057.20",O
2019,3437,City of Cherryville - (NC),NC,Municipal,SERC,11.7,9.4,0,"53,201",0,0,0,0,0,0,0,"53,201","50,727",0,0,0,"2,474","53,201","5,799.00",0,0,0,0,66,"5,865.00",O
2019,3445,Village of Chester - (NE),NE,Municipal,MRO,0.6,0.5,0,"2,317",0,0,0,0,0,0,0,"2,317","2,007",0,0,0,310,"2,317",281,0,0,0,0,0,281,O
2019,3447,Town of Chester,MA,Municipal,NPCC,1.1,1.3,0,"5,662",0,0,0,0,0,0,0,"5,662","5,148",0,0,0,514,"5,662","1,212.60",0,0,0,0,0,"1,212.60",O
2019,3454,City of Chetopa - (KS),KS,Municipal,SPP,2.4,1.8,0,"9,857",0,0,0,0,0,0,"-1,629","8,228","8,228",0,0,0,0,"8,228","1,436.30",0,0,0,0,0,"1,436.30",O
2019,3459,City of Chewelah,WA,Municipal,WECC,3.3,5,0,"21,000",0,0,0,0,0,0,0,"21,000","21,000",0,0,0,0,"21,000","1,700.00",0,0,0,0,4.3,"1,704.30",O
2019,3461,Cheyenne Light Fuel & Power d/b/a Black,SD,Investor Owned,WECC,265,248,"852,803","1,071,405",0,0,0,0,0,0,0,"1,924,208","1,676,751","130,592",0,0,"116,865","1,924,208","168,806.00",0,"6,403.00","-5,225.00",860,"3,337.00","174,181.00",O
2019,3465,Chitina Electric Inc,AK,Investor Owned,AK,0.1,0.2,426,0,0,0,0,0,0,0,0,426,356,0,7,39,24,426,226.3,0,0,0,0,4.4,230.7,O
2019,3470,Cherokee County Elec Coop Assn,TX,Cooperative,TRE,102,105,156,"451,949",0,0,0,0,0,0,0,"452,105","409,324",0,0,0,"42,781","452,105","42,130.00",0,0,0,0,980,"43,110.00",O
2019,3475,City of Chickamauga,GA,Municipal,SERC,5.6,4.9,0,"25,311",0,0,0,0,0,0,0,"25,311","23,649",0,0,0,"1,662","25,311","2,695.00",0,0,0,0,51.9,"2,746.90",O
2019,3477,City of Chicopee - (MA),MA,Municipal,NPCC,96,88,"5,185","369,028","98,120","2,069","96,051",0,0,0,0,"470,264","454,426",0,0,"1,205","14,633","470,264","59,411.60",0,0,0,0,785.9,"60,197.50",O
2019,3478,Cimarron Electric Coop,OK,Cooperative,SPP,121,118.6,0,"708,005",0,0,0,0,0,0,0,"708,005","684,104",0,0,822,"23,079","708,005","60,686.00",0,0,0,0,94,"60,780.00",O
2019,3486,Chillicothe Municipal Utils,MO,Municipal,SPP,25.6,21,"5,323","108,480",0,0,0,0,0,0,"-4,844","108,959","98,004","5,323",0,0,"5,632","108,959","9,908.00",0,604,0,0,931,"11,443.00",O
2019,3495,Chimney Rock Public Power Dist,NE,Political Subdivision,MRO,19,8.5,0,"52,858",0,0,0,0,0,0,0,"52,858","47,209",0,0,0,"5,649","52,858","6,655.00",0,0,0,0,52,"6,707.00",O
2019,3498,Chippewa Valley Electric Coop,WI,Cooperative,MRO,24.3,23.8,0,"107,846",0,0,0,0,0,0,0,"107,846","102,558",0,0,308,"4,980","107,846","14,565.70",0,0,0,0,162.9,"14,728.60",O
2019,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,SERC,212.7,198.2,0,"963,837",0,0,0,0,0,0,0,"963,837","906,973",0,0,0,"56,864","963,837","103,678.90",0,0,0,0,"3,743.10","107,422.00",O
2019,3503,"Choptank Electric Cooperative, Inc",MD,Cooperative,RFC,267.6,274.7,0,"1,079,340",0,0,0,"36,749","36,749",0,0,"1,079,340","1,021,343",0,0,0,"57,997","1,079,340","142,339.80",0,0,0,0,981.1,"143,320.90",O
2019,3519,Central Minnesota Municipal Power Agency,MN,Political Subdivision,MRO,103.5,68.6,0,"381,874",0,0,0,0,0,0,0,"381,874",0,"381,874",0,0,0,"381,874",0,0,"15,654.70",0,"5,746.50",0,"21,401.20",O
2019,3522,Chugach Electric Assn Inc,AK,Cooperative,AK,172,213,"960,771","250,874",0,0,0,"350,168","345,647","4,521",0,"1,216,166","1,055,695","56,901",0,"4,164","99,406","1,216,166","200,240.90",0,"5,834.20",0,"3,835.70","2,247.80","212,158.60",O
2019,3525,Village of Churchville - (NY),NY,Municipal,NPCC,4,55,0,"21,998",0,0,0,0,0,0,0,"21,998","21,998",0,0,0,0,"21,998","1,593.20",0,0,0,0,0,"1,593.20",O
2019,3527,Choctaw Electric Coop Inc,OK,Cooperative,SPP,99,103.5,0,"496,305",0,0,0,0,0,0,0,"496,305","476,205",0,0,465,"19,635","496,305","47,106.90",0,0,0,0,-389.2,"46,717.70",O
2019,3535,City of Cimarron - (KS),KS,Municipal,SPP,6,3,0,"17,790",0,0,0,0,0,0,0,"17,790","15,599",0,0,"1,032","1,159","17,790","1,681.00",0,0,0,0,0,"1,681.00",O
2019,3542,Duke Energy Ohio Inc,OH,Investor Owned,RFC,861,955,0,"5,356,682",0,0,0,0,0,0,0,"5,356,682","4,009,677","1,063,346",0,"11,501","272,158","5,356,682","430,033.60","561,087.30","34,064.90","-1,163.40","25,019.90","13,372.70","1,062,415.00",O
2019,3597,Citizens Electric Co - (PA),PA,Investor Owned,RFC,36,52,0,"128,556",0,0,0,0,0,0,0,"128,556","120,512",0,0,142,"7,902","128,556","12,489.00",839,0,0,0,87.9,"13,415.90",O
2019,3600,Citizens Electric Corporation - (MO),MO,Cooperative,SERC,259.9,259.2,0,"1,671,156",0,0,0,0,0,0,0,"1,671,156","1,645,183",313,0,"1,968","23,692","1,671,156","115,003.00",0,32,0,0,108,"115,143.00",O
2019,3601,Boston Energy Trading and Marketing LLC,MA,Wholesale Power Marketer,,0,0,0,"176,294",0,0,0,0,0,0,0,"176,294",0,"176,294",0,0,0,"176,294",0,0,"4,640.80",0,0,0,"4,640.80",O
2019,3633,City of McLaughlin - (SD),SD,Municipal,MRO,0.8,0.4,0,"6,491",0,0,0,0,0,0,0,"6,491","6,491",0,0,0,0,"6,491",635,0,0,0,0,0,635,O
2019,3634,City of Nixa - (MO),MO,Municipal,SPP,50,30,0,"173,202",0,0,0,0,0,0,0,"173,202","159,554",0,0,"13,648",0,"173,202","19,945.00",0,0,0,0,0,"19,945.00",O
2019,3641,"Claiborne Electric Coop, Inc",LA,Cooperative,SERC,130.1,125.9,0,"660,324",0,0,0,0,0,0,0,"660,324","633,137",0,0,708,"26,479","660,324","58,940.00",0,0,0,0,"-1,072.00","57,868.00",O
2019,3644,PUD No 1 of Clallam County,WA,Political Subdivision,WECC,103.9,196.5,0,"677,890",0,0,0,0,0,0,0,"677,890","638,626",0,"3,830",0,"35,434","677,890","62,492.10",0,0,0,0,"2,300.00","64,792.10",O
2019,3647,City of Claremore,OK,Municipal,SPP,76.8,44.8,0,"308,497",0,0,0,0,0,0,0,"308,497","273,688",0,0,0,"34,809","308,497","26,448.00",0,0,0,0,0,"26,448.00",O
2019,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,WECC,831.5,983.4,"1,746,284","3,673,168",0,0,0,0,0,0,0,"5,419,452","4,514,170","699,377",0,0,"205,905","5,419,452","367,584.00",0,"16,671.00","-22,108.00",0,"11,904.00","374,051.00",O
2019,3687,Clark Energy Coop Inc - (KY),KY,Cooperative,SERC,88,129,0,"451,191",0,0,0,0,0,0,0,"451,191","429,562",0,0,660,"20,969","451,191","46,518.00",0,0,0,0,"1,460.00","47,978.00",O
2019,3701,Clark Electric Coop - (WI),WI,Cooperative,MRO,35.4,38.6,0,"208,083",0,0,0,0,0,0,0,"208,083","196,883",0,0,0,"11,200","208,083","23,455.70",0,0,0,0,-61.6,"23,394.10",O
2019,3702,Clarksdale Public Utilities,MS,Municipal,SERC,40,21,156,"154,943",0,0,0,0,0,0,0,"155,099","122,772",0,"1,694",0,"30,633","155,099","15,509.00",0,0,0,0,902,"16,411.00",O
2019,3704,City of Clarksville - (TN),TN,Municipal,SERC,337.8,364.8,0,"1,623,763",0,0,0,0,0,0,0,"1,623,763","1,565,079",0,0,"2,504","56,180","1,623,763","171,291.00",0,0,0,0,"6,489.00","177,780.00",O
2019,3705,Clarksville Light & Water Co,AR,Municipal,SPP,45,39,0,"246,315",0,0,0,0,0,0,0,"246,315","228,974",0,"2,645",0,"14,696","246,315","16,602.00",0,0,0,0,332,"16,934.00",O
2019,3710,City of Clay Center - (KS),KS,Municipal,SPP,16.8,9,997,"50,637",0,0,0,0,0,0,0,"51,634","45,500",0,"1,390","1,260","3,484","51,634","5,338.00",0,0,0,0,0,"5,338.00",O
2019,3712,Clay County Electric Coop Corp,AR,Cooperative,SERC,67.1,61.1,0,"291,642",0,0,0,0,0,0,0,"291,642","275,628",0,0,742,"15,272","291,642","34,014.80",0,0,0,0,565.7,"34,580.50",O
2019,3716,Clay-Union Electric Corp,SD,Cooperative,MRO,14,18,0,"81,383",0,0,0,0,0,0,0,"81,383","77,226",0,202,0,"3,955","81,383","8,592.00",0,0,0,0,119,"8,711.00",O
2019,3722,Clarke Electric Coop Inc - (IA),IA,Cooperative,,21.8,25.1,0,"120,865",0,0,0,0,0,0,0,"120,865","111,350","1,624",0,0,"7,891","120,865","13,071.10",0,116.3,0,0,55.9,"13,243.30",O
2019,3726,Clay Electric Coop Inc,IL,Cooperative,RFC,11,10,0,"54,660",0,0,0,0,0,0,0,"54,660","50,953",0,0,62,"3,645","54,660","7,636.00",0,0,0,0,0,"7,636.00",O
2019,3731,Town of Clayton,NC,Municipal,SERC,28.7,25,0,"119,978",0,0,0,0,0,0,0,"119,978","113,393",0,663,0,"5,922","119,978","15,003.00",0,0,0,0,0,"15,003.00",O
2019,3732,Town of Clayton,DE,Municipal,RFC,6.6,4.1,0,"22,644",0,0,0,0,0,0,-630,"22,014","20,779",0,0,0,"1,235","22,014","2,912.50",0,0,0,0,0,"2,912.50",O
2019,3735,City of Colman - (SD),SD,Municipal,MRO,1.8,2.3,0,"10,295",0,0,0,0,0,0,0,"10,295","10,061",0,0,0,234,"10,295","1,007.30",0,0,0,0,0,"1,007.30",O
2019,3739,Clearwater Power Company,ID,Cooperative,WECC,33.4,52.9,0,"213,902",0,0,0,0,0,0,0,"213,902","199,300",0,0,563,"14,039","213,902","20,796.60",0,0,0,0,331.7,"21,128.30",O
2019,3755,Cleveland Electric Illum Co,OH,Investor Owned,RFC,"4,188.50","3,358.40",0,"2,236,070",0,0,0,0,0,0,0,"2,236,070","2,130,363",0,0,"17,387","88,320","2,236,070","242,855.60","742,661.20",0,"-6,242.40",0,"19,852.90","999,127.30",O
2019,3757,"Clay Electric Cooperative, Inc",FL,Cooperative,FRCC,749,726.7,0,"3,502,209",0,0,0,0,0,0,0,"3,502,209","3,349,589",0,0,"3,615","149,005","3,502,209","354,830.40",0,0,0,0,"9,886.80","364,717.20",O
2019,3758,City of Cleveland - (TN),TN,Municipal,SERC,209.5,201.3,0,"1,063,653",0,0,0,0,0,0,0,"1,063,653","1,034,560",0,0,0,"29,093","1,063,653","101,772.00",0,0,0,0,"1,588.70","103,360.70",O
2019,3762,City of Cleveland - (OH),OH,Municipal,RFC,310.2,266.8,"5,439","1,745,484",0,"59,248","-59,248",0,0,0,0,"1,691,675","1,589,110",0,0,"2,850","99,715","1,691,675","204,203.20",0,0,0,0,0,"204,203.20",O
2019,3764,Clearwater-Polk Elec Coop Inc,MN,Cooperative,MRO,11.2,21.9,0,"80,525",0,0,0,0,0,0,0,"80,525","73,767",0,0,0,"6,758","80,525","9,930.00",0,0,0,0,152,"10,082.00",O
2019,3774,City of Clewiston,FL,Municipal,FRCC,22.3,16.3,0,"106,383",0,0,0,0,0,0,0,"106,383","99,262",0,0,0,"7,121","106,383","11,340.80",0,0,0,0,0,"11,340.80",O
2019,3804,Clinton Combined Utility Sys,SC,Municipal,SERC,23.7,17.3,0,"113,873",0,0,0,0,0,0,0,"113,873","103,117",0,"3,061",101,"7,594","113,873","13,141.00",0,0,0,0,0,"13,141.00",O
2019,3806,"Clinton County Elec Coop, Inc",IL,Cooperative,RFC,32,30,0,"150,928",0,0,0,0,0,0,0,"150,928","144,617",0,0,0,"6,311","150,928","17,109.00",0,0,0,0,102,"17,211.00",O
2019,3812,City of Clinton - (TN),TN,Municipal,SERC,155.7,165,0,"819,693",0,0,0,0,0,0,0,"819,693","793,612",0,0,0,"26,081","819,693","79,881.00",0,0,0,0,"2,215.70","82,096.70",O
2019,3813,Village of Clinton - (MI),MI,Municipal,RFC,5.8,5.5,2,"21,930",0,0,0,0,0,0,0,"21,932","21,932",0,0,0,0,"21,932","2,797.00",0,0,0,0,0,"2,797.00",O
2019,3814,City of Clintonville - (WI),WI,Municipal,MRO,24.4,22.9,0,"120,368",0,0,0,0,0,0,0,"120,368","117,121",0,0,0,"3,247","120,368","10,925.00",0,0,0,0,0,"10,925.00",O
2019,3815,Town of Coatesville - (IN),IN,Municipal,RFC,12.4,16.5,0,"5,150",0,0,0,0,0,0,0,"5,150","4,861",0,0,0,289,"5,150",485.3,0,0,0,0,15.5,500.8,O
2019,3824,Clyde Light & Power,OH,Municipal,RFC,35.1,34,0,"211,933",0,0,0,0,0,0,0,"211,933","206,796",0,0,0,"5,137","211,933","18,343.00",0,0,0,0,0,"18,343.00",O
2019,3828,Cloverland Electric Co-op,MI,Cooperative,RFC,109.4,136.8,"226,829","527,810",0,0,0,0,0,0,0,"754,639","716,233","8,228",0,0,"30,178","754,639","79,389.90",0,191.6,0,0,0,"79,581.50",O
2019,3839,Coahoma Electric Power Assn,MS,Cooperative,SERC,46,35.6,0,"179,799",0,0,0,0,0,0,0,"179,799","165,549",0,0,0,"14,250","179,799","19,002.50",0,0,0,0,563.7,"19,566.20",O
2019,3841,Coast Electric Power Assn,MS,Cooperative,SERC,405,409,0,"1,858,901",0,0,0,0,0,0,0,"1,858,901","1,776,192",0,0,"2,835","79,874","1,858,901","192,619.00",0,0,0,0,"8,817.00","201,436.00",O
2019,3843,Coastal Electric Member Corp,GA,Cooperative,SERC,108,109.4,0,"532,184",0,0,0,0,0,0,0,"532,184","514,295",0,0,884,"17,005","532,184","59,738.30",0,0,0,0,"1,243.00","60,981.30",O
