Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2019,2212,"Broad River Electric Coop, Inc",A,Bundled,O,SC,Cooperative,DUK,"40,323.00","275,432","20,642","5,259.80","40,666","1,012","5,322.10","73,827",7,.,.,.,"50,904.90","389,925","21,661"
2019,2215,"Bridger Valley Elec Assn, Inc",A,Bundled,O,UT,Cooperative,WACM,"1,351.10","8,327","1,790",507.5,"4,527",233,64.2,573,30,.,.,.,"1,922.80","13,427","2,053"
2019,2215,"Bridger Valley Elec Assn, Inc",A,Bundled,O,WY,Cooperative,WACM,"4,332.10","40,016","3,656","2,097.40","21,691",852,"4,831.40","67,805",194,.,.,.,"11,260.90","129,512","4,702"
2019,2220,Brigham City Corporation,A,Bundled,O,UT,Municipal,PACE,"5,405.00","50,940","6,950","6,302.00","69,773",991,"2,911.00","47,690",1,.,.,.,"14,618.00","168,403","7,942"
2019,2236,Town of Brinson - (GA),A,Bundled,O,GA,Municipal,SOCO,209.4,"1,685",129,2.4,18,1,.,.,.,.,.,.,211.8,"1,703",130
2019,2247,City of Bristol - (TN),A,Bundled,O,TN,Municipal,TVA,"44,289.00","449,936","29,001","34,343.00","315,378","4,722","7,750.00","115,267",9,0,0,0,"86,382.00","880,581","33,732"
2019,2248,Bristol Virginia Utilities,A,Bundled,O,VA,Municipal,TVA,"20,653.00","196,798","13,618","19,601.00","178,755","2,723","4,972.00","79,572",4,0,0,0,"45,226.00","455,125","16,345"
2019,2268,Town of Braman - (OK),A,Bundled,O,OK,Municipal,SWPP,164.8,"1,056",161,31.7,247,3,0,0,0,.,.,.,196.5,"1,303",164
2019,2270,City of Bronson,A,Bundled,O,KS,Municipal,SWPP,185.4,"1,258",121,33.4,205,15,.,.,.,.,.,.,218.8,"1,463",136
2019,2272,Village of Brocton - (NY),A,Bundled,O,NY,Municipal,NYIS,415.6,"9,057",786,293.1,"4,585",88,71.5,"1,571",2,0,0,0,780.2,"15,213",876
2019,2273,Brodhead Water & Lighting Comm,A,Bundled,O,WI,Municipal,MISO,"1,516.00","12,863","1,526","1,120.00","10,239",314,"1,035.20","11,169",2,0,0,0,"3,671.20","34,271","1,842"
2019,2277,City of Broken Bow - (NE),A,Bundled,O,NE,Municipal,SWPP,"2,880.00","23,010","2,164","2,660.00","21,450",864,"4,584.00","53,833",10,.,.,.,"10,124.00","98,293","3,038"
2019,2285,City of Brookings - (SD),A,Bundled,O,SD,Municipal,WACM,"11,078.00","102,104","9,625","4,353.00","38,308","1,445","14,516.00","180,472",167,0,0,0,"29,947.00","320,884","11,237"
2019,2287,City of Brooklyn - (IA),A,Bundled,O,IA,Municipal,MISO,770,"7,100",692,470,"4,450",120,52,661,2,.,.,.,"1,292.00","12,211",814
2019,2304,Town of Brookston - (IN),A,Bundled,O,IN,Municipal,MISO,918,"9,399",748,260,"2,336",85,116,"1,032",1,0,0,0,"1,294.00","12,767",834
2019,2316,Brown County Rural Elec Assn,A,Bundled,O,MN,Cooperative,MISO,"8,082.30","68,125","3,715","4,204.80","39,685",778,"2,613.30","29,369",47,.,.,.,"14,900.40","137,179","4,540"
2019,2354,Brown-Atchison E C A Inc,A,Bundled,O,KS,Cooperative,SWPP,"4,291.40","31,113","2,809","2,344.00","17,854",455,.,.,.,.,.,.,"6,635.40","48,967","3,264"
2019,2394,Burke-Divide Electric Coop Inc,A,Bundled,O,ND,Cooperative,SWPP,"3,562.00","44,798","2,177","21,217.00","183,634","1,289",.,.,.,.,.,.,"24,779.00","228,432","3,466"
2019,2409,Brownsville Public Utilities Board,A,Bundled,O,TX,Municipal,ERCO,"60,440.00","586,939","44,802","24,639.00","139,494","4,946","36,830.00","542,454",665,0,.,.,"121,909.00","1,268,887","50,413"
2019,2411,City of Brownsville,A,Bundled,O,TN,Municipal,TVA,"5,389.00","53,648","4,128","5,965.00","56,877","1,206","5,610.00","96,503",4,0,0,0,"16,964.00","207,028","5,338"
2019,2412,City of Brownton - (MN),A,Bundled,O,MN,Municipal,MISO,331.6,"3,484",403,98.9,"1,027",54,7.7,63,6,.,.,.,438.2,"4,574",463
2019,2423,City of Brundidge - (AL),A,Bundled,O,AL,Municipal,AEC,"1,393.10","11,682","1,020","1,567.20","12,749",230,"2,747.90","27,614",3,0,0,0,"5,708.20","52,045","1,253"
2019,2439,City of Bryan - (OH),A,Bundled,O,OH,Municipal,PJM,"5,366.30","46,210","5,061","2,938.50","24,689",703,"10,704.50","105,541",58,.,.,.,"19,009.30","176,440","5,822"
2019,2442,City of Bryan - (TX),A,Bundled,O,TX,Municipal,ERCO,"74,243.50","718,060","51,755","52,199.90","596,171","9,169","14,419.20","193,197",18,.,.,.,"140,862.60","1,507,428","60,942"
2019,2448,City of Bryant - (SD),A,Bundled,O,SD,Municipal,SWPP,286.4,"2,342",196,240.2,"1,448",53,.,.,.,.,.,.,526.6,"3,790",249
2019,2469,Buckeye Water C&D District,A,Bundled,O,AZ,Political Subdivision,AZPS,155,"1,339",66,0,0,0,408,"4,949",27,.,.,.,563,"6,288",93
2019,2485,City of Buffalo - (MN),A,Bundled,O,MN,Municipal,MISO,"5,709.40","41,641","5,246","7,428.00","57,383",842,"1,494.50","12,337",9,.,.,.,"14,631.90","111,361","6,097"
2019,2487,City of Buford,A,Bundled,O,GA,Municipal,SOCO,"4,032.50","34,518","2,673","8,695.80","74,061",963,"9,750.80","109,099",15,.,.,.,"22,479.10","217,678","3,651"
2019,2491,City of Buhl - (MN),A,Bundled,O,MN,Municipal,MISO,353,"3,783",540,256,"2,413",47,.,.,.,.,.,.,609,"6,196",587
2019,2502,"Buckeye Rural Elec Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,"35,187.00","224,448","17,725","2,234.00","16,146",594,693,"4,592",214,.,.,.,"38,114.00","245,186","18,533"
2019,2507,City of Burbank Water and Power,A,Bundled,O,CA,Municipal,LDWP,"43,286.60","273,866","46,294","119,163.20","786,683","7,004",.,.,.,.,.,.,"162,449.80","1,060,549","53,298"
2019,2534,City of Burke - (SD),A,Bundled,O,SD,Municipal,SWPP,362,"3,890",334,273,"3,014",131,.,.,.,.,.,.,635,"6,904",465
2019,2545,City of Burley - (ID),A,Bundled,O,ID,Municipal,BPAT,"3,720.00","41,741","3,992","4,924.00","72,265",785,.,.,.,.,.,.,"8,644.00","114,006","4,777"
2019,2547,City of Burlingame - (KS),A,Bundled,O,KS,Municipal,SWPP,542.4,"5,435",570,206.3,"2,269",95,.,.,.,.,.,.,748.7,"7,704",665
2019,2548,City of Burlington Electric - (VT),A,Bundled,O,VT,Municipal,ISNE,"12,944.40","82,161","17,260","25,240.20","174,741","3,918","7,522.70","65,699",9,0,0,0,"45,707.30","322,601","21,187"
2019,2550,City of Burlington - (CO),A,Bundled,O,CO,Municipal,WACM,"1,666.50","10,531","1,767",732.6,"16,828",339,"1,564.30","4,695",81,0,0,0,"3,963.40","32,054","2,187"
2019,2551,City of Burlington - (KS),A,Bundled,O,KS,Municipal,SWPP,"1,623.50","13,004","1,309","1,818.90","15,358",376,270.6,"2,328",1,.,.,.,"3,713.00","30,690","1,686"
2019,2553,City of Burlington - (OK),A,Bundled,O,OK,Municipal,SWPP,133,"2,088",56,152,"1,297",20,.,.,.,.,.,.,285,"3,385",76
2019,2559,City of Burnet - (TX),A,Bundled,O,TX,Municipal,ERCO,"3,200.00","29,598","2,275","4,791.00","44,234",784,936,"9,558",1,.,.,.,"8,927.00","83,390","3,060"
2019,2599,Burt County Public Power Dist,A,Bundled,O,NE,Political Subdivision,SWPP,"8,263.00","62,168","3,383","2,767.00","23,656",322,"1,356.00","5,058",480,.,.,.,"12,386.00","90,882","4,185"
2019,2600,City of Burt,A,Bundled,O,IA,Municipal,MISO,250.6,"1,931",228,62.5,474,41,70,485,15,.,.,.,383.1,"2,890",284
2019,2609,City of Burwell - (NE),A,Bundled,O,NE,Municipal,SWPP,"1,010.00","6,394",554,734,"5,449",140,44,444,1,.,.,.,"1,788.00","12,287",695
2019,2633,City of Bushnell - (FL),A,Bundled,O,FL,Municipal,FPC,"1,197.10","9,350","1,158","1,954.90","19,701",438,0,0,0,0,0,0,"3,152.00","29,051","1,596"
2019,2634,City of Bushnell - (IL),A,Bundled,O,IL,Municipal,MISO,"1,706.00","12,655","1,356","1,188.00","10,090",232,920,"10,393",9,.,.,.,"3,814.00","33,138","1,597"
2019,2641,"Butler Rural El Coop Assn, Inc - (KS)",A,Bundled,O,KS,Cooperative,SWPP,"14,189.00","102,045","6,730","2,854.70","19,282",837,"1,195.50","11,856",8,.,.,.,"18,239.20","133,183","7,575"
2019,2643,Butler Public Power District - (NE),A,Bundled,O,NE,Political Subdivision,SWPP,"7,666.00","70,581","4,631","2,520.00","26,996",564,"9,381.00","96,095","1,118",0,0,0,"19,567.00","193,672","6,313"
2019,2647,City of Butler - (MO),A,Bundled,O,MO,Municipal,SWPP,"2,309.50","17,915","1,939","2,153.90","17,286",425,498.5,"5,205",4,.,.,.,"4,961.90","40,406","2,368"
2019,2650,Borough of Butler - (NJ),A,Bundled,O,NJ,Municipal,PJM,"12,703.70","97,537","10,208","6,937.70","52,322","1,498",.,.,.,.,.,.,"19,641.40","149,859","11,706"
2019,2651,Butler Rural Electric Coop Inc - (OH),A,Bundled,O,OH,Cooperative,PJM,"29,039.00","183,801","11,011","2,063.00","14,470",438,"1,639.00","17,218",7,.,.,.,"32,741.00","215,489","11,456"
2019,2652,Butler County Rural Elec Coop - (IA),A,Bundled,O,IA,Cooperative,SWPP,"12,783.50","98,488","4,848",52.1,393,28,"10,604.60","122,068",209,.,.,.,"23,440.20","220,949","5,085"
2019,2655,"Butte Electric Coop, Inc",A,Bundled,O,SD,Cooperative,WACM,"9,127.60","67,551","5,233","4,928.60","36,704",827,343.7,"1,603",189,.,.,.,"14,399.90","105,858","6,249"
2019,2678,C & L Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,"28,739.00","259,275","19,736","9,899.00","86,537","2,460","1,369.00","15,556",11,.,.,.,"40,007.00","361,368","22,207"
2019,2726,City of Cabool - (MO),A,Bundled,O,MO,Municipal,AECI,857,"8,930",758,757,"8,787",251,"1,831.00","24,481",13,.,.,.,"3,445.00","42,198","1,022"
2019,2759,Village of Cadott - (WI),A,Bundled,O,WI,Municipal,MISO,736,"6,181",665,656,"5,627",159,98,950,1,.,.,.,"1,490.00","12,758",825
2019,2773,City of Cairo - (GA),A,Bundled,O,GA,Municipal,SOCO,"6,244.60","48,495","3,923","6,290.70","49,903",694,"3,206.70","35,940",5,.,.,.,"15,742.00","134,338","4,622"
2019,2774,CMS Electric Coop Inc,A,Bundled,O,KS,Cooperative,SWPP,"4,316.50","26,267","3,152","11,796.90","83,024","2,653","7,803.20","103,767",90,.,.,.,"23,916.60","213,058","5,895"
2019,2776,Cairo Public Utility Company,A,Bundled,O,IL,Municipal,MISO,"1,259.70","9,211",887,"2,120.70","16,120",315,"3,675.10","40,008",1,.,.,.,"7,055.50","65,339","1,203"
2019,2800,City of Caldwell,A,Bundled,O,TX,Municipal,MISO,"2,620.10","22,396","1,596","2,828.00","26,692",463,"1,117.10","11,201",18,.,.,.,"6,565.20","60,289","2,077"
2019,2809,City of Callender - (IA),A,Bundled,O,IA,Municipal,MISO,225,"1,683",178,40,309,22,.,.,.,.,.,.,265,"1,992",200
2019,2810,City of Caledonia - (MN),A,Bundled,O,MN,Municipal,MISO,"1,293.00","9,373","1,355",387,"3,168",235,"1,275.00","12,021",83,.,.,.,"2,955.00","24,562","1,673"
2019,2812,City of Calhoun - (GA),A,Bundled,O,GA,Municipal,SOCO,"5,635.00","48,440","4,254","9,390.50","78,362","1,203","18,517.10","247,980",18,0,0,0,"33,542.60","374,782","5,475"
2019,2830,Calpine Power America LLC,B,Energy,O,CA,Retail Power Marketer,CISO,.,.,.,"70,632.00","1,435,990",3,.,.,.,.,.,.,"70,632.00","1,435,990",3
2019,2830,Calpine Power America LLC,B,Energy,O,ME,Retail Power Marketer,ISNE,.,.,.,.,.,.,419,"15,794",1,.,.,.,419,"15,794",1
2019,2830,Calpine Power America LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.,.,.,.,"9,892.00","217,365",1,.,.,.,"9,892.00","217,365",1
2019,2849,Central Electric Power Assn - (MS),A,Bundled,O,MS,Cooperative,TVA,"50,887.00","461,049","29,706","29,443.00","247,461","7,009","10,889.00","170,236",8,0,0,0,"91,219.00","878,746","36,723"
2019,2851,City of California - (MO),A,Bundled,O,MO,Municipal,MISO,"2,311.50","22,075","2,005",417.1,"3,647",287,952.7,"12,166",83,0,0,0,"3,681.30","37,888","2,375"
2019,2859,Village of Callaway - (NE),A,Bundled,O,NE,Municipal,SWPP,535.7,"4,135",360,366.1,"3,538",69,.,.,.,.,.,.,901.8,"7,673",429
2019,2888,City of Cambridge - (NE),A,Bundled,O,NE,Municipal,SWPP,652,"5,864",473,702,"7,546",138,"2,199.00","34,628",1,.,.,.,"3,553.00","48,038",612
2019,2890,City of Camden,A,Bundled,O,SC,Municipal,CPLE,"13,622.00","109,743","9,578","9,044.00","67,817","1,346",.,.,.,.,.,.,"22,666.00","177,560","10,924"
2019,2900,City of Cameron,A,Bundled,O,MO,Municipal,AECI,"3,533.00","31,229","2,906","2,351.00","26,692",504,"1,266.00","17,038",6,.,.,.,"7,150.00","74,959","3,416"
2019,2903,Canoochee Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"36,640.30","295,931","20,998","7,060.20","76,263",383,"6,546.50","69,645",753,.,.,.,"50,247.00","441,839","22,134"
2019,2910,City of Camilla,A,Bundled,O,GA,Municipal,SOCO,"3,172.30","26,109","1,955","1,290.80","9,776",401,"9,579.50","113,010",209,.,.,.,"14,042.60","148,895","2,565"
2019,2911,"Canadian Valley Elec Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"35,973.50","361,547","22,621","12,441.60","141,287","2,487","14,906.60","278,701",27,.,.,.,"63,321.70","781,535","25,135"
2019,2931,Village of Campbell - (NE),A,Bundled,O,NE,Municipal,SWPP,182,"1,566",167,67,660,65,1,19,1,.,.,.,250,"2,245",233
2019,2955,Canby Utility Board,A,Bundled,O,OR,Municipal,PGE,"6,371.70","78,181","6,792","4,522.50","76,722",792,"2,095.00","35,677",13,.,.,.,"12,989.20","190,580","7,597"
2019,2960,"Caney Fork Electric Coop, Inc",A,Bundled,O,TN,Cooperative,TVA,"44,997.00","393,347","27,296","17,577.00","124,251","5,396","5,131.00","82,470",4,0,0,0,"67,705.00","600,068","32,696"
2019,2961,"Caney Valley El Coop Assn, Inc",A,Bundled,O,KS,Cooperative,SWPP,"5,204.50","31,835","3,544","4,140.10","27,921","1,757",.,.,.,.,.,.,"9,344.60","59,756","5,301"
2019,2964,Cannelton Utilities,A,Bundled,O,IN,Municipal,MISO,794.6,"8,236",781,250.3,"2,679",145,165,"2,085",5,.,.,.,"1,209.90","13,000",931
2019,2974,Canton Municipal Utilities,A,Bundled,O,MS,Municipal,MISO,"4,862.00","48,392","3,863","3,101.00","29,632",761,"2,636.00","32,528",13,.,.,.,"10,599.00","110,552","4,637"
2019,2982,Cape Hatteras Elec Member Corp,A,Bundled,O,NC,Cooperative,PJM,"14,656.00","93,981","6,706","4,728.00","37,678","1,064",.,.,.,.,.,.,"19,384.00","131,659","7,770"
2019,2985,"Capital Electric Coop, Inc",A,Bundled,O,ND,Cooperative,SWPP,"23,267.50","227,798","18,412","14,584.70","143,864","2,586",143.4,634,60,.,.,.,"37,995.60","372,296","21,058"
2019,2986,"Cam Wal Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,"4,916.00","40,101","2,163","1,974.50","18,287",194,418,"2,578",117,.,.,.,"7,308.50","60,966","2,474"
2019,2998,"Carbon Power & Light, Inc",A,Bundled,O,WY,Cooperative,WACM,"6,776.80","42,934","5,110","6,303.50","50,142","1,165","2,199.80","17,374",55,.,.,.,"15,280.10","110,450","6,330"
2019,3008,Village of Carey - (OH),A,Bundled,O,OH,Municipal,PJM,"1,990.00","18,640","1,705",862.4,"10,281",178,"5,316.10","65,494",8,.,.,.,"8,168.50","94,415","1,891"
2019,3029,City of Carlisle- (IA),A,Bundled,O,IA,Municipal,MISO,"1,490.60","10,627","1,290",538.6,"4,144",181,465.3,"3,626",60,0,0,0,"2,494.50","18,397","1,531"
2019,3037,City of Carlyle - (IL),A,Bundled,O,IL,Municipal,MISO,"1,893.00","15,162","1,761","1,966.10","17,262",307,0,0,0,.,.,.,"3,859.10","32,424","2,068"
2019,3040,City of Carmi - (IL),A,Bundled,O,IL,Municipal,MISO,"3,784.20","23,717","2,505","2,826.00","17,034",596,911.4,"8,301",4,0,0,0,"7,521.60","49,052","3,105"
2019,3046,Duke Energy Progress - (NC),A,Bundled,O,NC,Investor Owned,CPLE,"1,909,185.00","16,135,938","1,221,129","1,277,604.90","13,726,774","206,729","530,144.00","8,031,263","3,406",.,.,.,"3,716,933.90","37,893,975","1,431,264"
2019,3046,Duke Energy Progress - (NC),A,Bundled,O,SC,Investor Owned,CPLE,"259,951.20","2,106,868","137,456","171,878.60","1,747,728","31,825","151,743.50","2,442,413",604,.,.,.,"583,573.30","6,297,009","169,885"
2019,3075,Carroll County - (TN),A,Bundled,O,TN,Municipal,TVA,"19,186.00","180,844","12,090","11,257.00","101,475","3,439","7,290.00","151,817",2,0,0,0,"37,733.00","434,136","15,531"
2019,3076,"Carroll Electric Coop, Inc - (OH)",A,Bundled,O,OH,Cooperative,PJM,"17,893.00","126,038","10,791","2,159.00","15,121","1,102","1,994.00","16,369",6,.,.,.,"22,046.00","157,528","11,899"
2019,3081,Carroll Electric Member Corp - (GA),A,Bundled,O,GA,Cooperative,SOCO,"84,397.50","704,773","48,821","16,120.20","141,327","2,904","15,642.10","253,610",35,.,.,.,"116,159.80","1,099,710","51,760"
2019,3082,Carrollton Board of Public Wks,A,Bundled,O,MO,Municipal,SWPP,"2,085.00","16,795","1,618",219,"1,329",250,"2,140.00","17,002",168,.,.,.,"4,444.00","35,126","2,036"
2019,3093,Carroll Electric Coop Corp - (AR),A,Bundled,O,AR,Cooperative,SWPP,"116,258.00","1,217,809","84,700","28,922.00","349,968","5,923","19,779.00","337,008",47,0,0,0,"164,959.00","1,904,785","90,670"
2019,3093,Carroll Electric Coop Corp - (AR),A,Bundled,O,MO,Cooperative,SWPP,"12,250.00","123,851","11,357","1,978.00","22,038",857,0,0,0,0,0,0,"14,228.00","145,889","12,214"
2019,3107,Carteret-Craven El Member Corp,A,Bundled,O,NC,Cooperative,CPLE,"53,968.00","455,402","36,522","14,570.00","139,567","4,067",.,.,.,.,.,.,"68,538.00","594,969","40,589"
2019,3108,City of Cartersville - (GA),A,Bundled,O,GA,Municipal,SOCO,"9,289.60","84,788","6,310","16,370.30","170,686","1,412","22,069.00","332,834",13,.,.,.,"47,728.90","588,308","7,735"
2019,3111,Cass Electric Coop,A,Bundled,O,IA,Cooperative,MISO,127,"1,174",90,.,.,.,.,.,.,.,.,.,127,"1,174",90
2019,3113,City of Carthage - (MO),A,Bundled,O,MO,Municipal,SPA,"8,761.00","78,790","6,669","6,097.00","66,165","1,072","10,509.00","146,943",30,.,.,.,"25,367.00","291,898","7,771"
2019,3136,City of Cascade Locks - (OR),A,Bundled,O,OR,Municipal,BPAT,854.8,"9,934",726,"1,238.60","16,051",202,.,.,.,.,.,.,"2,093.40","25,985",928
2019,3137,Cascade Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,846.1,"7,694",949,869.2,"9,593",190,108.5,"1,157",3,.,.,.,"1,823.80","18,444","1,142"
2019,3153,City of Casey - (IL),A,Bundled,O,IL,Municipal,MISO,"1,469.00","12,807","1,600","1,633.00","16,078",311,0,0,0,.,.,.,"3,102.00","28,885","1,911"
2019,3156,Village of Cashton - (WI),A,Bundled,O,WI,Municipal,MISO,434.2,"4,378",493,760.4,"4,759",85,226.4,"7,395",3,.,.,.,"1,421.00","16,532",581
2019,3164,Village of Castile - (NY),A,Bundled,O,NY,Municipal,NYIS,389,"6,680",539,59,702,76,134,"2,426",15,.,.,.,582,"9,808",630
2019,3168,City of Castroville - (TX),A,Bundled,O,TX,Municipal,ERCO,"2,059.20","15,368","1,242","1,618.00","12,138",304,.,.,.,.,.,.,"3,677.20","27,506","1,546"
2019,3170,Borough of Catawissa,A,Bundled,O,PA,Municipal,PJM,"1,008.00","5,839",924,537,"3,440",67,0,0,0,0,0,0,"1,545.00","9,279",991
2019,3186,City of Cavalier - (ND),A,Bundled,O,ND,Municipal,MISO,706,"8,294",712,656,"8,032",174,0,0,.,.,.,.,"1,362.00","16,326",886
2019,3191,City of Cawker City - (KS),A,Bundled,O,KS,Municipal,SWPP,329,"2,498",347,151,"1,564",49,.,.,.,.,.,.,480,"4,062",396
2019,3203,Cedar Falls Utilities,A,Bundled,O,IA,Municipal,MISO,"16,139.40","170,532","17,128","16,610.20","236,111","2,146","5,357.20","78,718",251,.,.,.,"38,106.80","485,361","19,525"
2019,3205,Cedar-Knox Public Power Dist,A,Bundled,O,NE,Political Subdivision,SWPP,"9,349.00","110,393","5,483","9,411.00","124,416",732,"3,614.00","18,713","1,235",.,.,.,"22,374.00","253,522","7,450"
2019,3208,Cedarburg Light & Water Comm,A,Bundled,O,WI,Municipal,MISO,"5,267.80","44,312","5,512","4,653.90","44,870",920,"1,263.00","16,532",2,0,0,0,"11,184.70","105,714","6,434"
2019,3216,City of Celina - (OH),A,Bundled,O,OH,Municipal,PJM,"7,894.00","62,536","6,960","5,743.00","61,705",882,"7,983.00","102,673",13,.,.,.,"21,620.00","226,914","7,855"
2019,3222,Central Alabama Electric Coop,A,Bundled,O,AL,Cooperative,AEC,"80,041.00","602,040","41,920","10,074.00","83,547","1,860","1,378.00","15,719",3,.,.,.,"91,493.00","701,306","43,783"
2019,3226,"Central Rural Electric Cooperative, Inc",A,Bundled,O,OK,Cooperative,AECI,"32,622.00","341,316","17,564","20,813.00","210,198","4,440","2,648.00","31,454",13,.,.,.,"56,083.00","582,968","22,017"
2019,3227,City of Center - (CO),A,Bundled,O,CO,Municipal,PSCO,"1,490.10","9,984",760,745,"4,992",191,248,"1,664",45,.,.,.,"2,483.10","16,640",996
2019,3230,Town of Centerville - (IN),A,Bundled,O,IN,Municipal,MISO,"1,557.00","14,660","1,282",477,"4,424",137,583,"5,175",31,.,.,.,"2,617.00","24,259","1,450"
2019,3235,City of Central City,A,Bundled,O,NE,Municipal,SWPP,"1,856.00","17,700","1,403","1,035.00","9,398",289,660,"6,102",10,.,.,.,"3,551.00","33,200","1,702"
2019,3236,"Central Electric Coop, Inc - (SD)",A,Bundled,O,SD,Cooperative,WACM,"14,909.90","124,863","6,393","3,277.60","29,158",649,"15,921.80","181,889",172,0,0,0,"34,109.30","335,910","7,214"
2019,3240,Central Electric Coop Inc - (OR),A,Bundled,O,OR,Cooperative,BPAT,"45,510.00","525,665","31,080","9,475.00","124,072","2,888","6,223.00","97,792","1,115",.,.,.,"61,208.00","747,529","35,083"
2019,3245,"Central Florida Elec Coop, Inc",A,Bundled,O,FL,Cooperative,SEC,"46,430.00","363,220","30,328","10,380.60","87,411","2,945","5,681.20","51,837",669,.,.,.,"62,491.80","502,468","33,942"
2019,3248,Central Georgia El Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"85,010.00","834,284","53,215","18,111.00","193,752","5,440","17,176.00","270,745",90,.,.,.,"120,297.00","1,298,781","58,745"
2019,3249,Central Hudson Gas & Elec Corp,A,Bundled,O,NY,Investor Owned,NYIS,"299,521.00","1,742,232","222,451","101,772.00","782,433","35,776","7,157.00","70,809",749,.,.,.,"408,450.00","2,595,474","258,976"
2019,3249,Central Hudson Gas & Elec Corp,C,Delivery,O,NY,Investor Owned,NYIS,"36,040.00","316,146","38,645","50,217.00","1,170,570","11,350","11,587.00","826,367",292,.,.,.,"97,844.00","2,313,083","50,287"
2019,3250,Central Electric Membership Corp. - (NC),A,Bundled,O,NC,Cooperative,CPLE,"43,116.00","326,374","20,727","6,519.00","53,387","2,357","3,827.00","48,797",14,.,.,.,"53,462.00","428,558","23,098"
2019,3264,Central Lincoln People's Ut Dt,A,Bundled,O,OR,Political Subdivision,BPAT,"41,860.00","426,527","34,363","16,393.00","191,358","5,342","32,381.00","649,582",196,0,0,0,"90,634.00","1,267,467","39,901"
2019,3265,Cleco Power LLC,A,Bundled,O,LA,Investor Owned,MISO,"431,195.00","3,566,279","245,763","312,456.00","2,861,834","41,851","147,753.00","1,851,004",547,.,.,.,"891,404.00","8,279,117","288,161"
2019,3266,Central Maine Power Co,A,Bundled,O,ME,Investor Owned,ISNE,"571,740.50","3,300,764","484,082","188,073.70","1,253,378","47,340","16,656.10","108,513","1,635",0,0,0,"776,470.30","4,662,655","533,057"
2019,3266,Central Maine Power Co,C,Delivery,O,ME,Investor Owned,ISNE,"41,632.60","500,964","67,430","90,348.50","2,106,534","21,281","55,327.50","1,934,519",860,0,0,0,"187,308.60","4,542,017","89,571"
2019,3268,Central Missouri Elec Coop Inc,A,Bundled,O,MO,Cooperative,AECI,"20,404.00","192,733","10,562","2,383.00","22,936",344,"7,686.00","120,957",2,.,.,.,"30,473.00","336,626","10,908"
2019,3273,"Central New Mexico El Coop, Inc",A,Bundled,O,NM,Cooperative,PNM,"20,185.00","115,784","16,194","8,850.00","43,718","1,489","5,933.00","61,297",303,.,.,.,"34,968.00","220,799","17,986"
2019,3282,"Central Texas Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"50,643.00","450,750","34,823","8,270.00","79,683","3,436","11,441.00","135,211","3,646",.,.,.,"70,354.00","665,644","41,905"
2019,3287,"Central Valley Elec Coop, Inc",A,Bundled,O,NM,Cooperative,SWPP,"6,648.20","82,510","5,768","6,972.90","65,175","4,972","44,766.80","673,667","4,588",.,.,.,"58,387.90","821,352","15,328"
2019,3291,Central Virginia Electric Coop,A,Bundled,O,VA,Cooperative,PJM,"72,393.00","492,589","33,334","13,873.00","111,094","4,124","9,590.00","145,178",26,.,.,.,"95,856.00","748,861","37,484"
2019,3293,Central Wisconsin Elec Coop,A,Bundled,O,WI,Cooperative,MISO,"11,273.00","60,004","7,329","3,553.20","25,981",672,"1,723.90","15,377",5,.,.,.,"16,550.10","101,362","8,006"
2019,3294,City of Centralia - (KS),A,Bundled,O,KS,Municipal,SWPP,339.3,"1,977",261,71,"1,235",39,0,0,0,0,0,0,410.3,"3,212",300
2019,3295,City of Centralia - (WA),A,Bundled,O,WA,Municipal,BPAT,"11,534.00","116,830","8,770","3,806.00","33,128","1,468","10,582.00","108,231",143,.,.,.,"25,922.00","258,189","10,381"
2019,3296,City of Centralia - (MO),A,Bundled,O,MO,Municipal,MISO,"2,813.70","24,813","2,064",806,"7,470",236,.,.,.,.,.,.,"3,619.70","32,283","2,300"
2019,3314,"Chariton Valley Elec Coop, Inc",A,Bundled,O,IA,Cooperative,AECI,"7,490.00","57,741","4,859","3,359.00","29,550","1,182",939,"9,943",6,.,.,.,"11,788.00","97,234","6,047"
2019,3315,"Charles Mix Electric Assn, Inc",A,Bundled,O,SD,Cooperative,SWPP,"4,799.00","34,541","2,198","3,060.00","30,989",214,149,123,140,.,.,.,"8,008.00","65,653","2,552"
