Connecticut,73461,60780,725,373,11583
Maine,70351,49011,1094,0,20246
Massachusetts,198335,136848,7655,8995,44837
New Hampshire,100572,30510,7010,450,62602
Rhode Island,12995,11884,436,300,375
Vermont,15994,13591,425,824,1154
New Jersey,233878,151360,7893,6072,68553
New York,634391,177656,7733,6933,442069
Pennsylvania,265698,217588,8550,7523,32037
Illinois,249913,134872,2600,8195,104246
Indiana,287449,222737,865,4360,59487
Michigan,242717,183721,686,788,57522
Ohio,280918,244515,3704,1717,30982
Wisconsin,155589,121811,11429,2107,20242
Iowa,85984,66005,314,0,19665
Kansas,77736,65545,1978,1442,8771
Minnesota,315883,170344,0,0,145539
Missouri,201656,156036,3543,477,41600
Nebraska,79305,52984,824,0,25497
North Dakota,11323,10972,351,0,0
South Dakota,31351,24158,672,225,6296
Delaware,76785,68015,2674,1931,4165
District of Columbia,66778,3783,972,0,62023
Florida,2412520,2026624,21211,21224,343461
Georgia,797421,723131,5418,1191,67681
Maryland,304036,216197,0,875,86964
North Carolina,859667,773471,2671,300,83225
South Carolina,689690,581089,2490,0,106111
Virginia,422898,337705,0,5181,80012
West Virginia,43753,35941,236,203,7373
Alabama,236327,221913,874,979,12561
Kentucky,146012,113411,3782,1450,27369
Mississippi,111301,102619,7764,370,548
Tennessee,531867,453061,2472,5994,70340
Arkansas,135288,129603,1658,1167,2860
Louisiana,241530,234256,4072,654,2548
Oklahoma,161069,157460,1745,1864,0
Texas,2506111,1972885,17401,13932,501893
Arizona,620912,556011,10005,2981,51915
Colorado,712239,516021,3630,4719,187869
Idaho,174664,161572,927,2339,9826
Montana,56648,40054,1641,6824,8129
Nevada,243823,184503,769,3377,55174
New Mexico,79696,75431,587,0,3678
Utah,355473,297682,2175,5177,50439
Wyoming,25878,22378,991,689,1820
Alaska,24014,20565,699,695,2055
California,2278972,1210077,50014,17174,1001707
Hawaii,159230,82531,345,0,76354
Oregon,281306,211024,6670,1250,62362
Washington,628227,423950,15830,28425,160022
