Connecticut,376,253,12,3,108,11
Maine,478,410,12,0,56,6
Massachusetts,1179,503,34,22,620,24
New Hampshire,710,230,10,0,470,9
Rhode Island,84,71,4,4,5,1
Vermont,183,131,20,3,29,5
New Jersey,4085,1484,82,117,2402,93
New York,3708,810,84,74,2740,108
Pennsylvania,2253,1238,60,72,883,35
Illinois,1529,741,30,66,692,21
Indiana,2172,1531,82,45,514,24
Michigan,1644,1395,32,53,164,20
Ohio,2502,1341,8,22,1131,49
Wisconsin,1635,1097,54,3,481,27
Iowa,1409,973,8,0,428,19
Kansas,927,444,50,7,426,6
Minnesota,3304,1337,4,16,1947,45
Missouri,1710,965,86,20,639,22
Nebraska,798,418,10,10,360,8
North Dakota,335,243,2,0,90,2
South Dakota,427,269,6,3,149,4
Delaware,512,456,24,11,21,4
District of Columbia,384,6,2,0,376,7
Florida,15187,9222,174,76,5715,163
Georgia,4342,3650,40,30,622,30
Maryland,1289,963,10,0,316,23
North Carolina,6209,4571,26,89,1523,77
South Carolina,3187,2781,22,3,381,17
Virginia,3703,2064,2,49,1588,72
West Virginia,315,236,0,24,55,11
Alabama,1470,1276,10,3,181,9
Kentucky,1303,779,22,14,488,29
Mississippi,644,614,2,3,25,4
Tennessee,3943,2944,42,59,898,16
Arkansas,2195,649,98,70,1378,34
Louisiana,1497,1381,38,6,72,2
Oklahoma,1173,886,20,22,245,7
Texas,19405,11932,266,83,7124,167
Arizona,4027,2988,100,55,884,35
Colorado,3161,2758,30,18,355,18
Idaho,1747,1072,28,40,607,28
Montana,347,235,22,57,33,3
Nevada,1404,958,6,34,406,21
New Mexico,468,455,0,3,10,2
Utah,2821,1667,44,66,1044,46
Wyoming,183,159,4,6,14,2
Alaska,186,116,10,15,45,3
California,8843,4977,236,160,3470,126
Hawaii,307,265,0,0,42,1
Oregon,1919,961,36,7,915,37
Washington,4133,2189,206,73,1665,69
