Connecticut,383,232,2,18,131,13
Maine,429,387,20,0,22,2
Massachusetts,2238,635,46,26,1531,36
New Hampshire,377,339,14,3,21,3
Rhode Island,152,102,16,3,31,5
Vermont,172,150,4,0,18,2
New Jersey,2353,889,60,47,1357,84
New York,4844,1177,114,83,3470,108
Pennsylvania,2559,1838,18,91,612,18
Illinois,2998,1127,20,69,1782,71
Indiana,2537,1663,62,18,794,39
Michigan,2148,1811,38,32,267,22
Ohio,3147,1813,66,39,1229,43
Wisconsin,2033,1326,74,10,623,21
Iowa,1279,873,22,4,380,18
Kansas,1001,657,32,11,301,11
Minnesota,2908,1728,4,20,1156,33
Missouri,1587,1120,40,23,404,15
Nebraska,781,589,10,32,150,5
North Dakota,571,267,4,0,300,6
South Dakota,604,363,4,11,226,7
Delaware,677,567,20,28,62,6
District of Columbia,112,4,0,3,105,3
Florida,11192,8619,166,73,2334,88
Georgia,5600,3869,14,35,1682,34
Maryland,1391,1387,4,0,0,0
North Carolina,6649,4664,18,12,1955,68
South Carolina,3072,2741,4,0,327,19
Virginia,2432,1966,4,30,432,24
West Virginia,290,238,2,0,50,10
Alabama,1546,1288,6,10,242,17
Kentucky,1055,789,20,6,240,16
Mississippi,677,655,4,4,14,2
Tennessee,3665,2834,28,75,728,34
Arkansas,792,679,8,0,105,10
Louisiana,1655,1618,14,12,11,2
Oklahoma,1081,872,32,9,168,7
Texas,16526,11553,206,92,4675,186
Arizona,3621,2941,18,16,646,27
Colorado,3675,2659,48,37,931,50
Idaho,1311,1078,4,11,218,14
Montana,380,259,34,39,48,5
Nevada,2080,1264,38,0,778,36
New Mexico,417,398,0,0,19,2
Utah,2486,1900,6,54,526,33
Wyoming,194,169,4,6,15,2
Alaska,186,136,6,7,37,5
California,12089,6690,182,201,5016,170
Hawaii,348,250,2,4,92,4
Oregon,1416,1013,46,4,353,20
Washington,3318,2175,80,35,1028,36
