Connecticut,86088,49941,422,660,35065
Maine,46477,30440,0,0,16037
Massachusetts,222744,100298,4374,6417,111655
New Hampshire,35863,23660,729,444,11030
Rhode Island,14325,13352,401,572,0
Vermont,81373,79620,246,620,887
New Jersey,266224,180388,5873,2946,77017
New York,593609,197374,16578,6217,373440
Pennsylvania,226743,203592,4150,5194,13807
Illinois,335656,202771,3081,8912,120892
Indiana,250693,237687,1669,207,11130
Michigan,251899,229467,5546,1633,15253
Ohio,279550,254481,853,462,23754
Wisconsin,203135,167615,11590,1276,22654
Iowa,173713,151243,4056,0,18414
Kansas,116414,89452,1285,1931,23746
Minnesota,340051,221414,0,3547,115090
Missouri,237438,175809,2662,330,58637
Nebraska,93268,91142,206,0,1920
North Dakota,66358,34567,0,234,31557
South Dakota,67526,51651,227,0,15648
Delaware,51708,44040,369,571,6728
District of Columbia,36602,4959,3105,0,28538
Florida,1956354,1434078,6921,12161,503194
Georgia,669538,559810,1144,1483,107101
Maryland,202579,189283,130,619,12547
North Carolina,752693,702246,828,315,49304
South Carolina,514669,488783,5190,1057,19639
Virginia,486097,386358,664,100,98975
West Virginia,31945,24143,289,1120,6393
Alabama,188334,175651,1741,485,10457
Kentucky,108326,98889,1077,1857,6503
Mississippi,90427,88817,188,450,972
Tennessee,490981,390356,400,4572,95653
Arkansas,107358,104030,2640,0,688
Louisiana,250628,244604,2848,405,2771
Oklahoma,202048,199388,675,0,1985
Texas,2355876,1994589,14843,3902,342542
Arizona,629771,498108,6492,336,124835
Colorado,531733,462851,7270,880,60732
Idaho,143283,130232,2895,1665,8491
Montana,52039,42674,2849,3247,3269
Nevada,201044,190567,0,622,9855
New Mexico,72608,71391,123,886,208
Utah,307006,278687,294,7744,20281
Wyoming,54579,54151,0,0,428
Alaska,21294,19219,1529,546,0
California,1968849,1080378,19868,13699,854904
Hawaii,64556,64556,0,0,0
Oregon,225170,205899,4710,0,14561
Washington,720080,438500,17845,21432,242303
