Connecticut,776,239,8,10,519,15
Maine,367,306,0,0,61,4
Massachusetts,2249,541,48,23,1637,30
New Hampshire,306,217,6,0,83,2
Rhode Island,80,72,8,0,0,0
Vermont,174,116,6,4,48,4
New Jersey,4274,788,38,26,3422,92
New York,15491,996,86,162,14247,221
Pennsylvania,1884,1133,26,127,598,16
Illinois,1668,1105,18,31,514,23
Indiana,1886,1184,28,21,653,32
Michigan,1971,1297,14,12,648,39
Ohio,1835,1311,58,188,278,23
Wisconsin,1567,1061,50,6,450,28
Iowa,1205,774,10,8,413,19
Kansas,641,454,14,10,163,8
Minnesota,2210,1203,20,28,959,31
Missouri,1180,903,8,42,227,23
Nebraska,604,466,6,0,132,5
North Dakota,1074,411,12,0,651,12
South Dakota,427,273,26,0,128,6
Delaware,486,372,20,15,79,6
District of Columbia,649,16,8,0,625,6
Florida,8738,5551,34,82,3071,89
Georgia,4094,2715,10,6,1363,14
Maryland,1494,1214,0,0,280,19
North Carolina,4937,3231,6,10,1690,75
South Carolina,2960,2134,78,3,745,25
Virginia,1816,1698,20,15,83,6
West Virginia,244,232,2,0,10,2
Alabama,1148,853,8,3,284,15
Kentucky,950,654,34,36,226,23
Mississippi,572,527,2,13,30,3
Tennessee,3219,1989,24,73,1133,22
Arkansas,570,516,18,11,25,2
Louisiana,1203,1088,28,8,79,5
Oklahoma,760,719,32,4,5,1
Texas,12351,9015,168,140,3028,105
Arizona,2710,2129,8,10,563,42
Colorado,2531,1829,50,9,643,22
Idaho,933,671,4,30,228,11
Montana,369,270,12,30,57,4
Nevada,1423,904,0,3,516,30
New Mexico,424,406,2,11,5,1
Utah,1617,1179,10,77,351,33
Wyoming,151,149,2,0,0,0
Alaska,116,96,4,3,13,2
California,7745,4290,154,253,3048,161
Hawaii,312,236,0,0,76,1
Oregon,1233,976,18,10,229,10
Washington,3511,1773,74,96,1568,58
