Connecticut,101444,83809,2484,0,15151
Maine,67267,63092,950,375,2850
Massachusetts,245546,202011,7443,3838,32254
New Hampshire,76514,60268,10915,0,5331
Rhode Island,31500,21761,180,0,9559
Vermont,37901,36420,400,0,1081
New Jersey,318469,189487,9422,12775,106785
New York,494675,267002,19075,5900,202698
Pennsylvania,371949,318148,12740,4655,36406
Illinois,362819,264556,8077,15978,74208
Indiana,475093,432258,4968,0,37867
Michigan,513839,452114,4868,2085,54772
Ohio,413414,367407,1256,6958,37793
Wisconsin,380602,336581,12379,527,31115
Iowa,230179,202694,3847,0,23638
Kansas,263960,145587,2896,2493,112984
Minnesota,829342,416297,843,690,411512
Missouri,290765,235212,5572,8989,40992
Nebraska,115258,87953,1565,425,25315
North Dakota,74449,56435,990,426,16598
South Dakota,97831,64918,1108,647,31158
Delaware,69079,65931,0,0,3148
District of Columbia,38661,2600,729,0,35332
Florida,2677957,2135680,29853,31948,480476
Georgia,892904,781543,6163,2496,102702
Maryland,449257,268572,792,0,179893
North Carolina,1322901,1035897,4781,165,282058
South Carolina,718489,624093,668,0,93728
Virginia,433951,396269,5130,4382,28170
West Virginia,75335,47180,391,203,27561
Alabama,270564,241302,1161,1342,26759
Kentucky,251175,177591,5284,1577,66723
Mississippi,106864,105647,245,0,972
Tennessee,695260,617190,3086,7671,67313
Arkansas,140291,132388,3064,1779,3060
Louisiana,316062,252882,1675,232,61273
Oklahoma,184324,182560,1153,270,341
Texas,2923660,2479350,13899,11928,418483
Arizona,867273,775476,7845,9991,73961
Colorado,846053,732570,9498,4536,99449
Idaho,265908,234274,2079,1752,27803
Montana,82291,74027,4017,2153,2094
Nevada,315471,291511,0,1773,22187
New Mexico,98765,98243,0,314,208
Utah,545482,470617,1835,9695,63335
Wyoming,55738,52784,1033,344,1577
Alaska,42777,33208,713,695,8161
California,2295205,1665120,37416,31583,561086
Hawaii,109087,79751,2576,5361,21399
Oregon,389020,282925,2377,463,103255
Washington,945881,678150,21623,19821,226287
