Connecticut,86042,77075,390,0,8577
Maine,75113,66970,1126,100,6917
Massachusetts,220645,138499,5415,4804,71927
New Hampshire,60161,56328,2032,0,1801
Rhode Island,24550,23462,388,300,400
Vermont,31015,28548,760,0,1707
New Jersey,414112,204405,7994,13748,187965
New York,498014,285797,16596,7569,188052
Pennsylvania,377965,318480,14356,16563,28566
Illinois,365472,265703,4016,17164,78589
Indiana,433095,416475,2289,1144,13187
Michigan,507320,418845,2734,4070,81671
Ohio,421465,395404,7194,3620,15247
Wisconsin,366534,319954,12652,1405,32523
Iowa,223914,202780,2319,0,18815
Kansas,164076,112766,2869,2666,45775
Minnesota,675232,474129,354,800,199949
Missouri,309164,265267,1889,4615,37393
Nebraska,137511,99423,2302,592,35194
North Dakota,71584,56184,1908,0,13492
South Dakota,74207,62512,990,824,9881
Delaware,75281,69677,836,0,4768
District of Columbia,77417,1891,486,0,75040
Florida,2714093,2332085,28535,11018,342455
Georgia,917378,862881,664,12521,41312
Maryland,390372,258342,400,2990,128640
North Carolina,1472285,1193674,6967,0,271644
South Carolina,736096,671366,200,0,64530
Virginia,502834,441810,0,4406,56618
West Virginia,93177,45683,1221,0,46273
Alabama,237744,228898,664,1889,6293
Kentucky,222642,192282,3152,1792,25416
Mississippi,126427,124617,332,551,927
Tennessee,747881,650095,2124,3063,92599
Arkansas,186906,164827,4726,5193,12160
Louisiana,275468,269214,1307,472,4475
Oklahoma,184608,181105,3162,0,341
Texas,3296369,2456346,18638,9084,812301
Arizona,938197,762992,7243,3816,164146
Colorado,910287,768235,662,2974,138416
Idaho,307071,264013,5469,3329,34260
Montana,73683,53000,10285,2651,7747
Nevada,313138,255947,1459,971,54761
New Mexico,101349,91000,257,0,10092
Utah,567007,399480,4482,8071,154974
Wyoming,83253,77309,462,805,4677
Alaska,43210,32162,758,1152,9138
California,2443048,1679801,30724,8687,723836
Hawaii,203759,92027,924,0,110808
Oregon,336137,255953,5886,4886,69412
Washington,924063,645722,24571,15582,238188
