Connecticut,214,6,0,74,88789,1103,0,7387
Maine,439,134,33,158,118822,20000,3750,27355
Massachusetts,484,48,17,792,163060,11442,2664,157363
New Hampshire,258,26,0,142,72598,2406,0,16687
Rhode Island,78,18,0,8,23185,3582,0,1400
Vermont,85,6,3,47,24265,1036,455,4254
New Jersey,1034,134,53,1519,212170,15057,4000,180862
New York,787,60,34,2126,266146,9390,4317,274611
Pennsylvania,1850,80,68,572,483397,11625,8952,71912
Illinois,913,46,57,1208,263073,8165,9493,174197
Indiana,1755,92,11,686,543881,15860,2608,78225
Michigan,1276,10,21,351,339348,1905,3811,47587
Ohio,1869,38,55,414,604441,5221,5007,50787
Wisconsin,1003,150,39,1187,339619,27685,7482,161358
Iowa,745,34,18,319,168973,5981,3319,35761
Kansas,563,38,10,113,178529,4729,2341,6323
Minnesota,1573,56,18,1059,461978,18990,4954,134998
Missouri,958,64,98,269,269605,11379,17305,34253
Nebraska,406,16,4,188,105288,2641,770,15483
North Dakota,245,20,0,120,69004,3769,0,16854
South Dakota,371,8,45,193,100836,964,4770,31846
Delaware,661,6,0,223,92522,434,0,26782
District of Columbia,9,2,0,268,2153,257,0,33384
Florida,13042,382,68,4258,3394508,40623,9372,818708
Georgia,3954,88,85,582,939687,23391,9863,72086
Maryland,911,20,4,293,207697,2661,539,46665
North Carolina,5440,6,7,2223,1481969,990,1247,268697
South Carolina,4008,4,6,258,900309,347,445,22454
Virginia,2037,52,11,873,536158,4729,2585,81152
West Virginia,243,2,0,0,56200,350,0,0
Alabama,1434,4,18,374,346991,598,1292,17926
Kentucky,804,18,40,182,190622,2204,3793,14472
Mississippi,575,2,4,14,118271,750,401,768
Tennessee,2939,18,94,1406,708074,1530,9546,117030
Arkansas,1041,62,56,83,238702,4417,5194,8460
Louisiana,1450,38,7,46,317727,4228,1218,7902
Oklahoma,1134,46,3,39,273244,4395,255,2964
Texas,14235,336,207,5984,3350339,36297,23806,918778
Arizona,3920,136,0,1879,1063396,19326,0,224914
Colorado,2962,58,74,1655,903851,10135,15519,231822
Idaho,1216,24,111,171,311332,4380,11143,23990
Montana,274,10,13,283,83724,2117,2049,22191
Nevada,1094,8,138,555,298467,1083,26742,64250
New Mexico,419,0,0,340,108469,0,0,37481
Utah,1917,22,47,1853,556850,2240,9582,319894
Wyoming,233,8,0,6,117948,4371,0,598
Alaska,105,2,16,23,31523,335,2508,3455
California,5487,154,161,3912,1590318,35572,33555,730356
Hawaii,241,0,0,91,108682,0,0,16502
Oregon,1044,40,36,1012,298103,5631,1941,172609
Washington,2150,86,96,2234,622771,16675,16520,289642
