Connecticut,413,313,4,6,90,10
Maine,467,420,8,0,39,3
Massachusetts,1587,699,30,45,813,22
New Hampshire,476,300,38,10,128,12
Rhode Island,88,68,10,0,10,1
Vermont,153,126,2,0,25,3
New Jersey,2909,987,70,46,1806,66
New York,3276,1017,92,59,2108,89
Pennsylvania,2127,1589,62,90,386,28
Illinois,1896,1019,28,52,797,30
Indiana,1710,1493,38,14,165,13
Michigan,1758,1536,2,59,161,13
Ohio,1737,1569,24,56,88,12
Wisconsin,1953,1261,100,7,585,12
Iowa,1209,769,24,0,416,8
Kansas,586,448,58,20,60,4
Minnesota,2621,1590,28,0,1003,13
Missouri,1797,1091,30,54,622,26
Nebraska,570,475,2,3,90,2
North Dakota,304,258,4,4,38,2
South Dakota,342,299,8,8,27,3
Delaware,489,445,14,17,13,2
District of Columbia,799,8,4,3,784,6
Florida,12957,9068,196,94,3599,81
Georgia,4016,3890,2,14,110,11
Maryland,1334,1265,6,18,45,2
North Carolina,5519,4462,40,4,1013,41
South Carolina,3438,2763,0,4,671,21
Virginia,2886,2048,40,7,791,37
West Virginia,314,222,2,8,82,13
Alabama,1225,1144,4,4,73,4
Kentucky,1466,839,30,36,561,38
Mississippi,799,732,2,4,61,4
Tennessee,3616,2469,2,23,1122,16
Arkansas,916,827,14,23,52,5
Louisiana,1401,1294,12,4,91,4
Oklahoma,833,794,24,0,15,3
Texas,19086,11564,122,181,7219,187
Arizona,3557,3074,108,23,352,26
Colorado,3674,2772,30,213,659,48
Idaho,1400,1159,28,52,161,7
Montana,436,339,24,38,35,4
Nevada,1163,1067,0,0,96,4
New Mexico,497,465,4,0,28,3
Utah,2535,1993,12,100,430,23
Wyoming,196,165,6,8,17,2
Alaska,221,140,14,10,57,2
California,12952,5950,174,193,6635,194
Hawaii,464,170,2,12,280,22
Oregon,1347,901,60,12,374,14
Washington,4124,2307,60,79,1678,49
