Connecticut,102358,78149,1171,1404,21634
Maine,69261,46907,199,1140,21015
Massachusetts,424904,195931,5025,2419,221529
New Hampshire,74797,64950,652,0,9195
Rhode Island,16366,14590,416,1360,0
Vermont,26570,16397,1156,500,8517
New Jersey,286321,195891,7264,4837,78329
New York,467028,302890,16791,12369,134978
Pennsylvania,363376,245788,17599,10924,89065
Illinois,328639,275295,4835,6654,41855
Indiana,382718,241000,2023,4221,135474
Michigan,448034,339714,4871,2172,101277
Ohio,424373,307394,3070,3861,110048
Wisconsin,314797,243403,5998,5137,60259
Iowa,224197,141265,4291,1067,77574
Kansas,165314,107891,2220,590,54613
Minnesota,417459,291931,1800,687,123041
Missouri,228639,183977,1981,1957,40724
Nebraska,104334,93135,664,160,10375
North Dakota,116831,72593,699,360,43179
South Dakota,65324,52487,4191,6330,2316
Delaware,54322,50197,1240,561,2324
District of Columbia,40745,3611,2639,484,34011
Florida,2078525,1513532,10248,30966,523779
Georgia,542793,522324,1647,2150,16672
Maryland,236067,177042,1004,0,58021
North Carolina,767095,651141,655,315,114984
South Carolina,567655,489059,200,1221,77175
Virginia,407702,361200,1448,305,44749
West Virginia,29019,27222,223,1170,404
Alabama,193006,186168,720,200,5918
Kentucky,131485,115361,1336,1172,13616
Mississippi,113698,102040,4270,717,6671
Tennessee,435096,408410,1020,7539,18127
Arkansas,107770,96305,6839,0,4626
Louisiana,248463,236775,3225,1203,7260
Oklahoma,203906,188077,5127,938,9764
Texas,2175779,1776048,39398,4172,356161
Arizona,591357,512625,964,1331,76437
Colorado,626077,483266,3991,20078,118742
Idaho,150870,134548,2531,2310,11481
Montana,58706,41741,2251,1439,13275
Nevada,169717,169717,0,0,0
New Mexico,67037,66515,314,0,208
Utah,382808,330056,341,8548,43863
Wyoming,32556,31838,500,0,218
Alaska,27669,24123,343,515,2688
California,1729752,1041021,15162,9970,663599
Hawaii,76524,74985,1539,0,0
Oregon,390471,238189,5185,20574,126523
Washington,793424,477478,17141,9072,289733
