Connecticut,195,2,0,44,90850,200,0,3480
Maine,285,32,4,137,69214,5420,599,22597
Massachusetts,464,32,21,729,156971,6957,3894,147437
New Hampshire,184,6,0,26,56024,998,0,2768
Rhode Island,79,8,3,13,21166,545,173,796
Vermont,52,6,0,34,14652,1010,0,2980
New Jersey,1227,96,52,1934,256578,13296,5011,160375
New York,773,92,22,3064,258075,13979,2777,377272
Pennsylvania,1719,78,135,1901,373739,11935,15391,397482
Illinois,615,38,46,284,170813,4688,8163,49417
Indiana,1398,34,11,141,397389,6591,2850,16630
Michigan,1076,14,120,430,280411,3465,13013,50006
Ohio,1303,24,42,204,400471,3563,5503,19829
Wisconsin,726,44,0,324,233042,9469,0,47813
Iowa,471,10,3,10,111972,1250,675,1050
Kansas,378,60,13,44,131683,7404,1500,5003
Minnesota,928,2,3,1402,291954,476,800,193510
Missouri,772,24,4,302,206678,1952,897,35522
Nebraska,382,2,20,74,82880,286,2829,9495
North Dakota,48,4,0,152,11054,464,0,22000
South Dakota,202,8,0,385,47648,985,0,47537
Delaware,610,56,0,11,84037,5934,0,1137
District of Columbia,9,4,0,300,2098,494,0,35957
Florida,11074,172,102,4440,2855793,24698,17686,639440
Georgia,4205,6,34,1086,938700,653,6521,111918
Maryland,1144,14,8,154,292326,752,1046,16979
North Carolina,4967,26,11,1065,1225964,3737,1742,119657
South Carolina,3330,12,3,265,814326,2030,604,22549
Virginia,2132,12,45,1105,468110,2245,5067,143944
West Virginia,181,6,0,5,40393,1233,0,204
Alabama,1594,6,18,323,343008,887,1269,45797
Kentucky,768,10,19,288,181338,1217,682,28361
Mississippi,659,2,3,46,119647,245,301,3993
Tennessee,2958,26,57,777,666385,2332,5496,83863
Arkansas,959,20,30,221,189296,2506,3037,14529
Louisiana,1397,44,6,49,293048,3562,733,8767
Oklahoma,1144,72,19,35,250135,5681,2641,3366
Texas,14165,376,128,7591,3290697,36552,12322,709866
Arizona,3587,64,31,1414,979037,5922,5116,202967
Colorado,2657,48,16,2086,839886,8148,3136,313520
Idaho,1132,26,74,137,308041,6671,9865,13476
Montana,144,22,17,58,40402,3779,2614,7719
Nevada,1340,16,111,562,371923,2250,12883,76342
New Mexico,365,2,3,44,89759,213,35,4471
Utah,2050,10,44,707,539845,1601,7031,110188
Wyoming,114,2,42,26,47084,145,3359,3039
Alaska,87,4,4,16,26186,620,695,2530
California,4760,188,137,4644,1278281,40922,27852,880237
Hawaii,208,2,3,126,96956,975,1949,23597
Oregon,868,14,19,171,230845,2545,3201,19048
Washington,2036,172,98,1899,607720,32050,14468,182807
