Connecticut,109773,93521,1199,1086,13967
Maine,98149,93154,874,812,3309
Massachusetts,327359,215593,7631,3816,100319
New Hampshire,77061,50894,582,0,25585
Rhode Island,21868,21031,837,0,0
Vermont,48853,34352,6440,1380,6681
New Jersey,365952,221618,16217,4142,123975
New York,552278,310479,17129,8922,215748
Pennsylvania,469148,378682,10876,6573,73017
Illinois,479714,280115,7881,17074,174644
Indiana,443428,374371,2850,300,65907
Michigan,529445,429681,2433,5544,91787
Ohio,444935,381667,6625,13210,43433
Wisconsin,367275,314477,10154,6639,36005
Iowa,258504,190597,4176,437,63294
Kansas,200568,128763,2927,1810,67068
Minnesota,549672,363446,392,2090,183744
Missouri,304065,234664,8621,1784,58996
Nebraska,120993,105660,598,507,14228
North Dakota,71955,53654,7501,0,10800
South Dakota,81940,64395,285,1176,16084
Delaware,68716,65051,1082,864,1719
District of Columbia,113348,2600,486,0,110262
Florida,2750476,2220781,23084,13354,493257
Georgia,1079089,736760,1260,3536,337533
Maryland,255100,222558,467,0,32075
North Carolina,1008597,916000,2433,1956,88208
South Carolina,631032,607231,272,0,23529
Virginia,476592,439019,963,500,36110
West Virginia,38178,32370,0,0,5808
Alabama,236885,222555,772,735,12823
Kentucky,205643,146535,2743,725,55640
Mississippi,113249,101137,370,7109,4633
Tennessee,618911,514794,744,1375,101998
Arkansas,138905,119594,4716,3602,10993
Louisiana,269796,265686,1179,629,2302
Oklahoma,211919,165237,11969,0,34713
Texas,2582048,2232343,16378,9906,323421
Arizona,751573,665664,4243,1944,79722
Colorado,826377,686718,9803,7020,122836
Idaho,263033,242667,1687,6077,12602
Montana,77816,56661,2905,3379,14871
Nevada,327664,259105,1562,585,66412
New Mexico,79791,75959,283,0,3549
Utah,506438,430593,1121,5140,69584
Wyoming,42104,34312,301,603,6888
Alaska,33410,27857,2444,1054,2055
California,2080458,1446914,36794,26051,570699
Hawaii,119189,95676,448,0,23065
Oregon,378031,249852,3442,1271,123466
Washington,802772,601166,24866,16095,160645
