Connecticut,509,204,10,14,281,22
Maine,272,200,2,8,62,7
Massachusetts,1407,585,88,43,691,30
New Hampshire,243,143,18,11,71,5
Rhode Island,76,67,2,7,0,0
Vermont,152,87,0,3,62,8
New Jersey,3026,903,60,37,2026,118
New York,9181,761,80,111,8229,252
Pennsylvania,1850,915,18,101,816,38
Illinois,1287,598,22,80,587,22
Indiana,1353,835,26,7,485,20
Michigan,1347,794,18,10,525,26
Ohio,1410,1003,12,46,349,16
Wisconsin,953,573,36,7,337,16
Iowa,630,370,2,4,254,12
Kansas,481,450,22,3,6,1
Minnesota,781,669,0,0,112,7
Missouri,1883,597,102,120,1064,30
Nebraska,618,367,4,0,247,7
North Dakota,94,56,2,0,36,6
South Dakota,171,92,2,0,77,3
Delaware,475,361,12,13,89,8
District of Columbia,71,12,14,0,45,3
Florida,10545,5456,46,65,4978,150
Georgia,3247,2258,4,16,969,35
Maryland,1101,878,0,30,193,16
North Carolina,4364,2861,6,4,1493,31
South Carolina,2143,1846,16,3,278,15
Virginia,2235,1551,8,16,660,16
West Virginia,162,101,6,0,55,11
Alabama,1249,685,14,19,531,13
Kentucky,754,471,44,10,229,28
Mississippi,507,447,8,15,37,4
Tennessee,2706,1730,30,87,859,50
Arkansas,493,421,30,4,38,4
Louisiana,1297,895,106,8,288,13
Oklahoma,1050,708,34,0,308,10
Texas,14515,7603,220,158,6534,226
Arizona,2727,1883,26,19,799,40
Colorado,2979,1399,32,17,1531,24
Idaho,508,455,2,9,42,2
Montana,422,141,8,50,223,12
Nevada,1066,832,0,6,228,17
New Mexico,368,319,0,0,49,3
Utah,1167,1025,6,18,118,15
Wyoming,116,91,2,23,0,0
Alaska,95,73,2,3,17,2
California,8114,3572,80,82,4380,156
Hawaii,680,150,10,0,520,6
Oregon,1352,594,14,24,720,21
Washington,2601,1463,38,47,1053,27
