Connecticut,243,20,11,226,89467,2220,1473,23733
Maine,491,34,43,39,114275,4953,5555,5184
Massachusetts,670,38,32,395,183808,7975,7066,57093
New Hampshire,274,12,0,33,77148,1115,0,3881
Rhode Island,71,24,4,16,19874,1702,230,1926
Vermont,106,4,3,15,27521,650,275,1006
New Jersey,1273,102,63,1929,273079,14206,5142,159835
New York,1067,124,56,2128,295133,18652,7715,326663
Pennsylvania,1310,74,253,294,334853,11125,25931,38802
Illinois,995,28,21,616,263780,4509,5284,81654
Indiana,1953,174,12,580,531662,13573,1878,67818
Michigan,1825,14,14,497,489592,2428,1920,62390
Ohio,1860,18,43,1453,545902,3126,4071,131804
Wisconsin,1546,68,19,782,451781,12275,3170,87239
Iowa,927,6,12,236,228547,454,2218,26998
Kansas,592,70,8,21,168811,8367,1157,2301
Minnesota,1761,32,10,1111,474070,5484,2858,139747
Missouri,1177,34,47,211,299793,3455,5494,29414
Nebraska,547,42,11,479,123819,7824,1981,50046
North Dakota,250,40,0,50,66891,4231,0,3849
South Dakota,328,6,0,538,78344,691,0,56454
Delaware,812,34,16,107,110396,2680,1554,4380
District of Columbia,17,0,0,984,3963,0,0,117940
Florida,11596,154,49,3969,3018678,20592,8608,450151
Georgia,4642,28,32,430,1074140,6810,4149,62794
Maryland,1318,6,10,469,312915,1135,3516,61549
North Carolina,5059,32,107,1161,1306238,4374,16484,115205
South Carolina,3491,16,3,588,834738,1569,238,42262
Virginia,2132,6,0,150,462200,806,0,17495
West Virginia,285,2,0,50,55235,233,0,5357
Alabama,1539,6,23,59,350599,1026,1473,9408
Kentucky,744,60,28,102,173740,6204,4860,8693
Mississippi,643,14,7,34,134395,1017,471,3095
Tennessee,3068,92,61,1046,681793,8042,5074,112386
Arkansas,830,58,122,242,192436,8608,10082,21529
Louisiana,1442,74,6,34,296449,7068,943,5976
Oklahoma,1142,50,3,5,257928,5361,255,385
Texas,14720,806,277,3571,3239537,95212,28963,439499
Arizona,4101,124,18,1109,1087019,19108,3628,139448
Colorado,3165,206,14,1597,959268,25176,2475,245216
Idaho,1177,26,27,272,270268,5543,1724,31690
Montana,231,30,23,69,67940,5405,2888,6982
Nevada,1102,6,59,316,272411,621,5454,41110
New Mexico,409,8,3,83,105776,700,324,5919
Utah,2144,22,173,666,571903,4202,31553,80538
Wyoming,125,4,3,0,40048,943,116,0
Alaska,124,6,8,11,36132,926,1289,1739
California,6230,178,208,2054,1716307,40491,38864,398336
Hawaii,286,2,3,82,96771,427,1949,15357
Oregon,1167,50,4,460,316179,7284,773,55869
Washington,2291,96,53,1091,663024,18479,9136,131254
