Connecticut,101353,71842,550,0,28961
Maine,81716,78314,1535,333,1534
Massachusetts,279164,188260,7482,12255,71167
New Hampshire,71846,58410,2876,0,10560
Rhode Island,14696,13477,616,603,0
Vermont,47820,45871,1316,0,633
New Jersey,333721,187902,8695,2378,134746
New York,415726,267681,19077,6176,122792
Pennsylvania,340168,309625,4877,5226,20440
Illinois,294906,253332,4280,7404,29890
Indiana,346297,317216,1704,2573,24804
Michigan,402105,309047,5507,1686,85865
Ohio,441761,351297,901,7916,81647
Wisconsin,320120,273756,3281,330,42753
Iowa,233010,162037,1911,5504,63558
Kansas,185194,116704,1472,2403,64615
Minnesota,396521,347178,0,7563,41780
Missouri,306437,223712,3778,9747,69200
Nebraska,141544,100544,370,0,40630
North Dakota,99700,84045,339,0,15316
South Dakota,96163,70477,249,5610,19827
Delaware,61930,57116,363,424,4027
District of Columbia,4970,4329,641,0,0
Florida,2247462,1675014,13396,17251,541801
Georgia,830619,750988,1759,245,77627
Maryland,230897,195706,636,503,34052
North Carolina,1028048,918628,1727,0,107693
South Carolina,583585,532643,1479,578,48885
Virginia,482156,443163,590,1688,36715
West Virginia,35978,34433,465,205,875
Alabama,233001,198865,294,3079,30763
Kentucky,157302,140592,4017,1496,11197
Mississippi,115635,112626,457,1301,1251
Tennessee,589792,479038,5054,4649,101051
Arkansas,134145,126154,2760,3375,1856
Louisiana,223331,215333,927,472,6599
Oklahoma,203496,172138,2216,6274,22868
Texas,2354486,2091936,24922,22696,214932
Arizona,632113,586973,4620,2958,37562
Colorado,740275,615343,1429,2221,121282
Idaho,204366,179396,1539,302,23129
Montana,63361,57533,2307,600,2921
Nevada,247198,215949,249,0,31000
New Mexico,79380,77228,0,335,1817
Utah,378484,331314,1283,3009,42878
Wyoming,63604,62689,0,116,799
Alaska,33833,27311,282,523,5717
California,1922984,1276458,14163,11285,621078
Hawaii,118196,93926,2770,0,21500
Oregon,328938,264658,3186,900,60194
Washington,794664,580569,10701,7628,195766
