Connecticut,421,114,4,3,300,13
Maine,192,171,2,8,11,2
Massachusetts,868,413,46,41,368,21
New Hampshire,115,67,24,3,21,2
Rhode Island,49,49,0,0,0,0
Vermont,50,39,0,3,8,1
New Jersey,2410,668,76,53,1613,68
New York,1690,595,66,66,963,41
Pennsylvania,1530,940,30,161,399,24
Illinois,1136,558,4,35,539,14
Indiana,1136,874,12,6,244,18
Michigan,1322,893,70,4,355,29
Ohio,1181,1086,10,8,77,9
Wisconsin,768,541,44,3,180,12
Iowa,460,350,8,0,102,5
Kansas,556,377,6,3,170,17
Minnesota,1076,675,0,3,398,16
Missouri,873,714,8,8,143,11
Nebraska,483,306,2,0,175,5
North Dakota,175,56,2,0,117,2
South Dakota,486,131,0,0,355,5
Delaware,502,371,10,15,106,7
District of Columbia,30,24,6,0,0,0
Florida,9453,5560,56,55,3782,150
Georgia,4828,2843,2,4,1979,37
Maryland,1090,652,0,0,438,9
North Carolina,3847,3032,14,11,790,23
South Carolina,2116,1888,6,3,219,11
Virginia,1466,1333,6,6,121,6
West Virginia,123,100,2,11,10,2
Alabama,1031,875,20,106,30,3
Kentucky,773,551,22,9,191,24
Mississippi,579,540,4,4,31,3
Tennessee,3677,1982,2,35,1658,31
Arkansas,935,533,76,20,306,34
Louisiana,1089,1041,12,10,26,2
Oklahoma,1027,764,26,3,234,3
Texas,12591,8500,154,99,3838,166
Arizona,2387,1857,36,34,460,19
Colorado,2349,1582,14,21,732,35
Idaho,809,538,14,23,234,9
Montana,180,150,16,8,6,1
Nevada,2098,901,8,9,1180,61
New Mexico,379,309,0,0,70,7
Utah,1359,1119,4,7,229,14
Wyoming,89,87,2,0,0,0
Alaska,107,78,4,9,16,2
California,8684,3523,126,106,4929,131
Hawaii,264,183,14,0,67,2
Oregon,1258,909,30,90,229,13
Washington,2380,1602,54,59,665,33
