Connecticut,197,10,0,359,64568,1724,0,27075
Maine,495,14,6,0,113542,2635,1400,0
Massachusetts,552,74,30,323,166984,15488,5017,37099
New Hampshire,297,6,8,35,80912,1172,1061,4576
Rhode Island,94,10,8,10,23023,1013,776,624
Vermont,113,2,3,10,28927,423,466,633
New Jersey,1043,124,30,1071,192815,10223,2171,99273
New York,938,124,55,1933,239211,18278,6557,221575
Pennsylvania,1478,78,145,257,362142,9232,16030,33915
Illinois,948,54,54,156,254210,8396,8174,14340
Indiana,1687,36,7,131,462860,4384,1365,14212
Michigan,1381,8,16,206,366747,1149,2161,27167
Ohio,1829,138,58,408,534018,12377,5838,52600
Wisconsin,1319,136,8,565,366554,22421,1001,71335
Iowa,905,20,10,282,216556,3811,1465,27389
Kansas,489,52,11,21,138166,6322,1834,1905
Minnesota,1680,106,31,1566,457769,25908,6233,126135
Missouri,1117,48,15,507,294739,8030,1227,34923
Nebraska,585,6,3,63,128667,837,916,6327
North Dakota,259,8,0,63,73963,1372,0,7848
South Dakota,382,16,27,151,82723,2486,3067,24104
Delaware,731,24,3,353,96529,3587,657,30280
District of Columbia,18,22,0,323,4196,2717,0,38714
Florida,10100,144,99,5035,2583808,21405,18411,659061
Georgia,4256,52,85,569,929314,13032,9322,92228
Maryland,1018,2,23,633,224388,325,3008,126439
North Carolina,5156,64,16,1590,1191788,7391,3749,181751
South Carolina,3321,26,3,205,800675,2606,238,15803
Virginia,1920,6,30,304,435894,740,3656,34509
West Virginia,265,6,0,247,45966,1064,0,22561
Alabama,1453,42,18,340,310261,3763,1153,52481
Kentucky,963,70,47,347,219915,10151,5128,32886
Mississippi,655,20,7,41,128511,2470,471,3492
Tennessee,3192,22,77,1890,683312,3261,7053,221028
Arkansas,850,72,138,148,191192,7997,12504,11504
Louisiana,1501,42,7,59,306965,4025,891,9311
Oklahoma,1132,38,0,7,255447,5855,0,538
Texas,14602,340,155,3516,3080723,34826,15041,305184
Arizona,3723,126,27,793,1009101,17072,5301,114925
Colorado,3054,90,19,1510,897721,13682,3489,161603
Idaho,1211,30,31,152,265672,3464,3270,16830
Montana,249,66,16,196,65838,7608,2209,18802
Nevada,1168,86,48,212,299108,4273,6119,23853
New Mexico,379,0,3,109,96773,0,324,14757
Utah,2024,28,66,812,544480,4158,9571,134520
Wyoming,153,4,6,0,53698,828,642,0
Alaska,125,4,22,11,37792,691,3919,1739
California,5599,198,153,2240,1593998,43750,24616,352727
Hawaii,198,0,3,85,86739,0,1949,15919
Oregon,984,44,10,659,269252,6833,1569,94180
Washington,2142,100,83,1212,637604,21444,15310,143559
