Connecticut,402,257,4,6,135,13
Maine,365,343,4,0,18,2
Massachusetts,1840,630,46,9,1155,38
New Hampshire,296,247,6,6,37,4
Rhode Island,113,98,10,0,5,1
Vermont,180,113,6,6,55,4
New Jersey,3008,770,76,144,2018,128
New York,2881,1044,122,113,1602,89
Pennsylvania,2599,1726,40,153,680,28
Illinois,1493,1058,14,40,381,23
Indiana,2016,1604,100,3,309,7
Michigan,2590,1657,46,37,850,25
Ohio,2030,1656,18,18,338,19
Wisconsin,1958,1256,56,3,643,18
Iowa,1149,673,20,0,456,18
Kansas,774,550,20,0,204,20
Minnesota,2215,1497,4,43,671,38
Missouri,1817,893,74,20,830,12
Nebraska,1010,517,24,0,469,12
North Dakota,505,309,2,0,194,5
South Dakota,414,345,6,0,63,8
Delaware,587,463,14,6,104,7
District of Columbia,318,35,2,0,281,2
Florida,10608,7889,112,81,2526,96
Georgia,4158,3920,2,11,225,17
Maryland,1856,1191,24,0,641,6
North Carolina,5315,4658,54,0,603,31
South Carolina,3086,2584,24,4,474,21
Virginia,2510,2146,8,20,336,10
West Virginia,268,216,2,0,50,10
Alabama,1278,1154,26,4,94,5
Kentucky,1403,850,48,37,468,24
Mississippi,675,643,4,6,22,4
Tennessee,3711,2790,36,106,779,29
Arkansas,698,625,26,13,34,4
Louisiana,1335,1258,34,7,36,4
Oklahoma,1352,1034,50,3,265,3
Texas,15578,10785,110,109,4574,110
Arizona,3716,2703,16,33,964,26
Colorado,2865,2285,20,10,550,43
Idaho,1301,949,4,39,309,19
Montana,410,239,44,19,108,4
Nevada,1812,1315,2,6,489,26
New Mexico,451,405,2,0,44,4
Utah,1974,1561,8,26,379,16
Wyoming,186,170,2,6,8,1
Alaska,164,132,12,7,13,2
California,9599,5470,154,164,3811,152
Hawaii,382,260,4,8,110,18
Oregon,1798,1024,30,14,730,23
Washington,3947,2345,70,39,1493,47
