Connecticut,105293,75308,398,0,29587
Maine,78932,39514,7832,500,31086
Massachusetts,252034,136764,4939,6842,103489
New Hampshire,49943,31023,1763,0,17157
Rhode Island,12401,11413,388,0,600
Vermont,27472,19988,268,685,6531
New Jersey,313579,164868,8727,4184,135800
New York,479793,219871,17142,4921,237859
Pennsylvania,404539,341614,5962,10619,46344
Illinois,270775,203152,4426,13053,50144
Indiana,350683,312537,1527,630,35989
Michigan,402476,290184,6268,830,105194
Ohio,415745,321613,464,3197,90471
Wisconsin,250372,200500,5777,1434,42661
Iowa,129693,121124,687,410,7472
Kansas,115231,78567,1322,1936,33406
Minnesota,423734,250842,882,812,171198
Missouri,279875,192888,8393,5631,72963
Nebraska,91726,69558,341,0,21827
North Dakota,24309,23003,0,0,1306
South Dakota,48545,38161,837,1200,8347
Delaware,63096,60054,859,0,2183
District of Columbia,29070,3073,729,0,25268
Florida,2885230,2156474,17829,11984,698943
Georgia,976412,866899,7332,215,101966
Maryland,357700,259750,0,0,97950
North Carolina,1058789,953539,3179,602,101469
South Carolina,591308,547367,1115,992,41834
Virginia,435206,361938,2271,2491,68506
West Virginia,50945,42196,406,2670,5673
Alabama,262296,248741,986,560,12009
Kentucky,162002,150583,4877,1684,4858
Mississippi,111825,110913,0,0,912
Tennessee,653330,535262,223,435,117410
Arkansas,147454,138944,4891,1411,2208
Louisiana,298580,294924,1441,0,2215
Oklahoma,236014,186004,2555,1780,45675
Texas,2812092,2389853,15624,14750,391865
Arizona,863378,725409,4149,8581,125239
Colorado,753415,564782,402,6069,182162
Idaho,233929,226989,1261,1848,3831
Montana,54171,39434,5433,3521,5783
Nevada,260295,240773,2486,4954,12082
New Mexico,90109,88573,1034,252,250
Utah,406899,346168,2572,4212,53947
Wyoming,37154,34529,161,644,1820
Alaska,31613,27115,948,1495,2055
California,2070177,1426539,40192,23826,579620
Hawaii,84204,83494,710,0,0
Oregon,408967,225961,5835,5445,171726
Washington,896689,549414,20871,14340,312064
