Connecticut,154,109,0,3,42,4
Maine,178,165,8,0,5,1
Massachusetts,749,441,22,16,270,16
New Hampshire,166,135,8,4,19,3
Rhode Island,58,54,4,0,0,0
Vermont,70,30,6,4,30,1
New Jersey,1262,694,44,28,496,52
New York,1079,495,128,51,405,25
Pennsylvania,1306,853,24,120,309,10
Illinois,1824,532,8,26,1258,32
Indiana,999,658,34,0,307,20
Michigan,1237,715,4,4,514,23
Ohio,990,672,6,19,293,27
Wisconsin,966,417,12,8,529,12
Iowa,690,154,2,14,520,7
Kansas,276,256,8,3,9,1
Minnesota,754,451,20,7,276,16
Missouri,1052,601,14,34,403,13
Nebraska,399,281,6,0,112,5
North Dakota,165,71,2,0,92,3
South Dakota,267,93,0,12,162,2
Delaware,389,339,6,7,37,3
District of Columbia,50,30,4,0,16,1
Florida,7938,5268,50,109,2511,68
Georgia,3509,2380,4,0,1125,13
Maryland,1056,749,12,3,292,14
North Carolina,2979,2510,8,4,457,19
South Carolina,1947,1703,24,4,216,11
Virginia,2257,1469,10,0,778,26
West Virginia,138,123,0,3,12,1
Alabama,1221,846,10,10,355,18
Kentucky,753,394,16,18,325,24
Mississippi,475,447,2,9,17,2
Tennessee,2892,1523,34,112,1223,36
Arkansas,615,452,38,4,121,7
Louisiana,1089,971,10,3,105,8
Oklahoma,1035,712,12,3,308,24
Texas,11879,7301,184,165,4229,132
Arizona,2773,1623,28,14,1108,24
Colorado,2149,1315,8,15,811,13
Idaho,709,575,4,0,130,6
Montana,160,109,26,8,17,2
Nevada,1213,684,0,15,514,19
New Mexico,481,249,0,0,232,20
Utah,1268,951,0,23,294,18
Wyoming,93,65,0,4,24,2
Alaska,90,65,6,3,16,1
California,6962,2726,64,116,4056,101
Hawaii,173,171,2,0,0,0
Oregon,1233,675,18,48,492,15
Washington,2609,1377,80,54,1098,33
