Connecticut,97398,70553,2238,320,24287
Maine,49752,45844,799,933,2176
Massachusetts,522821,193141,5132,3000,321548
New Hampshire,47567,40960,440,948,5219
Rhode Island,21633,21233,400,0,0
Vermont,44618,33992,629,118,9879
New Jersey,233512,161448,12439,2157,57468
New York,641863,243386,14746,8371,375360
Pennsylvania,471301,286405,6485,4472,173939
Illinois,359583,233742,2558,20131,103152
Indiana,365549,359125,3178,1488,1758
Michigan,399981,355884,6043,3382,34672
Ohio,392228,366540,4328,7722,13638
Wisconsin,307426,256414,9039,1363,40610
Iowa,280566,212384,875,918,66389
Kansas,142545,129504,3222,1343,8476
Minnesota,533289,316696,2074,10413,204106
Missouri,291403,252261,7058,7506,24578
Nebraska,142440,122232,1006,600,18602
North Dakota,34593,34593,0,0,0
South Dakota,76278,63607,1411,2620,8640
Delaware,75158,65714,2196,1196,6052
District of Columbia,35640,13899,1068,0,20673
Florida,2297291,2052713,19306,11777,213495
Georgia,889453,820034,1111,2130,66178
Maryland,318676,267237,317,0,51122
North Carolina,1231900,1069098,1288,0,161514
South Carolina,714728,688820,526,0,25382
Virginia,538934,483329,1446,4068,50091
West Virginia,43345,33683,1765,274,7623
Alabama,268154,253955,3564,1509,9126
Kentucky,168095,152175,2442,3334,10144
Mississippi,109679,107244,460,401,1574
Tennessee,692975,589961,2621,23183,77210
Arkansas,149627,138900,7748,1252,1727
Louisiana,289702,277506,6462,472,5262
Oklahoma,202773,201173,1345,255,0
Texas,2915662,2487152,25276,10007,393227
Arizona,817863,685622,1341,7838,123062
Colorado,816875,661111,833,1976,152955
Idaho,188987,174619,946,3260,10162
Montana,81520,58710,3352,8241,11217
Nevada,245584,220989,0,5899,18696
New Mexico,82798,80804,314,0,1680
Utah,511620,425871,859,3899,80991
Wyoming,54016,51812,938,388,878
Alaska,29164,26428,0,523,2213
California,2416988,1539678,18398,22893,836019
Hawaii,101339,90751,2437,0,8151
Oregon,388352,259890,5414,0,123048
Washington,730954,528740,10221,11655,180338
