Connecticut,76111,58507,6270,2279,9055
Maine,84712,75561,3438,250,5463
Massachusetts,341836,154203,8870,5471,173292
New Hampshire,72936,61615,7508,0,3813
Rhode Island,27369,24737,1163,0,1469
Vermont,29329,26329,1890,350,760
New Jersey,319940,177439,11054,10775,120672
New York,613004,254667,18176,10114,330047
Pennsylvania,502986,379514,13850,28812,80810
Illinois,296178,214823,8536,9237,63582
Indiana,455656,392299,2705,4230,56422
Michigan,410486,379158,4612,11456,15260
Ohio,422037,368575,3151,8582,41729
Wisconsin,338923,297082,6776,1047,34018
Iowa,266876,189026,2108,3021,72721
Kansas,138442,117076,6471,2244,12651
Minnesota,514825,445390,405,3275,65755
Missouri,274736,249112,4011,2979,18634
Nebraska,128829,100450,884,0,27495
North Dakota,53288,52918,0,0,370
South Dakota,87966,78316,1911,2377,5362
Delaware,76844,69081,1294,393,6076
District of Columbia,15215,1187,671,0,13357
Florida,2371342,2011439,26461,10231,323211
Georgia,844347,776935,7071,4178,56163
Maryland,369326,249863,922,2954,115587
North Carolina,1276805,1064679,3672,293,208161
South Carolina,583394,571681,1828,238,9647
Virginia,495515,400697,1780,3882,89156
West Virginia,46273,40508,278,3520,1967
Alabama,294997,261659,866,554,31918
Kentucky,180692,155157,1652,650,23233
Mississippi,105765,103529,768,301,1167
Tennessee,596438,542529,6445,3605,43859
Arkansas,172411,143487,8811,6989,13124
Louisiana,249227,234825,3247,1194,9961
Oklahoma,164026,158176,4260,0,1590
Texas,2791067,2248783,14260,36956,491068
Arizona,899476,734688,6758,1334,156696
Colorado,952047,788504,6472,9505,147566
Idaho,247005,228159,1323,4495,13028
Montana,76908,62075,7709,3217,3907
Nevada,445556,282207,347,2049,160953
New Mexico,96003,94948,0,0,1055
Utah,613069,428387,2002,8280,174400
Wyoming,59435,56321,2085,266,763
Alaska,35427,30985,892,695,2855
California,2135826,1594923,36838,24037,480028
Hawaii,113395,82540,0,15591,15264
Oregon,305536,266062,4839,2480,32155
Washington,791480,606715,19689,5801,159275
