Connecticut,399,14,4,273,139843,1967,531,24548
Maine,584,14,3,50,138371,2093,250,7351
Massachusetts,678,40,26,1435,222173,8490,4841,184330
New Hampshire,306,2,17,94,96560,240,1300,21272
Rhode Island,131,4,3,14,31152,338,390,345
Vermont,153,26,0,83,47398,4981,0,10038
New Jersey,1370,90,26,2049,255550,12848,2348,170730
New York,1129,70,65,1744,361528,12192,8010,211948
Pennsylvania,2056,36,48,593,523958,5480,6272,75818
Illinois,1218,46,76,627,348503,8066,15216,76144
Indiana,2310,34,10,286,660200,6358,1444,28856
Michigan,1758,26,90,337,523849,4435,9089,45781
Ohio,2113,18,83,707,620199,2323,9239,97380
Wisconsin,1585,140,4,970,486305,29232,809,117681
Iowa,1137,32,18,716,285119,4885,2941,63401
Kansas,715,68,6,100,220123,7853,1143,16651
Minnesota,1947,60,138,723,549073,15789,21773,100640
Missouri,1522,88,139,418,386003,8786,12301,49115
Nebraska,815,8,8,157,186260,1496,1480,15666
North Dakota,260,32,0,45,80324,3903,0,4300
South Dakota,486,20,30,275,121808,2688,4169,26686
Delaware,692,16,3,150,97392,1568,72,18616
District of Columbia,41,2,0,116,9809,257,0,14450
Florida,12749,274,74,6528,3310466,45283,11372,766574
Georgia,4934,32,65,881,1155946,7123,8540,125203
Maryland,1159,84,31,104,296548,21727,4526,12973
North Carolina,5911,54,54,2010,1517631,11372,11434,263343
South Carolina,4051,26,3,272,1006748,2338,243,23800
Virginia,2333,32,21,1730,544263,2791,1166,207052
West Virginia,258,10,0,5,53520,1620,0,606
Alabama,1618,10,3,21,406745,1648,510,1790
Kentucky,1087,18,13,140,258245,2804,2235,11018
Mississippi,724,12,4,36,149391,833,401,1497
Tennessee,3346,128,39,1785,827946,9697,2794,188002
Arkansas,1109,10,19,160,247689,999,1147,14389
Louisiana,2019,34,6,422,427155,3498,1061,46196
Oklahoma,1332,22,32,42,308197,2048,4236,2855
Texas,16705,356,93,6973,3832397,37072,8428,771995
Arizona,4702,78,36,1568,1236359,12326,3823,151928
Colorado,3157,42,24,2291,971902,12842,5687,238004
Idaho,1529,12,33,130,374251,2064,4028,14947
Montana,330,54,15,75,105916,8055,2111,7159
Nevada,1357,10,35,754,373363,951,6221,65949
New Mexico,627,0,20,77,155817,0,2343,8514
Utah,2891,10,25,1340,737287,1083,4310,189044
Wyoming,245,2,3,6,122398,623,116,598
Alaska,128,4,4,30,37391,635,688,5618
California,6413,202,132,3813,1799353,58622,32133,707564
Hawaii,200,0,9,81,85208,0,38766,14689
Oregon,1174,36,21,839,328584,5466,2918,195755
Washington,2338,230,113,1596,676413,46509,21734,184048
