Connecticut,93565,59162,1923,2750,29730
Maine,78718,70881,3172,250,4415
Massachusetts,208856,141346,7703,3184,56623
New Hampshire,58067,46133,2489,0,9445
Rhode Island,29795,25795,750,3250,0
Vermont,26407,23247,215,263,2682
New Jersey,544777,323754,12905,4816,203302
New York,495243,232920,10097,7164,245062
Pennsylvania,366080,300847,4657,13828,46748
Illinois,298109,221577,10310,21961,44261
Indiana,429737,395716,2055,1600,30366
Michigan,515233,435664,1887,5756,71926
Ohio,502481,404235,5180,4566,88500
Wisconsin,378615,319722,10230,3828,44835
Iowa,251798,245363,673,0,5762
Kansas,139261,113208,5269,2938,17846
Minnesota,422272,355941,2110,1220,63001
Missouri,260462,217767,1366,2624,38705
Nebraska,145783,107400,2943,389,35051
North Dakota,97330,63715,457,0,33158
South Dakota,84388,76193,1411,706,6078
Delaware,74474,62034,851,864,10725
District of Columbia,41791,712,895,0,40184
Florida,2925140,2144406,22146,21464,737124
Georgia,872129,737175,3072,5033,126849
Maryland,278273,209889,0,0,68384
North Carolina,1191555,976036,992,3018,211509
South Carolina,584446,564626,1616,238,17966
Virginia,451586,371943,711,2016,76916
West Virginia,38502,31824,278,839,5561
Alabama,256362,219577,247,623,35915
Kentucky,213862,166795,3243,1137,42687
Mississippi,111347,108966,245,471,1665
Tennessee,610393,573406,2230,1359,33398
Arkansas,171449,156799,6041,424,8185
Louisiana,265026,226779,1936,736,35575
Oklahoma,203423,193298,7576,305,2244
Texas,3124278,2290698,20135,8461,804984
Arizona,832248,706302,9839,1746,114361
Colorado,798697,640814,5677,3033,149173
Idaho,220908,191415,2595,7625,19273
Montana,76536,51309,4253,4990,15984
Nevada,268706,222081,1743,0,44882
New Mexico,79080,76805,0,348,1927
Utah,525472,359637,1774,6217,157844
Wyoming,46696,42191,799,2151,1555
Alaska,41629,25425,684,1192,14328
California,2013437,1235559,41569,16457,719852
Hawaii,107891,79717,0,0,28174
Oregon,373426,249993,3549,2827,117057
Washington,851162,542453,14839,13190,280680
