Connecticut,178,22,0,78,51037,2909,0,5680
Maine,172,6,0,56,40739,807,0,4879
Massachusetts,531,46,43,1186,184483,7276,9165,168669
New Hampshire,172,4,4,51,41202,747,400,4920
Rhode Island,78,8,0,5,18759,938,0,78
Vermont,47,4,0,32,12445,600,0,2673
New Jersey,1059,96,111,1141,171218,12908,7157,189214
New York,605,78,36,4272,188210,10299,5623,550339
Pennsylvania,1283,82,57,786,330595,15479,7417,128945
Illinois,554,28,28,532,146649,4835,4328,50728
Indiana,1116,10,11,167,310430,1728,1741,12095
Michigan,938,8,26,394,242312,1447,2751,42095
Ohio,1065,22,33,1504,291403,3058,1838,383089
Wisconsin,610,58,0,234,181045,12265,0,22912
Iowa,384,8,0,119,89214,1369,0,13433
Kansas,335,32,23,122,93164,3606,6989,11075
Minnesota,634,4,3,936,201510,588,526,151888
Missouri,737,86,4,544,201397,10578,720,76669
Nebraska,321,6,12,261,69078,744,1740,21105
North Dakota,36,0,0,0,7784,0,0,0
South Dakota,99,2,7,27,26800,268,500,2075
Delaware,487,32,0,19,67266,4286,0,3311
District of Columbia,5,12,0,665,1187,1342,0,74643
Florida,9265,178,77,4875,2347872,27812,17067,677704
Georgia,3380,56,25,970,758476,11049,3383,116402
Maryland,1037,14,18,379,247162,1552,2856,51623
North Carolina,4272,12,4,1265,1002400,1147,391,117273
South Carolina,2602,36,3,227,641562,3860,238,17413
Virginia,1854,82,33,702,397827,3725,4091,89480
West Virginia,212,2,0,55,37592,278,0,5561
Alabama,1303,12,21,212,266232,1370,3361,25495
Kentucky,686,16,11,444,151566,1757,1408,44771
Mississippi,633,8,3,21,117142,1330,301,1386
Tennessee,2701,36,12,811,601131,4983,1511,87297
Arkansas,663,54,27,98,150111,9096,3807,10138
Louisiana,1143,24,4,88,234131,2261,963,14332
Oklahoma,804,20,0,22,177062,1834,0,1520
Texas,11577,142,200,5966,2499132,11209,15470,574294
Arizona,3111,26,35,1908,835140,3610,5841,285340
Colorado,1926,14,9,1293,584805,3280,1430,192957
Idaho,811,12,4,597,181917,1745,291,50491
Montana,171,28,73,27,44379,3344,10762,3155
Nevada,1301,2,91,216,303498,231,14262,23974
New Mexico,348,0,3,20,90924,0,348,1390
Utah,1469,14,49,556,364808,2489,8353,82155
Wyoming,87,0,0,16,28181,0,0,1200
Alaska,86,6,3,14,26013,884,521,2213
California,4842,160,69,3602,1374020,32037,15875,794237
Hawaii,143,8,0,0,54063,2389,0,0
Oregon,735,30,3,290,200959,4462,259,29075
Washington,1778,94,72,1671,527534,18811,14336,199248
