Connecticut,1136,196,2,8,930,19
Maine,439,312,64,3,60,7
Massachusetts,1195,564,58,35,538,30
New Hampshire,252,169,12,0,71,6
Rhode Island,102,89,8,0,5,1
Vermont,145,60,24,7,54,6
New Jersey,3786,1070,86,120,2510,178
New York,3976,777,120,87,2992,117
Pennsylvania,1903,1394,56,190,263,26
Illinois,1746,899,78,78,691,30
Indiana,1960,1518,32,6,404,21
Michigan,2298,1610,26,39,623,34
Ohio,1870,1568,18,67,217,23
Wisconsin,1763,1285,70,3,405,35
Iowa,1699,1014,16,8,661,21
Kansas,893,469,50,9,365,7
Minnesota,3547,1522,14,0,2011,44
Missouri,1808,1004,62,32,710,37
Nebraska,610,479,10,7,114,4
North Dakota,203,171,32,0,0,0
South Dakota,688,390,8,11,279,10
Delaware,519,456,20,7,36,6
District of Columbia,773,13,0,0,760,7
Florida,15381,9667,236,151,5327,119
Georgia,5876,3878,66,18,1914,78
Maryland,1522,910,2,14,596,7
North Carolina,6325,4470,24,28,1803,64
South Carolina,3044,2788,32,4,220,13
Virginia,1933,1636,38,27,232,11
West Virginia,242,183,4,0,55,11
Alabama,1403,1222,4,40,137,10
Kentucky,1265,774,20,10,461,19
Mississippi,668,620,12,11,25,3
Tennessee,4778,2985,76,18,1699,58
Arkansas,951,738,50,44,119,6
Louisiana,1489,1259,50,10,170,15
Oklahoma,1072,964,66,8,34,4
Texas,19861,11765,344,192,7560,207
Arizona,4032,3138,50,13,831,24
Colorado,4219,2431,2,75,1711,47
Idaho,1610,1081,12,51,466,17
Montana,268,170,18,37,43,3
Nevada,1699,1083,4,44,568,15
New Mexico,598,432,0,3,163,7
Utah,2869,1702,18,38,1111,49
Wyoming,162,146,8,8,0,0
Alaska,130,105,4,4,17,2
California,10176,5328,318,146,4384,154
Hawaii,672,259,0,0,413,2
Oregon,2405,919,22,8,1456,42
Washington,3768,2075,98,84,1511,65
