Connecticut,721,284,4,0,433,13
Maine,318,265,16,3,34,5
Massachusetts,1021,600,66,51,304,25
New Hampshire,280,228,42,0,10,2
Rhode Island,86,77,0,0,9,1
Vermont,179,101,2,3,73,3
New Jersey,1900,788,66,90,956,53
New York,3752,959,94,56,2643,113
Pennsylvania,1936,1220,62,138,516,24
Illinois,3378,975,32,54,2317,48
Indiana,2130,1602,72,7,449,13
Michigan,2035,1687,10,21,317,23
Ohio,2133,1568,16,46,503,25
Wisconsin,1967,1152,92,3,720,29
Iowa,1000,949,20,7,24,3
Kansas,869,597,74,7,191,4
Minnesota,2570,1275,6,8,1281,25
Missouri,1107,954,8,38,107,7
Nebraska,734,505,46,20,163,5
North Dakota,281,263,0,0,18,1
South Dakota,450,274,8,7,161,8
Delaware,413,379,4,0,30,5
District of Columbia,473,31,12,0,430,3
Florida,14518,7861,132,102,6423,175
Georgia,4440,3438,0,30,972,20
Maryland,1805,1127,24,30,624,11
North Carolina,5588,4250,58,56,1224,61
South Carolina,3114,2584,34,3,493,40
Virginia,3186,1998,56,16,1116,36
West Virginia,227,197,16,3,11,2
Alabama,1500,1377,26,8,89,5
Kentucky,1245,796,10,23,416,22
Mississippi,593,569,4,3,17,3
Tennessee,2948,2522,30,90,306,11
Arkansas,758,632,44,33,49,4
Louisiana,1442,1302,126,0,14,2
Oklahoma,904,846,38,3,17,2
Texas,15895,10949,176,177,4593,152
Arizona,4590,2933,70,3,1584,44
Colorado,3593,2383,48,33,1129,32
Idaho,1365,1112,34,50,169,14
Montana,413,231,28,57,97,14
Nevada,1310,989,20,45,256,14
New Mexico,484,375,0,0,109,4
Utah,2608,1534,14,73,987,28
Wyoming,207,166,10,14,17,2
Alaska,150,120,4,6,20,3
California,9045,5508,214,208,3115,125
Hawaii,153,147,6,0,0,0
Oregon,1820,916,58,195,651,64
Washington,5077,2085,130,127,2735,57
