Connecticut,369,211,14,13,131,10
Maine,503,386,2,0,115,7
Massachusetts,1070,574,40,27,429,28
New Hampshire,224,197,2,11,14,2
Rhode Island,82,76,6,0,0,0
Vermont,105,86,2,0,17,3
New Jersey,2651,794,60,201,1596,60
New York,2568,852,148,91,1477,101
Pennsylvania,1741,1198,28,86,429,28
Illinois,1839,833,70,45,891,34
Indiana,1483,1216,18,0,249,5
Michigan,1688,1319,6,7,356,35
Ohio,1604,1136,10,31,427,29
Wisconsin,1190,846,42,7,295,9
Iowa,1245,973,24,6,242,4
Kansas,666,414,34,6,212,11
Minnesota,1865,981,32,7,845,31
Missouri,1287,978,18,42,249,14
Nebraska,799,564,14,8,213,4
North Dakota,171,157,2,0,12,2
South Dakota,418,221,2,3,192,6
Delaware,485,419,16,4,46,6
District of Columbia,860,16,2,0,842,4
Florida,7665,6232,46,45,1342,66
Georgia,3130,2802,0,6,322,19
Maryland,1114,979,12,0,123,8
North Carolina,5774,3599,52,0,2123,63
South Carolina,2595,2117,10,3,465,18
Virginia,2936,1604,126,12,1194,43
West Virginia,160,141,4,4,11,2
Alabama,1088,967,6,10,105,9
Kentucky,1006,567,24,12,403,26
Mississippi,509,479,2,6,22,4
Tennessee,2321,2008,12,50,251,6
Arkansas,771,504,22,19,226,9
Louisiana,2270,934,38,9,1289,58
Oklahoma,808,721,24,0,63,10
Texas,13140,8904,110,113,4013,184
Arizona,2681,2047,42,3,589,22
Colorado,3619,1974,6,18,1621,57
Idaho,1059,875,30,0,154,9
Montana,248,164,6,21,57,3
Nevada,2032,984,22,0,1026,40
New Mexico,300,287,0,0,13,2
Utah,2209,1368,8,359,474,24
Wyoming,170,103,2,3,62,2
Alaska,114,79,6,6,23,3
California,8272,4528,154,208,3382,159
Hawaii,223,156,2,0,65,5
Oregon,1701,757,30,17,897,17
Washington,4138,1644,76,63,2355,39
