Connecticut,325,6,0,70,71474,769,0,7126
Maine,311,6,0,164,65210,1211,0,22433
Massachusetts,360,10,9,169,112620,2636,1683,21037
New Hampshire,216,6,4,5,66637,1008,531,421
Rhode Island,68,2,4,0,15914,103,320,0
Vermont,56,2,3,58,15875,211,398,6297
New Jersey,583,64,50,530,107849,4685,9071,35467
New York,413,18,16,630,117356,2388,2490,76640
Pennsylvania,579,18,23,90,145431,2286,3157,12010
Illinois,719,38,48,577,189761,6160,10269,116550
Indiana,1318,28,4,714,357623,4771,800,66967
Michigan,474,4,8,241,119214,605,594,33073
Ohio,1420,22,38,420,402041,3863,3416,42290
Wisconsin,989,68,12,276,283312,12056,3612,41203
Iowa,682,12,0,164,167107,1915,0,19277
Kansas,406,36,4,134,121153,5106,600,10359
Minnesota,1279,42,0,786,343527,8657,0,95207
Missouri,939,34,57,196,230571,2931,8299,14634
Nebraska,433,16,4,376,108825,2405,669,33229
North Dakota,188,4,0,227,49632,373,0,14823
South Dakota,268,4,7,126,63349,533,852,14848
Delaware,437,8,0,91,59859,1028,0,12439
District of Columbia,8,4,0,244,1865,494,0,29245
Florida,8135,212,94,3782,2182354,29483,13582,580252
Georgia,2891,6,10,210,647823,1086,749,18779
Maryland,878,2,18,233,203059,247,2425,34095
North Carolina,4172,38,0,676,974728,4649,0,92710
South Carolina,2494,2,0,221,603847,136,0,15452
Virginia,1618,82,29,906,366699,3672,4978,113290
West Virginia,218,2,3,99,42540,233,240,8946
Alabama,1298,4,13,350,270226,677,833,46463
Kentucky,650,12,35,81,134384,1173,3335,8099
Mississippi,645,2,6,42,134291,376,370,3816
Tennessee,2448,22,94,1179,549941,1037,5295,65062
Arkansas,637,94,27,341,151714,10106,1747,38177
Louisiana,1106,52,3,47,228525,3937,472,8092
Oklahoma,1020,28,3,8,214134,2449,255,615
Texas,9775,234,60,6449,2118646,29535,5643,671834
Arizona,2462,16,12,826,685558,2045,967,153062
Colorado,1913,12,11,1348,592569,3084,2221,169797
Idaho,920,36,8,91,199434,4072,975,8124
Montana,172,44,64,37,43962,7741,9265,4645
Nevada,681,58,13,280,183820,2379,2156,29884
New Mexico,300,0,3,58,79494,0,324,6669
Utah,1465,38,48,677,377753,1884,7858,84614
Wyoming,129,2,6,81,45029,623,467,6441
Alaska,73,10,3,12,21288,1657,521,1897
California,2845,150,134,2858,772275,26182,28446,538240
Hawaii,141,2,3,95,57697,500,1949,17791
Oregon,643,20,17,1120,175028,3807,3346,140418
Washington,1143,78,109,1386,324191,16644,21490,193989
