Connecticut,81915,67214,2040,311,12350
Maine,91354,84496,1396,0,5462
Massachusetts,280426,159216,6298,3538,111374
New Hampshire,116354,54651,1663,0,60040
Rhode Island,18043,16579,433,203,828
Vermont,39301,34422,2468,263,2148
New Jersey,409846,219442,10143,10106,170155
New York,641759,254561,12568,10328,364302
Pennsylvania,430982,319519,8668,9114,93681
Illinois,299662,213467,4843,15317,66035
Indiana,507432,412380,12132,5471,77449
Michigan,392920,360981,4701,7983,19255
Ohio,460299,378965,1350,2844,77140
Wisconsin,381377,305108,9165,447,66657
Iowa,286669,238780,1395,0,46494
Kansas,179977,116949,4918,1350,56760
Minnesota,607877,364601,822,3028,239426
Missouri,337835,256693,11057,2160,67925
Nebraska,120451,89383,1231,1602,28235
North Dakota,66766,57196,430,0,9140
South Dakota,77053,64288,645,319,11801
Delaware,67523,60456,2479,1188,3400
District of Columbia,43853,1425,224,0,42204
Florida,3195391,2468025,24407,12402,690557
Georgia,924872,826760,7664,4519,85929
Maryland,290572,229979,1450,0,59143
North Carolina,1211510,1057505,3172,13071,137762
South Carolina,716156,675276,1936,238,38706
Virginia,584086,438268,243,4695,140880
West Virginia,53461,45980,0,1920,5561
Alabama,281803,251662,1596,280,28265
Kentucky,227967,175765,2305,1263,48634
Mississippi,114383,112042,245,301,1795
Tennessee,786641,674757,4306,4885,102693
Arkansas,247821,140413,9798,4695,92915
Louisiana,295004,276519,3355,733,14397
Oklahoma,242457,192200,1897,2128,46232
Texas,3327214,2582482,24668,7561,712503
Arizona,918372,791170,11161,7739,108302
Colorado,906246,851527,3451,3131,48137
Idaho,299000,230973,3401,3134,61492
Montana,75833,60926,3786,7707,3414
Nevada,289158,235881,942,4552,47783
New Mexico,104457,103608,0,180,669
Utah,623682,450760,6697,10671,155554
Wyoming,51380,48480,478,619,1803
Alaska,40707,33516,1572,2168,3451
California,2092937,1481399,46182,31462,533894
Hawaii,101426,93926,0,0,7500
Oregon,406850,267772,5666,532,132880
Washington,852555,639958,21668,14101,176828
