Connecticut,342,154,6,4,178,8
Maine,193,121,2,0,70,13
Massachusetts,1369,391,44,17,917,31
New Hampshire,332,87,16,0,229,6
Rhode Island,59,56,0,3,0,0
Vermont,57,30,4,0,23,3
New Jersey,1510,699,88,32,691,43
New York,2382,519,100,53,1710,59
Pennsylvania,1256,919,32,51,254,12
Illinois,733,457,18,16,242,15
Indiana,1008,858,70,0,80,6
Michigan,1209,1029,24,0,156,15
Ohio,1487,985,38,30,434,12
Wisconsin,766,496,26,10,234,16
Iowa,459,232,4,0,223,15
Kansas,451,320,22,74,35,3
Minnesota,1706,618,22,14,1052,22
Missouri,840,654,44,64,78,5
Nebraska,313,245,2,0,66,3
North Dakota,36,22,0,0,14,1
South Dakota,166,127,2,6,31,4
Delaware,501,434,12,4,51,5
District of Columbia,87,21,0,0,66,2
Florida,11346,7300,110,144,3792,129
Georgia,5010,3368,36,9,1597,47
Maryland,1360,983,2,0,375,6
North Carolina,6168,3924,46,4,2194,52
South Carolina,2811,2326,4,3,478,31
Virginia,2437,1791,46,28,572,18
West Virginia,159,132,2,3,22,3
Alabama,1212,1021,16,26,149,14
Kentucky,854,540,40,4,270,17
Mississippi,453,433,0,7,13,2
Tennessee,2760,2111,54,72,523,27
Arkansas,1278,552,28,53,645,35
Louisiana,1168,1084,38,10,36,3
Oklahoma,905,738,106,4,57,3
Texas,15207,10119,134,451,4503,165
Arizona,3531,2200,48,27,1256,9
Colorado,3875,2292,20,12,1551,62
Idaho,911,774,4,24,109,3
Montana,138,124,10,4,0,0
Nevada,1189,1082,6,4,97,7
New Mexico,393,383,0,0,10,2
Utah,2363,1366,10,80,907,29
Wyoming,76,74,2,0,0,0
Alaska,111,90,4,3,14,1
California,8730,4715,176,175,3664,118
Hawaii,224,220,4,0,0,0
Oregon,1905,799,38,6,1062,33
Washington,2838,1752,70,42,974,39
