Connecticut,186573,94453,921,0,91199
Maine,61462,55436,3232,505,2289
Massachusetts,254855,190817,9493,11430,43115
New Hampshire,66920,57475,8322,0,1123
Rhode Island,21881,21281,0,0,600
Vermont,36439,26787,267,232,9153
New Jersey,299323,183530,8108,10762,96923
New York,643327,259054,13245,6968,364060
Pennsylvania,366165,276039,8813,17403,63910
Illinois,570611,275545,5216,8175,281675
Indiana,490054,424724,11107,1529,52694
Michigan,434755,393831,1023,2417,37484
Ohio,467493,419997,1087,7428,38981
Wisconsin,407840,307200,13248,447,86945
Iowa,221130,211485,3082,850,5713
Kansas,156388,142230,6961,880,6317
Minnesota,606263,367268,1421,2200,235374
Missouri,261006,239586,994,7194,13232
Nebraska,143238,116440,8642,2763,15393
North Dakota,70273,68706,0,0,1567
South Dakota,75059,59928,1091,660,13380
Delaware,50713,45818,369,0,4526
District of Columbia,55823,7329,1458,0,47036
Florida,2789929,1873596,19944,17168,879221
Georgia,915850,756318,0,5465,154067
Maryland,395272,258225,7767,7500,121780
North Carolina,1119862,990631,3848,8313,117070
South Carolina,652613,604395,5723,604,41891
Virginia,550588,440141,3150,1659,105638
West Virginia,34289,31842,1645,203,599
Alabama,290018,271350,3002,1119,14547
Kentucky,210995,190376,1158,2136,17325
Mississippi,98608,97380,316,69,843
Tennessee,618711,553987,2361,4943,57420
Arkansas,161979,148999,7482,2137,3361
Louisiana,306408,294464,8786,0,3158
Oklahoma,192677,188742,2520,255,1160
Texas,2918291,2431800,18212,13309,454970
Arizona,987279,776018,10098,667,200496
Colorado,791414,697792,8298,4642,80682
Idaho,250745,225678,3622,4172,17273
Montana,95827,73927,4780,5902,11218
Nevada,281925,250955,1779,4099,25092
New Mexico,100705,86729,0,0,13976
Utah,573076,399042,1809,12088,160137
Wyoming,78735,74444,1422,805,2064
Alaska,38599,33753,455,1042,3349
California,2311428,1672885,41590,39421,557532
Hawaii,66565,64630,1935,0,0
Oregon,346037,254006,7235,23794,61002
Washington,1008366,610864,23493,20110,353899
