Connecticut,95511,83324,3215,1605,7367
Maine,80296,76285,1128,773,2110
Massachusetts,299224,243936,8101,1334,45853
New Hampshire,59428,47922,3328,876,7302
Rhode Island,21578,17931,748,2440,459
Vermont,48013,39169,658,1376,6810
New Jersey,405332,181688,8831,4078,210735
New York,591305,300209,17995,12491,260610
Pennsylvania,334842,281207,9557,5228,38850
Illinois,409963,280066,4493,7875,117529
Indiana,381611,336845,9234,2640,32892
Michigan,438442,387171,7265,2349,41657
Ohio,458869,356770,3153,11779,87167
Wisconsin,365606,278962,6600,1636,78408
Iowa,350382,233044,5930,828,110580
Kansas,181749,118932,7886,1276,53655
Minnesota,535664,393795,4857,9213,127799
Missouri,298542,247276,2310,3424,45532
Nebraska,133828,111053,3987,190,18598
North Dakota,79275,60683,160,0,18432
South Dakota,88935,65247,971,3766,18951
Delaware,68627,58825,1326,1863,6613
District of Columbia,48268,6608,214,0,41446
Florida,2480511,1995871,15465,19775,449400
Georgia,767250,696221,1193,2383,67453
Maryland,250898,226768,1945,553,21632
North Carolina,997691,844895,4892,2640,145264
South Carolina,610318,556798,475,717,52328
Virginia,510653,435726,371,2723,71833
West Virginia,34955,33138,780,205,832
Alabama,235879,224174,1689,637,9379
Kentucky,176864,140986,1144,11828,22906
Mississippi,97421,96334,0,0,1087
Tennessee,559393,498837,9481,3855,47220
Arkansas,171177,139001,5838,700,25638
Louisiana,314810,255721,2364,1986,54739
Oklahoma,224423,174962,6626,255,42580
Texas,2575257,2113017,11409,16098,434733
Arizona,634748,553303,4090,3616,73739
Colorado,734058,628949,2342,849,101918
Idaho,230376,201814,4216,1610,22736
Montana,73162,64912,1051,793,6406
Nevada,216270,185370,3254,0,27646
New Mexico,83170,82184,0,335,651
Utah,442135,381163,2770,3407,54795
Wyoming,43001,37359,4816,826,0
Alaska,31184,26621,1253,1413,1897
California,2162086,1313749,21464,35740,791133
Hawaii,123637,109575,14062,0,0
Oregon,381190,268880,7714,7425,97171
Washington,700208,570832,7142,5951,116283
