Connecticut,86229,72210,910,531,12578
Maine,40204,30472,773,0,8959
Massachusetts,222458,151047,7443,1455,62513
New Hampshire,52538,39159,3774,0,9605
Rhode Island,18529,18239,290,0,0
Vermont,24717,20717,374,632,2994
New Jersey,432823,167259,9579,3673,252312
New York,1098030,290794,14725,13497,779014
Pennsylvania,455545,256369,3473,16325,179378
Illinois,422568,248118,5391,3836,165223
Indiana,358656,269205,3933,894,84624
Michigan,374734,317603,1372,1632,54127
Ohio,336238,296905,809,2110,36414
Wisconsin,280187,252005,6666,773,20743
Iowa,157446,139973,1237,755,15481
Kansas,162912,124149,2821,590,35352
Minnesota,296389,257660,505,2337,35887
Missouri,237890,213042,924,13333,10591
Nebraska,102354,95792,463,0,6099
North Dakota,113367,90832,3718,0,18817
South Dakota,62049,52091,811,419,8728
Delaware,54066,46540,731,254,6541
District of Columbia,28354,9027,0,0,19327
Florida,1885378,1568716,4580,14262,297820
Georgia,700518,597194,870,3833,98621
Maryland,310466,215102,446,0,94918
North Carolina,779605,682141,1269,3143,93052
South Carolina,625647,504232,551,0,120864
Virginia,567787,423648,189,3686,140264
West Virginia,40855,32140,1050,268,7397
Alabama,220106,198094,3400,8601,10011
Kentucky,129660,122516,2075,855,4214
Mississippi,94446,92365,172,828,1081
Tennessee,513364,432866,876,3650,75972
Arkansas,125442,123626,1328,0,488
Louisiana,239050,225731,3778,859,8682
Oklahoma,190280,187143,0,637,2500
Texas,2695245,2148882,13842,10988,521533
Arizona,736867,547831,1450,3132,184454
Colorado,655563,536385,7725,2359,109094
Idaho,190524,162273,404,5052,22795
Montana,57504,55082,809,1020,593
Nevada,202298,189702,620,460,11516
New Mexico,91834,76412,283,587,14552
Utah,364315,293632,566,12604,57513
Wyoming,73051,68193,0,532,4326
Alaska,33107,29141,921,515,2530
California,1853290,1247143,29654,23756,552737
Hawaii,132747,97448,0,0,35299
Oregon,292004,253353,2429,0,36222
Washington,650601,500743,14620,7024,128214
