Connecticut,275,4,0,50,100254,394,0,5217
Maine,601,30,6,108,145850,3387,1251,18240
Massachusetts,645,24,29,1142,229043,4775,3721,115635
New Hampshire,434,4,0,133,127862,1095,0,25964
Rhode Island,96,12,7,5,24029,1377,542,961
Vermont,172,12,0,16,48457,2201,0,1010
New Jersey,1215,108,58,1727,242057,10758,3849,129261
New York,1092,112,71,2298,307943,17911,22747,364030
Pennsylvania,1602,70,82,903,401044,14495,10729,115730
Illinois,944,32,43,441,273781,5059,7950,46222
Indiana,2102,34,12,209,619222,6234,3100,20661
Michigan,1506,20,26,427,475979,4806,4078,55256
Ohio,1775,62,68,1027,528391,8304,8140,103165
Wisconsin,1203,98,3,1012,415896,17271,1000,140568
Iowa,868,12,8,56,235753,2187,1716,6889
Kansas,575,82,4,84,194828,11709,450,8064
Minnesota,1858,76,15,1874,548234,15700,3237,252426
Missouri,1045,28,18,501,304185,2607,4415,81002
Nebraska,582,2,20,470,117640,281,2829,39623
North Dakota,243,2,0,251,72596,540,0,35907
South Dakota,405,4,11,242,100331,442,1334,24800
Delaware,632,54,0,258,89299,5211,0,20473
District of Columbia,87,10,3,303,20814,1284,405,37743
Florida,12702,414,76,4562,3271882,45382,35197,857535
Georgia,4614,86,20,614,1091994,32192,3226,81975
Maryland,976,20,11,349,251420,2567,1483,61885
North Carolina,5635,32,40,1153,1460346,3508,11527,130229
South Carolina,3534,30,3,361,834139,2619,243,30573
Virginia,2357,22,55,691,555060,4928,5661,92412
West Virginia,304,4,0,13,63860,509,0,1161
Alabama,1659,20,16,52,375720,1380,1058,8156
Kentucky,932,34,7,350,225276,4612,1031,27213
Mississippi,696,22,56,194,142410,2675,5716,11036
Tennessee,3756,42,21,1565,896572,3838,2428,191424
Arkansas,776,22,47,62,186661,1899,3967,4713
Louisiana,1455,38,11,110,295312,3986,2018,15510
Oklahoma,1162,24,3,43,273567,1903,255,4267
Texas,16687,450,108,4438,3832215,40405,10677,594544
Arizona,3830,80,27,1412,1004702,16023,6569,202398
Colorado,2795,122,48,1415,906255,17196,10307,179124
Idaho,1236,26,153,74,315607,3418,24285,5998
Montana,307,14,24,50,85992,3042,3436,5136
Nevada,1341,70,62,239,363408,4612,7181,34868
New Mexico,514,0,3,52,131124,0,220,7553
Utah,2423,18,262,835,677230,2387,18947,114082
Wyoming,175,2,3,5,95782,623,116,498
Alaska,107,2,7,22,32514,335,1126,3588
California,5975,176,135,3636,1644758,38821,34366,657669
Hawaii,192,2,0,32,87964,167,0,4373
Oregon,1009,10,15,785,286371,1686,1966,134048
Washington,2016,142,98,1867,589472,31871,18237,275945
