Connecticut,108991,71604,4726,4140,28521
Maine,68017,64081,921,333,2682
Massachusetts,575960,187482,7095,8617,372766
New Hampshire,82703,78238,1113,323,3029
Rhode Island,17562,15927,824,811,0
Vermont,48738,47271,333,0,1134
New Jersey,255348,166270,7143,8683,73252
New York,752235,352565,13866,17188,368616
Pennsylvania,419617,287397,2126,2444,127650
Illinois,496423,258243,4596,13468,220116
Indiana,336888,292126,4034,1562,39166
Michigan,461825,394324,7602,2307,57592
Ohio,464219,338352,2377,8329,115161
Wisconsin,376618,310954,5758,977,58929
Iowa,259048,210532,601,1410,46505
Kansas,130610,102287,2688,1118,24517
Minnesota,447671,340068,7047,1260,99296
Missouri,295218,228146,3329,4780,58963
Nebraska,103053,69679,1600,0,31774
North Dakota,83471,61379,240,0,21852
South Dakota,80177,61920,3137,919,14201
Delaware,64818,55880,2637,428,5873
District of Columbia,113389,5696,214,0,107479
Florida,2076453,1645336,18060,22860,390197
Georgia,692196,630929,579,4832,55856
Maryland,238228,197751,0,0,40477
North Carolina,936355,766685,1890,2407,165373
South Carolina,555557,494295,1474,877,58911
Virginia,409010,363300,180,1607,43923
West Virginia,38403,36232,530,374,1267
Alabama,231326,193460,1829,637,35400
Kentucky,148029,124954,4934,1497,16644
Mississippi,101966,97910,245,0,3811
Tennessee,522421,472403,1217,3784,45017
Arkansas,114555,108423,4071,387,1674
Louisiana,282583,222011,36140,472,23960
Oklahoma,166250,162991,2384,675,200
Texas,2353660,1811454,18495,5299,518412
Arizona,726417,505203,4582,3830,212802
Colorado,794815,535204,5386,1510,252715
Idaho,177787,170522,680,453,6132
Montana,84452,46824,4054,11212,22362
Nevada,226942,212037,0,944,13961
New Mexico,77419,66949,502,1043,8925
Utah,435145,322603,2306,5070,105166
Wyoming,35330,32713,1192,465,960
Alaska,38194,26528,905,697,10064
California,1967860,1177020,28440,21212,741188
Hawaii,216778,75403,5375,0,136000
Oregon,303127,222921,3757,0,76449
Washington,863419,462700,8998,10057,381664
