Connecticut,253,2,16,290,61005,173,630,33229
Maine,209,6,0,62,49965,849,0,5460
Massachusetts,447,20,56,892,134465,3929,11443,151771
New Hampshire,173,4,0,127,45042,638,0,9672
Rhode Island,63,10,8,10,19323,1429,1040,906
Vermont,43,0,0,30,11181,0,0,2410
New Jersey,1502,88,73,1512,277412,14799,11605,114265
New York,657,86,51,4529,235538,15940,7091,598738
Pennsylvania,955,40,84,261,229029,4580,11632,31136
Illinois,659,24,90,1044,174181,2281,8464,41774
Indiana,1127,22,11,730,294747,2849,2450,66357
Michigan,987,28,43,263,250714,4914,8156,34686
Ohio,1210,6,23,1167,340461,442,3054,122522
Wisconsin,713,38,7,1191,213668,6452,855,161810
Iowa,595,2,7,70,146959,442,875,6976
Kansas,325,38,41,60,91618,5151,5620,5960
Minnesota,1029,8,16,1598,307180,1557,3452,270688
Missouri,756,58,12,289,194445,11900,1425,37650
Nebraska,348,64,0,253,82381,6064,0,21028
North Dakota,100,8,0,92,24113,682,0,11000
South Dakota,187,6,0,121,40518,1210,0,13130
Delaware,405,14,8,55,56950,1458,929,3814
District of Columbia,24,8,0,237,5699,895,0,26602
Florida,7256,108,90,2920,1916360,14618,16093,337505
Georgia,2930,62,4,413,668920,8629,360,47954
Maryland,966,12,4,181,228018,3140,586,43180
North Carolina,3676,10,20,1584,853478,752,1711,135639
South Carolina,2154,18,0,262,529244,1956,0,19065
Virginia,1456,26,23,665,322237,1068,3058,68107
West Virginia,185,4,30,55,33097,1051,3273,5561
Alabama,1098,8,13,99,227480,2066,2220,12630
Kentucky,572,12,7,289,128951,1280,639,29675
Mississippi,490,2,6,15,97247,245,370,998
Tennessee,2334,26,55,822,523144,2155,4491,101637
Arkansas,599,38,10,359,124146,5781,491,34680
Louisiana,1023,18,6,80,206661,1734,733,13007
Oklahoma,704,32,0,173,163079,3071,0,12741
Texas,9668,170,111,6931,2104552,18575,15560,727720
Arizona,2568,80,17,1510,691651,9369,3061,259410
Colorado,2262,28,18,1298,678273,5697,2228,160750
Idaho,888,18,36,441,190990,2886,3412,50463
Montana,142,28,35,37,38718,3662,5406,3796
Nevada,761,2,26,298,189930,231,3965,32195
New Mexico,328,0,3,140,78086,0,348,14894
Utah,1317,22,63,1182,347239,3068,10462,175326
Wyoming,111,2,0,0,27573,623,0,0
Alaska,82,2,4,27,24286,200,695,2771
California,4636,112,140,2742,1343338,24262,27277,475336
Hawaii,175,4,0,0,71512,687,0,0
Oregon,692,24,0,408,186697,3959,0,37399
Washington,1933,174,54,3008,510962,32747,9742,406444
