Connecticut,253,6,0,136,99734,970,0,16880
Maine,358,8,4,5,93008,1320,300,348
Massachusetts,641,16,96,1009,211520,4722,15587,219960
New Hampshire,183,8,4,147,58482,982,40,16096
Rhode Island,90,18,3,8,22986,1481,173,458
Vermont,96,0,0,27,27273,0,0,2060
New Jersey,1084,72,40,1916,251518,11477,2947,189110
New York,1046,98,47,2750,335161,14178,7120,339452
Pennsylvania,1479,94,32,728,328063,15826,4109,70148
Illinois,753,12,47,472,201392,2482,8916,53530
Indiana,1584,24,8,227,453610,3764,2500,18078
Michigan,1422,48,7,690,367615,4087,1212,120850
Ohio,1572,44,53,829,505261,6891,3848,69196
Wisconsin,750,16,28,175,261356,2730,3552,16826
Iowa,733,32,3,347,186294,5833,480,49070
Kansas,452,60,0,312,131341,8504,0,48402
Minnesota,1255,48,4,1540,365743,6473,672,221036
Missouri,1028,18,15,180,274413,2405,1934,15504
Nebraska,418,2,3,307,96758,286,591,26111
North Dakota,55,16,0,97,15237,1636,0,9700
South Dakota,253,0,19,76,63091,0,2310,8492
Delaware,784,38,3,5,104638,3525,434,418
District of Columbia,8,16,0,1200,1865,1976,0,143829
Florida,11019,154,66,3163,2899589,21579,12227,402016
Georgia,4024,18,53,469,951714,2588,4427,29193
Maryland,1155,24,3,603,280679,6745,859,81428
North Carolina,4642,14,46,1316,1141164,2076,7274,184874
South Carolina,3470,56,33,487,842521,4871,2668,48229
Virginia,2156,0,0,456,478480,0,0,50053
West Virginia,192,2,0,50,39509,215,0,10625
Alabama,1467,8,15,65,311580,916,961,10324
Kentucky,733,10,3,161,203265,1334,900,11320
Mississippi,586,2,9,32,115401,110,832,2952
Tennessee,2937,12,113,817,675941,941,8806,66885
Arkansas,757,50,42,24,177866,5779,3199,1460
Louisiana,1407,62,6,39,304564,6235,845,6906
Oklahoma,1069,22,8,70,248532,2149,1680,5583
Texas,14885,364,115,5271,3121676,38294,17033,749771
Arizona,4229,90,24,2007,1069395,9242,4357,244264
Colorado,3215,52,19,2050,983602,9267,3972,376683
Idaho,1195,26,36,380,274064,3428,5153,22612
Montana,248,42,10,280,63559,7244,1875,22975
Nevada,1573,48,33,487,432446,3468,4493,65508
New Mexico,343,0,0,48,87418,0,0,4852
Utah,1693,32,75,761,482168,4930,11650,109074
Wyoming,122,2,15,75,48605,623,1130,12995
Alaska,102,4,8,21,30741,744,1289,3320
California,5859,180,198,6347,1542009,39387,39036,1359997
Hawaii,214,2,4,163,89315,500,2598,30526
Oregon,998,28,0,538,266452,4721,0,59410
Washington,1951,98,85,2168,577463,22284,16504,401363
