Connecticut,208,4,11,219,58121,400,1997,27102
Maine,217,8,0,29,50902,1451,0,1938
Massachusetts,395,26,18,411,128893,5396,4145,58056
New Hampshire,195,14,0,68,50392,2266,0,15248
Rhode Island,85,4,0,0,20438,558,0,0
Vermont,80,0,6,16,26378,0,878,1646
New Jersey,1050,120,23,564,160343,8466,71556,38620
New York,577,58,51,1494,194216,8096,7646,201013
Pennsylvania,1144,66,115,630,292538,8185,11978,38282
Illinois,575,8,39,625,155861,1141,6038,71963
Indiana,1128,16,6,37,299893,1991,661,5375
Michigan,967,4,10,174,256799,670,2070,40592
Ohio,1121,14,6,557,314705,2053,658,87864
Wisconsin,633,32,3,248,191664,6723,447,27166
Iowa,425,4,0,9,105041,721,0,1795
Kansas,351,68,16,88,90595,7232,5050,9698
Minnesota,648,22,7,338,195028,2525,1913,40357
Missouri,769,38,59,473,207924,5513,9489,38733
Nebraska,331,12,8,217,66418,1523,1111,18126
North Dakota,47,0,0,0,12902,0,0,0
South Dakota,163,0,0,44,33301,0,0,4143
Delaware,521,28,6,23,66594,2494,883,2612
District of Columbia,7,22,0,307,1662,2461,0,34459
Florida,8649,194,91,3177,2316598,28064,19278,530962
Georgia,3381,68,21,713,768031,16208,2701,82280
Maryland,1007,2,12,225,237540,244,1611,34942
North Carolina,4414,26,7,1244,1037918,2226,631,125782
South Carolina,2625,2,0,197,651994,568,0,14244
Virginia,1775,8,14,776,404096,1054,2242,71150
West Virginia,175,2,0,23,31818,411,0,1991
Alabama,1276,6,4,94,266042,1091,597,11522
Kentucky,605,52,12,222,137133,4554,735,25703
Mississippi,536,2,3,16,106412,300,301,1082
Tennessee,2323,28,70,978,516898,2253,6926,103398
Arkansas,570,48,13,57,132228,8866,882,2848
Louisiana,1176,26,7,65,248091,2414,1351,10457
Oklahoma,847,42,3,17,186316,5171,338,1167
Texas,11661,260,138,4216,2517781,29107,10386,538924
Arizona,3090,40,9,1712,832407,5138,1927,250020
Colorado,2392,12,30,687,679910,2478,5525,107170
Idaho,1006,44,16,178,208764,4652,1413,24175
Montana,169,16,29,59,41310,2321,4217,10115
Nevada,1166,30,83,521,319984,2126,7057,42582
New Mexico,355,2,0,17,84939,257,0,1198
Utah,1486,6,114,271,362911,1363,21075,33928
Wyoming,85,2,16,0,27171,302,1929,0
Alaska,92,8,4,10,27453,1332,695,1581
California,5635,240,199,2685,1630434,44106,40625,531841
Hawaii,137,6,0,39,65693,1299,0,4913
Oregon,736,38,4,110,199685,4689,222,14990
Washington,1839,64,84,1306,523947,11306,19132,154019
