Connecticut,226,178,8,8,32,4
Maine,314,278,12,3,21,3
Massachusetts,935,516,56,9,354,20
New Hampshire,387,141,22,7,217,7
Rhode Island,109,97,6,6,0,0
Vermont,122,56,2,3,61,4
New Jersey,2536,783,76,21,1656,85
New York,3367,593,72,96,2606,83
Pennsylvania,1469,1079,30,94,266,19
Illinois,1222,559,12,42,609,25
Indiana,1082,778,42,30,232,10
Michigan,1171,885,32,0,254,14
Ohio,1301,997,112,26,166,16
Wisconsin,926,635,38,6,247,9
Iowa,848,472,2,3,371,19
Kansas,386,305,16,19,46,3
Minnesota,2081,904,0,46,1131,36
Missouri,1475,729,50,20,676,32
Nebraska,569,304,18,0,247,13
North Dakota,150,31,2,0,117,2
South Dakota,249,84,8,0,157,7
Delaware,450,386,16,20,28,3
District of Columbia,369,22,0,0,347,4
Florida,9858,5884,204,134,3636,146
Georgia,4269,3033,2,24,1210,13
Maryland,991,896,2,0,93,4
North Carolina,3792,3073,24,0,695,37
South Carolina,2223,2057,12,0,154,10
Virginia,2224,1778,78,23,345,34
West Virginia,151,130,4,3,14,2
Alabama,951,818,8,7,118,6
Kentucky,712,496,8,23,185,16
Mississippi,549,475,26,4,44,5
Tennessee,3304,1881,12,48,1363,86
Arkansas,762,417,78,3,264,15
Louisiana,1074,1020,24,7,23,1
Oklahoma,724,695,14,3,12,2
Texas,11678,8030,134,75,3439,128
Arizona,3401,1916,40,8,1437,58
Colorado,2864,1726,8,6,1124,60
Idaho,650,505,4,39,102,9
Montana,233,134,2,49,48,8
Nevada,1914,831,0,0,1083,78
New Mexico,335,305,2,4,24,2
Utah,1411,1028,6,46,331,18
Wyoming,87,81,2,4,0,0
Alaska,94,71,4,3,16,2
California,10450,4968,210,145,5127,209
Hawaii,197,191,0,0,6,1
Oregon,1066,702,12,4,348,18
Washington,3702,1484,48,56,2114,56
