Connecticut,100802,80464,150,2266,17922
Maine,91308,86930,2433,0,1945
Massachusetts,644115,196317,9772,4681,433345
New Hampshire,85537,80710,2044,504,2279
Rhode Island,26683,20373,1602,650,4058
Vermont,44318,42324,677,0,1317
New Jersey,411033,193016,8992,26726,182299
New York,769300,318231,15356,9568,426145
Pennsylvania,463870,378398,2553,10238,72681
Illinois,481198,293569,3340,13747,170542
Indiana,552880,459466,7824,2543,83047
Michigan,511752,472725,7013,3072,28942
Ohio,610738,462059,10595,5481,132603
Wisconsin,417318,330493,11766,2769,72290
Iowa,249093,205522,2924,416,40231
Kansas,218167,165574,4109,1469,47015
Minnesota,606877,458852,705,4509,142811
Missouri,303507,248590,3699,2131,49087
Nebraska,149597,130358,1168,3148,14923
North Dakota,95868,65966,842,0,29060
South Dakota,103729,78232,528,964,24005
Delaware,88761,78577,2713,551,6920
District of Columbia,12822,946,0,390,11486
Florida,2539570,2211061,20552,12230,295727
Georgia,1103772,870806,2631,5797,224538
Maryland,311957,311690,267,0,0
North Carolina,1260620,1078342,2058,2185,178035
South Carolina,653952,622069,443,0,31440
Virginia,486504,432425,431,3696,49952
West Virginia,58126,52533,236,0,5357
Alabama,312403,279596,1161,979,30667
Kentucky,197371,175614,2347,624,18786
Mississippi,115922,113619,1075,401,827
Tennessee,691031,614658,4435,7163,64775
Arkansas,145443,137587,793,0,7063
Louisiana,311424,306427,1614,1327,2056
Oklahoma,216079,198893,3117,765,13304
Texas,3023349,2541345,19634,11898,450472
Arizona,836096,751183,1861,3139,79913
Colorado,946557,830357,3310,6083,106807
Idaho,287925,258105,586,779,28455
Montana,82180,65563,5684,6202,4731
Nevada,389388,318681,2255,0,68452
New Mexico,88842,87309,0,0,1533
Utah,549725,482035,1227,7628,58835
Wyoming,66465,63343,784,517,1821
Alaska,45004,38618,671,1017,4698
California,3037122,1969725,38776,40735,987886
Hawaii,102177,85434,801,948,14994
Oregon,331088,281269,7927,599,41293
Washington,761434,618392,13927,6474,122641
