Connecticut,504,255,30,9,210,16
Maine,473,437,10,11,15,2
Massachusetts,1479,787,34,25,633,37
New Hampshire,364,315,14,4,31,4
Rhode Island,83,76,4,3,0,0
Vermont,247,151,6,0,90,7
New Jersey,2248,834,64,23,1327,75
New York,4503,1281,92,80,3050,154
Pennsylvania,2436,1753,32,114,537,21
Illinois,1516,1084,24,47,361,32
Indiana,1544,1394,84,14,52,7
Michigan,2853,1790,122,41,900,68
Ohio,2229,1574,54,47,554,32
Wisconsin,2022,1174,84,49,715,33
Iowa,1201,857,18,3,323,8
Kansas,732,530,36,8,158,4
Minnesota,2168,1427,20,55,666,41
Missouri,1659,1103,60,106,390,10
Nebraska,617,499,2,8,108,4
North Dakota,381,265,10,31,75,3
South Dakota,625,355,4,11,255,9
Delaware,440,406,10,4,20,3
District of Columbia,927,24,0,0,903,6
Florida,9728,7008,112,112,2496,116
Georgia,5473,3306,6,0,2161,45
Maryland,1590,1185,2,4,399,17
North Carolina,5210,4186,2,4,1018,22
South Carolina,3093,2423,42,4,624,28
Virginia,2608,1946,10,17,635,47
West Virginia,284,199,4,14,67,12
Alabama,1653,988,0,0,665,38
Kentucky,1459,789,10,10,650,44
Mississippi,643,582,16,4,41,4
Tennessee,2816,2254,18,28,516,29
Arkansas,951,560,34,3,354,18
Louisiana,1618,1271,4,0,343,19
Oklahoma,1206,890,24,0,292,26
Texas,15477,10296,138,82,4961,167
Arizona,4711,2570,52,15,2074,45
Colorado,3013,2157,12,18,826,42
Idaho,1031,894,8,32,97,9
Montana,362,251,10,10,91,5
Nevada,1528,1204,2,6,316,26
New Mexico,462,445,4,8,5,1
Utah,2328,1650,6,18,654,18
Wyoming,176,171,2,3,0,0
Alaska,137,106,10,7,14,2
California,8987,5466,114,92,3315,144
Hawaii,776,183,0,0,593,11
Oregon,1271,998,50,11,212,16
Washington,4552,2301,78,69,2104,58
