Connecticut,304,251,2,7,44,4
Maine,331,312,6,3,10,2
Massachusetts,1340,810,18,21,491,21
New Hampshire,400,224,8,10,158,5
Rhode Island,83,83,0,0,0,0
Vermont,198,103,14,3,78,4
New Jersey,2407,892,38,24,1453,66
New York,2817,1014,108,92,1603,84
Pennsylvania,1688,1232,88,66,302,31
Illinois,1993,1048,46,40,859,18
Indiana,1889,1150,28,13,698,61
Michigan,1892,1212,62,17,601,43
Ohio,1980,1256,48,162,514,21
Wisconsin,1288,913,64,6,305,22
Iowa,894,637,6,3,248,8
Kansas,570,488,28,17,37,2
Minnesota,2004,1338,22,7,637,32
Missouri,1570,823,10,53,684,23
Nebraska,706,452,20,0,234,4
North Dakota,678,234,6,0,438,10
South Dakota,366,216,16,101,33,4
Delaware,749,406,4,14,325,14
District of Columbia,278,46,0,0,232,2
Florida,7320,5572,28,106,1614,56
Georgia,3201,2725,10,24,442,32
Maryland,1646,1552,10,0,84,5
North Carolina,4301,3429,12,19,841,22
South Carolina,2494,1921,8,7,558,11
Virginia,2803,1640,14,10,1139,18
West Virginia,214,190,6,8,10,2
Alabama,1889,892,0,0,997,24
Kentucky,848,609,22,29,188,20
Mississippi,562,484,56,4,18,2
Tennessee,3025,2002,0,127,896,21
Arkansas,1327,456,10,3,858,45
Louisiana,1094,1074,12,3,5,1
Oklahoma,1351,876,36,0,439,15
Texas,14814,8465,186,88,6075,148
Arizona,3168,2066,28,6,1068,52
Colorado,2632,1730,16,13,873,22
Idaho,854,773,12,0,69,6
Montana,260,188,30,17,25,4
Nevada,1026,848,0,4,174,21
New Mexico,351,346,0,0,5,1
Utah,1809,1406,8,37,358,25
Wyoming,151,139,0,3,9,1
Alaska,122,95,8,3,16,2
California,6939,3676,114,81,3068,113
Hawaii,803,143,6,0,654,37
Oregon,1426,902,22,8,494,17
Washington,4343,1760,66,33,2484,52
