Connecticut,430,272,6,3,149,8
Maine,412,370,26,4,12,2
Massachusetts,1970,642,24,16,1288,28
New Hampshire,352,251,30,0,71,5
Rhode Island,106,102,4,0,0,0
Vermont,139,109,4,0,26,4
New Jersey,2462,839,40,17,1566,62
New York,2990,915,116,70,1889,93
Pennsylvania,1812,1496,12,9,295,18
Illinois,1419,1044,18,63,294,19
Indiana,1551,1310,54,11,176,16
Michigan,2113,1407,28,14,664,37
Ohio,1929,1479,30,26,394,20
Wisconsin,1694,1106,42,10,536,27
Iowa,915,602,16,7,290,12
Kansas,607,449,22,12,124,9
Minnesota,1590,1356,2,46,186,26
Missouri,1133,852,24,34,223,13
Nebraska,1104,479,4,3,618,9
North Dakota,309,227,0,0,82,3
South Dakota,362,226,10,20,106,4
Delaware,608,481,28,0,99,7
District of Columbia,455,46,0,0,409,2
Florida,9896,7212,114,78,2492,63
Georgia,4311,3138,4,26,1143,28
Maryland,1428,962,14,0,452,4
North Carolina,6242,4042,114,0,2086,91
South Carolina,3162,2236,20,24,882,26
Virginia,2669,2204,20,47,398,16
West Virginia,204,186,2,4,12,2
Alabama,1159,985,6,7,161,9
Kentucky,939,687,30,52,170,15
Mississippi,665,639,2,8,16,3
Tennessee,3192,2368,78,95,651,30
Arkansas,1087,594,72,400,21,2
Louisiana,1137,1061,34,9,33,4
Oklahoma,773,721,22,11,19,3
Texas,12493,9984,158,117,2234,83
Arizona,2487,2377,26,7,77,6
Colorado,3089,2025,4,3,1057,33
Idaho,928,845,2,9,72,3
Montana,383,228,34,25,96,7
Nevada,1576,1198,8,24,346,21
New Mexico,424,251,0,3,170,10
Utah,2421,1580,30,42,769,27
Wyoming,140,124,4,12,0,0
Alaska,119,94,4,3,18,2
California,7950,4204,204,127,3415,139
Hawaii,276,177,10,0,89,2
Oregon,1800,850,32,3,915,40
Washington,3593,2101,76,57,1359,70
