Connecticut,133633,83660,830,354,48789
Maine,74123,69411,482,310,3920
Massachusetts,296923,200933,4757,2785,88448
New Hampshire,64579,57356,560,595,6068
Rhode Island,20249,19836,167,246,0
Vermont,35305,29936,809,0,4560
New Jersey,279818,176462,7212,1684,94460
New York,616238,291879,14246,9860,300253
Pennsylvania,350275,275618,1876,8398,64383
Illinois,335124,287628,2949,7620,36927
Indiana,280678,256471,4797,2323,17087
Michigan,451784,365929,6638,1471,77746
Ohio,378363,339827,1194,6060,31282
Wisconsin,337183,241493,10718,999,83973
Iowa,185620,175947,4638,712,4323
Kansas,136265,120874,2242,300,12849
Minnesota,419451,354347,6024,1928,57152
Missouri,259073,194017,1967,6517,56572
Nebraska,121691,98454,1811,0,21426
North Dakota,149279,96992,907,0,51380
South Dakota,96346,62456,4884,2273,26733
Delaware,58364,50494,2254,1483,4133
District of Columbia,31110,1805,220,0,29085
Florida,1860012,1578235,7161,20196,254420
Georgia,764450,607764,550,2619,153517
Maryland,267053,215986,1223,393,49451
North Carolina,807751,679397,553,2726,125075
South Carolina,558496,499011,2619,1301,55565
Virginia,483481,389822,1118,3248,89293
West Virginia,40169,32209,2750,582,4628
Alabama,199042,189863,404,420,8355
Kentucky,134253,110852,953,1171,21277
Mississippi,106496,103295,385,728,2088
Tennessee,444212,392785,694,0,50733
Arkansas,158429,124818,1388,1068,31155
Louisiana,274716,252377,3169,1558,17612
Oklahoma,215577,200853,4785,1396,8543
Texas,2583387,1987828,14865,13627,567067
Arizona,664574,546141,1685,2209,114539
Colorado,669854,572391,3189,1271,93003
Idaho,161106,137460,0,2640,21006
Montana,56960,44957,1739,2374,7890
Nevada,247320,186267,204,957,59892
New Mexico,86179,80617,283,5071,208
Utah,439240,346509,2356,8348,82027
Wyoming,57024,54790,293,1108,833
Alaska,32976,28810,825,970,2371
California,1965855,1313817,25354,13743,612941
Hawaii,88750,88400,350,0,0
Oregon,289130,235456,5732,1772,46170
Washington,689701,545155,10302,9955,124289
