Connecticut,175,118,8,0,49,6
Maine,241,210,8,0,23,4
Massachusetts,676,364,20,10,282,13
New Hampshire,236,111,16,0,109,4
Rhode Island,63,61,2,0,0,0
Vermont,56,39,4,3,10,2
New Jersey,1796,708,60,32,996,53
New York,1686,467,82,25,1112,64
Pennsylvania,1425,890,66,77,392,44
Illinois,1830,627,12,46,1145,17
Indiana,1463,935,42,7,479,14
Michigan,1733,910,54,14,755,44
Ohio,1384,1037,6,20,321,24
Wisconsin,1031,559,22,3,447,14
Iowa,778,551,2,9,216,10
Kansas,796,487,16,7,286,7
Minnesota,1433,689,0,42,702,35
Missouri,1100,796,28,28,248,10
Nebraska,719,349,30,32,308,19
North Dakota,171,50,0,4,117,2
South Dakota,299,156,4,0,139,6
Delaware,443,343,24,3,73,8
District of Columbia,245,30,0,0,215,2
Florida,8368,6105,96,101,2066,94
Georgia,3968,3080,4,22,862,23
Maryland,1034,912,2,0,120,7
North Carolina,4898,3295,12,7,1584,69
South Carolina,2682,2351,14,0,317,22
Virginia,1890,1727,2,21,140,11
West Virginia,167,154,2,0,11,2
Alabama,1113,1022,12,11,68,8
Kentucky,839,548,16,64,211,19
Mississippi,1036,596,422,4,14,2
Tennessee,2911,2209,24,8,670,28
Arkansas,822,576,56,19,171,12
Louisiana,1152,1080,26,3,43,3
Oklahoma,954,811,12,19,112,20
Texas,13247,9205,204,77,3761,103
Arizona,2304,1989,34,27,254,9
Colorado,2948,1735,36,22,1155,26
Idaho,837,668,6,128,35,3
Montana,211,149,18,44,0,0
Nevada,1092,961,4,12,115,9
New Mexico,335,316,2,4,13,2
Utah,1396,1157,8,44,187,15
Wyoming,111,95,8,8,0,0
Alaska,93,71,8,7,7,1
California,6298,3896,118,228,2056,73
Hawaii,200,194,6,0,0,0
Oregon,1114,765,12,0,337,13
Washington,2973,1639,42,57,1235,52
