Connecticut,380,228,6,0,146,7
Maine,457,428,10,3,16,3
Massachusetts,1138,661,62,36,379,17
New Hampshire,339,267,20,0,52,5
Rhode Island,74,67,4,3,0,0
Vermont,142,122,10,0,10,2
New Jersey,2211,941,74,18,1178,65
New York,2039,920,148,51,920,60
Pennsylvania,1712,1482,38,40,152,12
Illinois,1311,994,28,42,247,27
Indiana,1635,1359,14,20,242,15
Michigan,2552,1300,50,14,1188,98
Ohio,2289,1348,10,61,870,30
Wisconsin,1523,1089,28,3,403,31
Iowa,1349,748,14,33,554,11
Kansas,1239,456,18,20,745,37
Minnesota,1855,1394,0,50,411,41
Missouri,2049,969,34,117,929,34
Nebraska,1008,515,4,0,489,13
North Dakota,476,345,2,0,129,6
South Dakota,596,328,2,44,222,10
Delaware,573,452,10,3,108,6
District of Columbia,25,19,6,0,0,0
Florida,9428,6144,70,100,3114,90
Georgia,4382,3441,14,4,923,12
Maryland,1352,871,6,4,471,12
North Carolina,5037,3873,16,0,1148,50
South Carolina,2783,2301,22,3,457,20
Virginia,2997,1947,6,12,1032,22
West Virginia,252,230,4,3,15,2
Alabama,1447,926,4,38,479,18
Kentucky,966,749,28,16,173,12
Mississippi,705,656,6,12,31,4
Tennessee,3347,2337,54,51,905,22
Arkansas,801,670,42,59,30,5
Louisiana,1121,1047,12,3,59,5
Oklahoma,1125,842,24,71,188,6
Texas,12426,9487,178,169,2592,81
Arizona,2577,2230,52,19,276,27
Colorado,3035,2016,10,11,998,21
Idaho,1049,804,12,4,229,10
Montana,338,243,14,4,77,4
Nevada,1552,1101,2,0,449,14
New Mexico,403,376,0,4,23,3
Utah,1860,1329,8,18,505,26
Wyoming,171,163,0,3,5,1
Alaska,156,98,2,3,53,2
California,7925,4370,72,57,3426,114
Hawaii,309,217,4,0,88,1
Oregon,1529,969,18,3,539,31
Washington,3643,2090,62,50,1441,40
