Connecticut,112005,97349,1192,1026,12438
Maine,84264,80411,1067,0,2786
Massachusetts,366474,234179,5574,7691,119030
New Hampshire,105581,80808,7421,1170,16182
Rhode Island,21089,19127,1295,0,667
Vermont,31844,29970,227,0,1647
New Jersey,791654,208001,7242,16202,560209
New York,718239,295511,14374,7159,401195
Pennsylvania,406273,335275,11193,10519,49286
Illinois,355132,277985,5407,10868,60872
Indiana,426973,400666,4603,1980,19724
Michigan,425435,399993,570,6303,18569
Ohio,455928,441451,2655,5139,6683
Wisconsin,431232,332829,13527,997,83879
Iowa,230920,181308,2152,0,47460
Kansas,139527,126211,6467,2897,3952
Minnesota,573451,400667,3136,0,169648
Missouri,313816,240556,4248,10365,58647
Nebraska,109020,99436,341,250,8993
North Dakota,63286,52975,687,724,8900
South Dakota,67123,63242,670,912,2299
Delaware,63714,60185,1686,1450,393
District of Columbia,88527,1891,486,390,85760
Florida,2932133,2335178,26073,14768,556114
Georgia,882704,870168,270,2406,9860
Maryland,305748,291317,622,2809,11000
North Carolina,1161409,1060039,2723,942,97705
South Carolina,725328,658029,0,635,66664
Virginia,526217,456942,1375,1090,66810
West Virginia,55490,47000,344,254,7892
Alabama,262310,241920,319,720,19351
Kentucky,234519,186193,2331,1903,44092
Mississippi,138915,132489,185,401,5840
Tennessee,671312,541652,223,1008,128429
Arkansas,197559,191312,1392,1362,3493
Louisiana,270120,263161,1726,629,4604
Oklahoma,169349,166488,2237,0,624
Texas,3248953,2563400,14307,16427,654819
Arizona,843004,785091,8819,3469,45625
Colorado,873425,766165,4616,34402,68242
Idaho,268781,247878,2408,3342,15153
Montana,81086,68573,3832,5018,3663
Nevada,282319,273684,0,0,8635
New Mexico,107795,104954,453,0,2388
Utah,570895,507177,1774,13565,48379
Wyoming,57068,53282,1033,689,2064
Alaska,49794,37402,2479,1542,8371
California,3056883,1732800,35556,39447,1249080
Hawaii,136591,79192,509,3007,53883
Oregon,296363,243151,9718,376,43118
Washington,849346,627475,10260,12900,198711
