Connecticut,674,219,12,9,434,14
Maine,356,286,8,4,58,6
Massachusetts,1322,637,58,35,592,20
New Hampshire,264,208,4,0,52,3
Rhode Island,85,74,8,3,0,0
Vermont,130,86,4,8,32,3
New Jersey,2766,811,90,32,1833,84
New York,3091,1138,102,98,1753,89
Pennsylvania,2028,1128,34,156,710,21
Illinois,1553,1019,22,86,426,29
Indiana,1892,1174,52,91,575,49
Michigan,2347,1407,32,18,890,67
Ohio,2135,1106,38,38,953,75
Wisconsin,1427,1002,60,6,359,20
Iowa,1021,653,80,22,266,15
Kansas,554,482,18,11,43,5
Minnesota,2320,1192,42,3,1083,27
Missouri,1552,853,64,37,598,25
Nebraska,854,437,4,4,409,12
North Dakota,778,424,4,0,350,12
South Dakota,486,224,32,47,183,10
Delaware,459,344,14,8,93,12
District of Columbia,656,5,2,0,649,5
Florida,9062,5647,44,128,3243,88
Georgia,4118,2714,6,31,1367,34
Maryland,1268,1061,12,10,185,12
North Carolina,4667,3236,16,7,1408,31
South Carolina,2264,1854,8,3,399,27
Virginia,2738,1674,6,4,1054,9
West Virginia,272,236,2,3,31,4
Alabama,986,853,16,7,110,5
Kentucky,1151,666,20,15,450,33
Mississippi,581,550,2,3,26,3
Tennessee,3352,1916,68,0,1368,44
Arkansas,700,464,26,10,200,9
Louisiana,1376,1054,64,3,255,11
Oklahoma,1121,894,24,63,140,8
Texas,14789,8739,212,102,5736,206
Arizona,2617,1862,8,8,739,35
Colorado,2139,1703,14,3,419,16
Idaho,770,657,8,12,93,4
Montana,635,261,22,14,338,14
Nevada,1201,805,30,0,366,33
New Mexico,291,291,0,0,0,0
Utah,1603,1102,4,68,429,19
Wyoming,127,118,6,3,0,0
Alaska,137,106,4,6,21,3
California,6038,3326,150,102,2460,119
Hawaii,630,162,4,0,464,4
Oregon,1863,807,74,8,974,16
Washington,2967,1752,74,60,1081,45
