Connecticut,125437,88290,4375,690,32082
Maine,96774,92789,1001,933,2051
Massachusetts,331954,216791,5843,4016,105304
New Hampshire,80001,75183,1866,291,2661
Rhode Island,15913,14772,616,525,0
Vermont,54199,45845,825,0,7529
New Jersey,395471,195546,8604,12356,178965
New York,744404,354135,12396,12234,365639
Pennsylvania,471173,379713,5429,14413,71618
Illinois,346053,276087,4124,10379,55463
Indiana,380986,365248,9791,1100,4847
Michigan,502360,419944,10982,5405,66029
Ohio,474916,394498,5835,4251,70332
Wisconsin,372254,278995,10238,7139,75882
Iowa,240385,200974,1593,307,37511
Kansas,165016,137820,2876,1179,23141
Minnesota,476107,380707,2905,7794,84701
Missouri,318023,262329,8377,8742,38575
Nebraska,118415,106079,142,800,11394
North Dakota,78548,64062,568,4340,9578
South Dakota,95327,67906,548,737,26136
Delaware,58058,55109,1372,436,1141
District of Columbia,96089,5469,0,0,90620
Florida,2268982,1852297,13952,22288,380445
Georgia,976493,712153,721,0,263619
Maryland,328093,264369,209,555,62960
North Carolina,1044811,932916,340,563,110992
South Carolina,578670,544381,2456,777,31056
Virginia,461933,401221,1146,2008,57558
West Virginia,41949,34231,410,993,6315
Alabama,255147,198381,0,0,56766
Kentucky,188293,148613,838,570,38272
Mississippi,106890,102515,860,401,3114
Tennessee,547797,496899,1441,2777,46680
Arkansas,148663,122427,2686,234,23316
Louisiana,289315,261965,501,0,26849
Oklahoma,210796,195039,2656,0,13101
Texas,2779117,2265162,15463,4162,494330
Arizona,844378,660934,5665,2858,174921
Colorado,794121,653316,1809,2412,136584
Idaho,206269,194416,1001,1440,9412
Montana,72099,60684,1277,1135,9003
Nevada,263863,243606,299,944,19014
New Mexico,93098,91271,576,1043,208
Utah,496849,409119,1322,2514,83894
Wyoming,55120,54386,618,116,0
Alaska,36952,31990,1576,1173,2213
California,2048660,1536255,22817,14412,475176
Hawaii,228456,77474,0,0,150982
Oregon,309009,276467,9234,2086,21222
Washington,919898,638358,14170,13935,253435
