Connecticut,123445,99951,799,0,22695
Maine,69767,66410,323,0,3034
Massachusetts,234288,167626,8805,3848,54009
New Hampshire,67468,53878,663,1492,11435
Rhode Island,22139,20094,1374,671,0
Vermont,31817,22417,0,0,9400
New Jersey,273144,170063,4310,1449,97322
New York,677402,296919,11512,5152,363819
Pennsylvania,468231,326292,1996,4906,135037
Illinois,323436,233016,6858,15440,68122
Indiana,446626,393944,4925,0,47757
Michigan,388159,346688,6651,1813,33007
Ohio,486890,405234,5659,3227,72770
Wisconsin,368469,313635,14442,447,39945
Iowa,245599,194180,450,0,50969
Kansas,157240,129093,5225,5412,17510
Minnesota,555545,402282,6515,1400,145348
Missouri,227372,221251,2571,980,2570
Nebraska,110546,96848,341,930,12427
North Dakota,66865,50825,370,573,15097
South Dakota,67094,60525,252,320,5997
Delaware,58524,56483,559,0,1482
District of Columbia,4425,2128,0,0,2297
Florida,2778106,2292288,17580,9163,459075
Georgia,862911,726199,4700,3793,128219
Maryland,373734,264914,208,20824,87788
North Carolina,1201216,1072327,1107,415,127367
South Carolina,621559,598933,272,390,21964
Virginia,494798,400738,963,1787,91310
West Virginia,43847,43158,335,150,204
Alabama,254906,238424,686,560,15236
Kentucky,245285,216447,353,720,27765
Mississippi,119503,117035,425,301,1742
Tennessee,650360,578195,2034,4173,65958
Arkansas,152473,136636,4852,8162,2823
Louisiana,232762,228866,1449,232,2215
Oklahoma,172930,169670,2216,0,1044
Texas,2971295,2434358,13436,8399,515102
Arizona,923623,743372,5905,1306,173040
Colorado,808258,728022,14211,4280,61745
Idaho,244960,226905,247,3146,14662
Montana,85090,72739,4164,3268,4919
Nevada,294226,284987,0,0,9239
New Mexico,88014,86259,0,0,1755
Utah,486200,435787,1327,6504,42582
Wyoming,61277,59111,249,461,1456
Alaska,35607,32732,773,521,1581
California,2438060,1825597,29978,15885,566600
Hawaii,92884,92884,0,0,0
Oregon,312982,250616,3396,2377,56593
Washington,710212,596905,15944,7540,89823
