Connecticut,110840,82593,561,883,26803
Maine,76379,61847,5854,2467,6211
Massachusetts,292335,174013,7968,9901,100453
New Hampshire,64589,37199,273,4392,22725
Rhode Island,21679,20791,663,225,0
Vermont,32066,27677,570,0,3819
New Jersey,617213,255421,7504,12049,342239
New York,2719525,289496,15170,20133,2394726
Pennsylvania,485110,298869,5735,23680,156826
Illinois,461122,291675,3685,3458,162304
Indiana,324192,283721,6750,0,33721
Michigan,473608,337746,883,2325,132654
Ohio,349161,335328,851,1800,11182
Wisconsin,297299,244782,5336,1523,45658
Iowa,217980,177521,279,703,39477
Kansas,131744,122817,1121,2886,4920
Minnesota,487842,387033,0,760,100049
Missouri,299018,244105,8576,2033,44304
Nebraska,125822,105144,1405,0,19273
North Dakota,144229,94269,1303,450,48207
South Dakota,59242,48712,5503,214,4813
Delaware,54054,48551,560,816,4127
District of Columbia,81561,11058,2859,0,67644
Florida,2248665,1781758,3967,29346,433594
Georgia,845758,673341,1371,3120,167926
Maryland,377903,275438,1380,3944,97141
North Carolina,836097,721758,4528,1393,108418
South Carolina,522442,504826,372,1057,16187
Virginia,520854,436829,1207,7004,75814
West Virginia,47365,40014,266,243,6842
Alabama,228500,197170,115,979,30236
Kentucky,147717,125947,1622,1524,18624
Mississippi,109837,106263,357,907,2310
Tennessee,490826,443652,3889,11323,31962
Arkansas,127286,111282,2814,1961,11229
Louisiana,251295,239320,2411,765,8799
Oklahoma,185497,182036,940,1669,852
Texas,2786075,2206989,19487,6556,553043
Arizona,678222,575408,2589,1628,98597
Colorado,722578,599769,11515,2873,108421
Idaho,168113,155873,801,1133,10306
Montana,62788,54839,2418,121,5410
Nevada,243205,201526,1012,0,40667
New Mexico,93595,92182,283,922,208
Utah,508046,339654,2064,8466,157862
Wyoming,51109,48296,500,1709,604
Alaska,39854,34713,1148,515,3478
California,2702998,1588741,24086,61126,1029045
Hawaii,149717,105461,14933,5526,23797
Oregon,348631,278292,7140,0,63199
Washington,767909,553302,11971,15261,187375
