Connecticut,252,24,4,102,77130,2102,530,13855
Maine,518,42,3,44,131690,6298,639,6132
Massachusetts,617,56,16,1071,191305,10706,4345,236739
New Hampshire,321,12,4,54,100933,2177,531,9193
Rhode Island,89,6,22,34,23099,309,1836,1824
Vermont,215,6,0,13,47699,599,0,824
New Jersey,1068,68,68,2125,171619,9355,7897,141702
New York,1107,100,25,2600,320103,14366,2907,319721
Pennsylvania,1603,124,134,339,397154,11486,16269,45315
Illinois,967,56,42,415,250733,8577,7515,51039
Indiana,1826,92,4,364,484481,16238,729,30250
Michigan,1587,2,6,212,465957,499,559,31009
Ohio,1644,58,92,692,452460,6444,8657,45989
Wisconsin,1299,72,25,301,351585,13951,4281,32347
Iowa,1070,10,11,326,276867,1708,1234,32245
Kansas,496,20,0,21,140618,5572,0,1787
Minnesota,1595,8,11,1402,423457,1335,2795,200340
Missouri,1105,22,47,348,276329,2669,6149,29861
Nebraska,537,8,4,273,125188,1354,382,19557
North Dakota,237,10,9,177,59692,981,804,20161
South Dakota,502,10,4,225,94784,1230,595,20209
Delaware,500,18,12,94,66816,2549,2851,16790
District of Columbia,13,4,0,1008,3031,494,0,120816
Florida,8764,226,71,3648,2236649,40455,14296,520773
Georgia,3616,36,23,603,814078,7190,3354,65182
Maryland,1075,0,8,340,253596,0,1046,44578
North Carolina,4745,8,14,2285,1135658,1241,2154,227443
South Carolina,2978,52,3,591,712562,3978,604,69261
Virginia,1850,62,63,1059,421836,2443,5954,162841
West Virginia,239,2,30,91,43188,150,2250,9921
Alabama,1377,16,16,275,289396,3165,1025,31985
Kentucky,864,38,22,291,190042,3630,2451,27379
Mississippi,801,8,10,42,149839,1090,770,3603
Tennessee,2818,58,53,1065,625793,6539,4954,117736
Arkansas,708,36,125,98,169652,4161,10741,10721
Louisiana,1482,38,6,225,295402,21893,733,38832
Oklahoma,1164,42,3,14,243546,3952,613,936
Texas,12380,244,165,4812,2648921,24047,13982,648449
Arizona,3485,120,43,1746,918356,14847,4568,225988
Colorado,2822,40,12,770,809632,5656,2026,81534
Idaho,1143,34,20,244,255833,3440,1490,25391
Montana,195,60,0,50,64135,7153,0,3575
Nevada,992,14,73,358,271686,2193,7199,28337
New Mexico,447,0,3,10,109026,0,324,586
Utah,1906,18,52,329,520684,4229,9361,40357
Wyoming,180,4,6,0,77882,417,292,0
Alaska,114,2,4,27,33508,495,695,8739
California,5741,194,110,2799,1618273,35051,18467,524409
Hawaii,194,0,3,169,120359,0,1949,37616
Oregon,890,56,3,562,243369,10067,571,73680
Washington,2132,88,85,1093,605137,22004,20146,156495
