Connecticut,133,0,0,311,46104,0,0,42237
Maine,168,6,0,15,35419,1611,0,1129
Massachusetts,379,28,32,971,108717,4842,7523,135227
New Hampshire,163,8,0,31,50534,1243,0,3149
Rhode Island,80,10,23,0,21043,866,1142,1317
Vermont,20,2,0,36,5290,227,0,3029
New Jersey,745,70,53,1822,173913,11230,30481,263429
New York,575,104,40,3841,228505,14978,5039,495675
Pennsylvania,996,44,36,1138,239674,6164,4845,199071
Illinois,551,20,43,1411,153150,3263,7106,130150
Indiana,1266,24,0,185,362090,3780,0,30420
Michigan,1008,2,4,91,246659,226,318,11295
Ohio,1088,8,14,274,326357,614,1839,18950
Wisconsin,561,68,3,238,174545,10499,2830,26834
Iowa,408,6,8,84,92012,947,1611,10736
Kansas,366,50,25,56,98084,5358,6314,4998
Minnesota,963,16,44,1956,271862,3251,4475,278945
Missouri,803,118,32,358,193165,13085,3466,39938
Nebraska,304,2,21,83,68101,262,4781,11111
North Dakota,35,0,0,0,8407,0,0,0
South Dakota,150,2,11,141,33012,266,996,17899
Delaware,423,12,7,11,57132,1220,912,921
District of Columbia,5,24,0,28,1187,2684,0,3143
Florida,7674,146,109,4150,2012184,22706,18805,729096
Georgia,3364,4,39,320,709639,342,5806,34381
Maryland,811,38,0,708,190337,3913,0,117561
North Carolina,3586,8,8,1442,832127,870,630,150682
South Carolina,2295,12,3,199,562544,1268,238,15210
Virginia,1461,28,15,964,320325,1943,1759,104126
West Virginia,135,0,3,58,24229,0,199,6007
Alabama,1023,14,38,291,218939,1626,7303,79161
Kentucky,452,22,15,223,104763,2292,2365,28490
Mississippi,449,4,44,18,85345,598,6556,1192
Tennessee,2019,12,174,985,451939,1081,19917,104234
Arkansas,617,68,30,607,143780,11713,3343,88145
Louisiana,1019,22,7,51,211940,2209,1351,10066
Oklahoma,715,74,0,14,159833,8322,0,1077
Texas,9699,208,159,4648,2085939,22476,11609,542621
Arizona,2582,76,3,1118,704905,8829,492,153903
Colorado,2131,22,15,1869,609720,2624,2559,214702
Idaho,881,20,52,295,186013,2620,5637,30522
Montana,120,10,19,40,33510,1577,3002,4674
Nevada,821,10,12,433,225537,2242,2092,53567
New Mexico,282,2,0,24,67324,192,0,1658
Utah,1166,2,36,355,297268,268,7288,49915
Wyoming,59,6,3,0,16864,601,353,0
Alaska,80,4,3,30,24273,646,521,3246
California,5723,174,109,5517,1527123,36135,21148,845680
Hawaii,187,0,0,155,63715,0,0,30327
Oregon,684,18,15,1104,171253,3216,3251,139501
Washington,1777,130,82,2452,511774,23479,13471,305850
