Connecticut,280,14,6,63,91829,1880,1102,6238
Maine,614,22,11,156,173628,6132,1150,22948
Massachusetts,603,40,15,787,214146,8122,3259,124137
New Hampshire,371,8,24,65,108376,1512,5336,7642
Rhode Island,97,14,55,16,25116,1577,5782,2211
Vermont,155,4,3,26,41826,612,504,2247
New Jersey,1238,128,56,1513,226706,16763,3653,130355
New York,1165,66,43,3231,405702,10683,5494,462261
Pennsylvania,1920,50,62,622,501734,9671,7309,78113
Illinois,1037,38,100,806,304255,6220,18533,67439
Indiana,2151,86,20,700,670336,14826,5420,75098
Michigan,1604,14,48,606,473134,2495,8083,64340
Ohio,1973,134,38,608,602678,12865,4406,61601
Wisconsin,1406,128,0,642,442401,26252,0,91392
Iowa,946,24,4,385,242755,4468,500,37117
Kansas,553,42,4,40,186623,6304,700,3618
Minnesota,1745,12,14,1570,519528,3290,3737,168051
Missouri,993,20,15,180,273723,3308,2281,25900
Nebraska,592,4,3,181,134328,563,448,19617
North Dakota,198,34,0,57,57842,7830,0,7680
South Dakota,396,6,46,156,105916,714,5842,20736
Delaware,659,26,0,5,92832,2732,0,418
District of Columbia,8,6,0,96,1914,771,0,11958
Florida,14372,422,117,4536,3684658,47057,20068,576830
Georgia,5037,68,13,838,1176817,20752,1563,140694
Maryland,1100,18,3,688,276082,2408,405,62338
North Carolina,6056,54,52,2177,1666892,7821,7515,243886
South Carolina,4417,64,15,1092,934460,1255,1213,101819
Virginia,2589,48,22,899,573377,7580,3088,86385
West Virginia,325,8,0,95,72301,1633,0,15866
Alabama,1586,6,20,67,382484,506,2289,10289
Kentucky,885,12,84,135,221898,1238,9690,11241
Mississippi,637,4,4,20,132248,621,401,1097
Tennessee,3242,12,146,2253,810745,1037,16607,111197
Arkansas,899,42,25,94,246762,4755,2100,7704
Louisiana,2111,54,6,53,413360,4622,733,9153
Oklahoma,1257,24,0,57,292249,2144,0,6993
Texas,16006,350,62,7261,3821891,42687,6754,839158
Arizona,4359,88,25,1524,1055113,11917,5700,238317
Colorado,3333,110,156,1356,1033378,15974,30339,192026
Idaho,1425,8,86,397,322675,1640,10225,46264
Montana,321,22,18,553,82829,4140,2527,37674
Nevada,1436,70,60,204,390370,5631,7001,25120
New Mexico,516,0,0,205,137997,0,0,7825
Utah,2602,20,96,1351,707857,2857,15999,185596
Wyoming,202,2,3,76,133869,623,116,12269
Alaska,116,2,10,29,34903,335,1600,5467
California,6191,180,89,4336,1774501,38484,19801,779405
Hawaii,200,26,4,8,111896,4064,691,985
Oregon,966,44,8,537,278261,9430,1500,88244
Washington,2232,92,204,1361,645322,22121,50626,176961
