Connecticut,117117,72638,178,0,44301
Maine,50364,46023,3279,405,657
Massachusetts,280600,181262,3761,3780,91797
New Hampshire,83313,76501,473,0,6339
Rhode Island,17824,16961,0,863,0
Vermont,19273,12417,3094,0,3762
New Jersey,279491,202032,10572,5164,61723
New York,346371,212175,15678,7650,110868
Pennsylvania,328437,257994,7231,5832,57380
Illinois,366880,283187,6240,8036,69417
Indiana,334194,303011,4738,1129,25316
Michigan,343469,281097,3081,2013,57278
Ohio,385799,334658,2059,5841,43241
Wisconsin,257817,210470,12611,891,33845
Iowa,231861,201192,2120,1217,27332
Kansas,143748,118918,2235,1310,21285
Minnesota,315074,258126,1800,1719,53429
Missouri,327816,244893,2167,3760,76996
Nebraska,121430,110649,500,484,9797
North Dakota,71922,56140,253,1735,13794
South Dakota,63352,56313,764,1112,5163
Delaware,54920,49519,1466,1285,2650
District of Columbia,69426,18730,0,484,50212
Florida,2081732,1673752,12004,20892,375084
Georgia,783262,706253,1363,3223,72423
Maryland,276130,246013,401,393,29323
North Carolina,870376,803235,577,0,66564
South Carolina,567109,551261,628,2243,12977
Virginia,453227,428648,1237,1683,21659
West Virginia,37259,31424,266,483,5086
Alabama,228540,217278,200,678,10384
Kentucky,168645,143913,3477,2098,19157
Mississippi,96111,94072,372,695,972
Tennessee,611277,475189,2171,8407,125510
Arkansas,123004,117126,2223,2075,1580
Louisiana,235763,212349,3909,854,18651
Oklahoma,204311,200361,1377,0,2573
Texas,2539637,2100038,13946,20067,405586
Arizona,645380,616155,2559,3968,22698
Colorado,779630,632126,2383,5043,140078
Idaho,182880,166035,867,3327,12651
Montana,56665,52147,1202,2668,648
Nevada,239981,213949,0,0,26032
New Mexico,73848,67584,0,0,6264
Utah,396118,349827,3275,4942,38074
Wyoming,50616,49299,0,335,982
Alaska,33042,29578,0,1409,2055
California,1760516,1205029,17581,31199,506707
Hawaii,87691,78712,5178,341,3460
Oregon,382111,260235,3461,1031,117384
Washington,724916,577176,12835,13725,121180
