Connecticut,89302,75595,477,584,12646
Maine,65775,64121,600,0,1054
Massachusetts,488931,186723,6989,1567,293652
New Hampshire,66523,60535,690,665,4633
Rhode Island,25789,23980,1720,0,89
Vermont,37833,31468,567,931,4867
New Jersey,299601,173430,12749,6656,106766
New York,533923,287258,16002,13564,217099
Pennsylvania,499652,391131,6104,18858,83559
Illinois,372748,270798,2432,11424,88094
Indiana,420560,368934,18296,615,32715
Michigan,522939,413692,3986,5083,100178
Ohio,447759,423705,1371,1700,20983
Wisconsin,404204,327417,7024,447,69316
Iowa,214467,161476,2152,0,50839
Kansas,156834,134716,1836,0,20282
Minnesota,494145,400032,908,7807,85398
Missouri,288410,211228,6983,1110,69089
Nebraska,148924,109622,4562,0,34740
North Dakota,87174,72789,380,0,14005
South Dakota,76283,70810,785,0,4688
Delaware,68965,61396,2044,780,4745
District of Columbia,36160,7944,216,0,28000
Florida,2412623,2048407,19870,12410,331936
Georgia,879777,854237,133,521,24886
Maryland,387148,263569,1150,0,122429
North Carolina,1113583,1036886,9352,0,67345
South Carolina,697122,650020,2415,539,44148
Virginia,501107,468822,1151,2420,28714
West Virginia,45709,40232,120,0,5357
Alabama,254712,238491,4926,574,10721
Kentucky,233319,199007,4364,2635,27313
Mississippi,118576,116209,251,370,1746
Tennessee,706814,618243,2964,9166,76441
Arkansas,132320,126922,2437,825,2136
Louisiana,251514,242191,2968,861,5494
Oklahoma,234818,194679,6820,300,33019
Texas,2844359,2384585,11421,10982,437371
Arizona,793830,664615,1075,4404,123736
Colorado,765151,695249,2679,1734,65489
Idaho,237347,205191,523,2332,29301
Montana,73550,57035,6910,2143,7462
Nevada,323104,272636,263,859,49346
New Mexico,92215,88166,283,0,3766
Utah,444060,391984,1594,3649,46833
Wyoming,56476,54278,208,490,1500
Alaska,47053,41454,2542,1002,2055
California,2419152,1642366,32722,34279,709785
Hawaii,99616,82529,1184,1895,14008
Oregon,430681,301192,4785,2418,122286
Washington,853492,673137,13710,6707,159938
