Connecticut,360,236,2,6,116,11
Maine,489,363,10,0,116,11
Massachusetts,1863,1166,40,49,608,28
New Hampshire,263,221,28,3,11,2
Rhode Island,109,99,4,6,0,0
Vermont,213,106,6,4,97,4
New Jersey,2174,907,64,44,1159,64
New York,3222,1061,150,110,1901,79
Pennsylvania,2288,1691,46,113,438,31
Illinois,3489,1125,16,64,2284,31
Indiana,2355,1627,36,17,675,51
Michigan,2843,1825,74,26,918,64
Ohio,3086,1634,46,105,1301,61
Wisconsin,1951,1242,54,9,646,21
Iowa,1213,750,14,4,445,25
Kansas,825,667,18,9,131,3
Minnesota,2566,1677,6,43,840,46
Missouri,1375,1044,76,3,252,10
Nebraska,744,599,6,0,139,3
North Dakota,337,251,2,31,53,8
South Dakota,539,378,16,4,141,7
Delaware,726,501,28,42,155,16
District of Columbia,389,6,0,0,383,3
Florida,12365,8248,130,81,3906,123
Georgia,4704,3845,8,15,836,21
Maryland,1565,1327,4,30,204,8
North Carolina,5410,4379,30,4,997,37
South Carolina,3110,2626,4,0,480,16
Virginia,3445,2270,8,13,1154,69
West Virginia,251,230,6,0,15,3
Alabama,1343,994,2,6,341,8
Kentucky,1240,870,26,23,321,20
Mississippi,606,574,4,8,20,3
Tennessee,4173,2829,42,11,1291,23
Arkansas,1072,652,34,10,376,28
Louisiana,1313,1229,32,4,48,4
Oklahoma,1026,897,24,3,102,5
Texas,17188,11398,214,166,5410,154
Arizona,3399,2532,32,28,807,17
Colorado,4640,2271,22,207,2140,45
Idaho,1387,1077,6,24,280,21
Montana,829,307,24,75,423,32
Nevada,1818,1239,18,4,557,23
New Mexico,598,390,2,0,206,22
Utah,2198,1913,10,20,255,21
Wyoming,189,142,2,40,5,1
Alaska,185,138,18,9,20,2
California,14218,6758,248,256,6956,244
Hawaii,358,306,8,4,40,5
Oregon,1873,915,50,10,898,20
Washington,3955,2257,70,63,1565,43
